participant_id,recording_identifier,scenario,pedestrian_entry_time,pedestrian_exit_time,vehicle_entry_time,vehicle_exit_time,reached_zone_first,entry_time_difference_seconds,passed_zone_first,exit_time_difference_seconds,occupancy_intervals_overlap,occupancy_overlap_duration_seconds,pedestrian_speed_at_entry_mps,vehicle_speed_at_entry_mps,pedestrian_minimum_approach_speed_mps,vehicle_minimum_approach_speed_mps,pedestrian_stopped_before_entry,vehicle_braked_before_entry,minimum_distance_m,minimum_distance_time,minimum_distance_aligned_time,distance_at_pedestrian_entry_m,distance_at_vehicle_entry_m,closing_rate_at_minimum_distance_mps,approach_state_at_minimum_distance,ttc_at_minimum_distance_seconds,pedestrian_entered_zone,vehicle_entered_zone,data_quality_flags
PedNYC10,PedNYC10_scenario7,7,17.175171,20.722534,24.956421,25.459595,pedestrian,7.78125,pedestrian,4.737061000000001,False,0.0,1.0898125647128076,7.148329972347074,1.0020861450322516,2.705788440175867e-05,False,False,4.942844915924906,25.231934,20.341065,14.998407388916869,5.3775928509680675,0.17410279741741164,approaching,28.390381942424682,True,True,
PedNYC11,PedNYC11_scenario7,7,23.584595,30.516113,20.609985,21.294678,vehicle,2.9746099999999984,vehicle,9.221435,False,0.0,0.549049080599388,5.154084497805691,0.549049080599388,4.48064765188802,False,True,4.194271338063372,20.98938,9.152832,15.075087319198293,4.664588904990639,0.03751976397794721,approximately steady,,True,True,
PedNYC12,PedNYC12_scenario7,7,24.303467,29.015869,21.092285,22.135498,vehicle,3.211182000000001,vehicle,6.880371,False,0.0,0.4089555257105587,3.692373525350339,0.0070490448924148,3.692373525350339,True,True,2.651036437815175,21.652344,12.253174,12.228639520547393,3.247562225120984,-0.04783050019030455,approximately steady,,True,True,
PedNYC13,PedNYC13_scenario7,7,19.129272,22.453613,29.557251,30.215088,pedestrian,10.427979,pedestrian,7.761475000000001,False,0.0,0.8998477013393558,5.180135391548607,0.4820865539161997,0.6710067187520196,False,False,7.508761530315862,29.905762,20.796997,26.021669897913476,7.741671630400937,0.03500215333663448,approximately steady,,True,True,
PedNYC17,PedNYC17_scenario7,7,18.426025,20.301025,23.676025,24.217773,pedestrian,5.25,pedestrian,3.916748000000002,False,0.0,1.206968176621133,6.548781569317667,0.2262958180675672,0.7588811625894559,False,False,6.376852360269442,23.842773,23.334228,17.617320650640306,6.450966213169345,-0.039809568489985736,approximately steady,,True,True,
PedNYC18,PedNYC18_scenario7,7,16.800781,20.134277,22.592285,23.050781,pedestrian,5.791504,pedestrian,2.9165039999999998,False,0.0,0.9803880205266396,7.594016137196689,0.7901073638293155,3.0518504728718884e-05,False,False,5.299052549709027,22.717285,15.333984,14.6181806515043,5.414865090769937,-0.1863469700224769,separating,,True,True,
PedNYC19,PedNYC19_scenario7,7,25.924561,30.049561,18.049316,18.591064,vehicle,7.875245,vehicle,11.458497000000001,False,0.0,0.6249652291142773,7.08968122541064,0.3961016440770887,4.466479738716426,False,False,6.412552872037976,18.299316,14.75,26.615149143994394,6.689297084381684,-0.017047507364111425,approximately steady,,True,True,
PedNYC1,PedNYC1_scenario7,7,19.457031,22.761475,35.439697,36.087891,pedestrian,15.982666000000002,pedestrian,13.326415999999998,False,0.0,0.957809838993202,4.963059426102257,0.9013525219285804,1.0911138258760815,False,True,5.094822368060095,35.653809,34.164551,33.79071021797003,5.213785717895411,0.004036498952352474,approximately steady,,True,True,
PedNYC21,PedNYC21_scenario7,7,24.29248,27.958984,34.125977,35.084229,pedestrian,9.833496999999998,pedestrian,7.125245,False,0.0,0.6198137747023424,3.6835506361238055,0.4475883055918385,3.205370356343137,False,True,7.118106160683635,34.375977,20.500489,26.023677866145,7.191962280122082,-0.021851370259113878,approximately steady,,True,True,
PedNYC22,PedNYC22_scenario7,7,18.925049,23.591797,29.425537,30.009033,pedestrian,10.500487999999997,pedestrian,6.417235999999999,False,0.0,0.8699929539832393,6.242115507349897,0.5093009469759499,0.0004830171080173,False,False,6.847854123321201,29.717285,19.959472,15.992954078117725,7.108229994634728,0.0066008913061210706,approximately steady,,True,True,
PedNYC23,PedNYC23_scenario7,7,22.304138,25.720764,19.179016,19.63739,vehicle,3.1251219999999975,vehicle,6.083373999999999,False,0.0,1.219174777897747,7.46644606026343,0.0243010314831903,0.7785523608053818,True,True,4.848256552693645,19.38739,18.542236,23.634557765238835,5.128093063378448,0.08563352470186203,approaching,,True,True,
PedNYC25,PedNYC25_scenario7,7,21.591797,24.133545,29.050537,29.592285,pedestrian,7.458739999999999,pedestrian,5.458739999999999,False,0.0,0.8587514226362788,6.570446460165111,0.5242527659975337,0.4145401210028316,False,False,6.84525552253047,29.342285,17.459228,23.470689551392784,7.0527382736926105,-0.09426340661212862,separating,,True,True,
PedNYC26,PedNYC26_scenario7,7,20.875244,23.916992,27.875488,28.292236,pedestrian,7.000244000000002,pedestrian,4.375243999999999,False,0.0,1.1825342110915964,7.6177572562641025,0.4862424229284756,0.2341271154750976,False,False,5.688255892835384,28.167236,25.708984,16.924165760182813,6.225266350394976,0.2289347665347492,approaching,24.846623249649518,True,True,
PedNYC28,PedNYC28_scenario7,7,20.884766,24.135986,30.094482,30.719482,pedestrian,9.209716,pedestrian,6.583496,False,0.0,1.0252228851131846,5.636885738602093,0.4960282319475473,0.1840175033804446,False,False,6.957126049545922,30.385986,19.209716,17.735975914075752,7.176724490090373,-0.00918492859867115,approximately steady,,True,True,
PedNYC29,PedNYC29_scenario7,7,16.425537,20.675781,29.467529,30.176025,pedestrian,13.041992,pedestrian,9.500243999999999,False,0.0,0.9281219004986168,5.634989411860167,0.7401158703157619,3.437977946966404,False,False,6.667408902990173,29.967773,27.625732,48.48581215103106,7.136023238229742,-0.07267618007918486,separating,,True,True,
PedNYC2,PedNYC2_scenario7,7,18.038086,21.27124,25.554932,26.259521,pedestrian,7.516846000000001,pedestrian,4.988281000000001,False,0.0,1.259961795898492,4.911771034725907,1.0379184137524549,0.754386628297005,False,False,5.578519217318452,25.860352,17.049073,15.986271916034994,5.760004194365562,-0.07801769989019647,separating,,True,True,
