participant_id,pednyc_number,scenario,recording_identifier,scenario_time,aligned_time,ped_x,ped_z,veh_x,veh_z,ped_speed,veh_speed,ped_acceleration,veh_acceleration,distance_m,closing_rate_mps,approach_state,ttc_seconds
PedNYC11,11,21,PedNYC11_scenario21,0.0,-10.929688,-1.7925312519073486,70.32744598388672,-8.819934844970703,116.0,0.0353794235599262,0.0003960172065733,0.0353476462877067,0.0008121722133267,46.210026959682516,0.06013166582506623,approaching,
PedNYC11,11,21,PedNYC11_scenario21,0.061523,-10.868165,-1.7924153804779053,70.33121490478516,-8.819987297058105,116.0,0.0385946548768995,0.0003415712258252,0.0252250389866696,0.0005015711578857,46.20632747920596,0.05345941602399762,approaching,
PedNYC11,11,21,PedNYC11_scenario21,0.105225,-10.824463,-1.7923129796981812,70.33338165283203,-8.819966316223145,116.0,0.0379434058452919,0.0004476072576922,0.0236457500976224,0.000342966828298,46.20419832314233,0.04442653413480002,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.148193,-10.781495,-1.7922186851501465,70.33514404296875,-8.819966316223145,116.0,0.0383108120428788,0.0004137255036616,0.0232296128174788,0.00045431416446,46.20247078179331,0.032349690605428805,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.192383,-10.737305,-1.7921596765518188,70.33624267578125,-8.819994926452637,116.0,0.0386558291595293,0.00048222639735,0.026007547972879,0.0003144846811253,46.2013982609281,0.039318330937135215,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.233643,-10.696045,-1.792008876800537,70.33849334716797,-8.819992065429688,116.0,0.0451901342289176,0.0005882666579137,0.01984481778913,0.000443652096658,46.19919628636712,0.04349261094682788,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.275879,-10.653809,-1.7919127941131592,70.33992767333984,-8.8199462890625,116.0,0.043690308323759,0.0005307397402725,0.0239402917615896,0.0003106098152511,46.19778630715942,0.03657967573997212,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.319092,-10.610596,-1.791790008544922,70.34169006347656,-8.819953918457031,116.0,0.0442343914473908,0.0004975839835625,0.0203389943794936,0.0003533165352355,46.19606427179945,0.038310265574978075,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.363525,-10.566163,-1.7912120819091797,70.34343719482422,-8.819999694824219,116.0,0.0451186310115609,0.0005573504943334,0.0226949881268541,-2.00041787372199e-05,46.19443237545439,0.046261901382422366,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.406494,-10.523194,-1.7907655239105225,70.3459243774414,-8.820040702819824,116.0,0.047310435201639,0.000516788588972,0.0207117052000244,5.4278133915477073e-05,46.19204834699506,0.048709661891166434,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.449219,-10.480469,-1.7900779247283936,70.34784698486328,-8.82005500793457,116.0,0.0455252785706728,0.0005909304030881,0.0201945424647612,-2.826922876286123e-05,46.19025495391707,0.04652339767449121,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.491211,-10.438477,-1.789581298828125,70.35008239746094,-8.82005500793457,115.99999237060548,0.0474170271442396,0.0005294765767989,0.0076651486840406,0.0003040854988257,46.1881136346857,0.04632113137279248,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.532715,-10.396973,-1.7887945175170898,70.35195922851562,-8.82003402709961,116.0,0.0479419020093237,0.0005122442979555,0.0143048819351207,0.0020828288900991,46.18638279099386,0.0398014258299213,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.593506,-10.336182,-1.7876440286636353,70.35441589355469,-8.820051193237305,116.0,0.0486114473599116,0.0004101041667166,0.0135507716386239,0.0062043550840345,46.18413254513849,0.032993519770570856,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.63623,-10.293458,-1.7868164777755735,70.35584259033203,-8.820019721984863,116.0,0.048044695610864,0.0004113248279081,0.0158663625123033,0.0129676592759785,46.18284371401249,0.03528816214600283,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.681152,-10.248536,-1.7857189178466797,70.35785675048828,-8.819995880126953,116.0,0.0481398760503377,0.0004401703086182,0.0163330591095908,0.0242746631049122,46.181016584642386,0.036518494052529604,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.725586,-10.204102,-1.7845289707183838,70.3594970703125,-8.819994926452637,116.0,0.0490528024199016,0.0007168142573169,0.0262800871686845,0.0396999904266935,46.1795765343199,0.03492910051329545,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.768555,-10.161133,-1.7835311889648438,70.36127471923828,-8.819990158081055,116.0,0.0506652769201325,0.0014990280404686,0.0239579811831944,0.0629837273089652,46.17797093936561,0.033849559119516925,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.811035,-10.118653,-1.78186297416687,70.36283111572266,-8.81994915008545,116.0,0.0508477503808854,0.0033923414477906,0.0224099713927311,0.0906604369324201,46.17668070348613,0.028834886636389,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.855957,-10.073731,-1.7802622318267822,70.36431884765625,-8.819975852966309,116.0,0.052885952002185,0.0067947983689826,0.0226219126336837,0.1267956706797894,46.175458439587146,0.032699472473495916,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.898438,-10.03125,-1.778392314910889,70.36621856689453,-8.819862365722656,116.0,0.0552709469372929,0.0120383582524139,0.0205226060538401,0.1693895258549007,46.1738487497081,0.03808917436168713,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.943115,-9.986573,-1.7763687372207642,70.36820983886719,-8.819523811340332,116.0,0.0582926679960217,0.0196966182596813,0.0161557263095906,0.2229363725840442,46.172137774936886,0.0337552526870013,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,0.984131,-9.945557,-1.775012731552124,70.36953735351562,-8.81881332397461,116.0,0.0590927690709107,0.0301416560469211,0.0100079126363842,0.2855973210650475,46.17092427186202,0.03319785887242688,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,1.028076,-9.901612,-1.7731916904449463,70.37125396728516,-8.817435264587402,116.0,0.0589002135280695,0.0435021933240093,0.0074517392138291,0.3552412857047172,46.169295338458845,0.03991323494096832,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,1.070801,-9.858887,-1.770749568939209,70.37316131591797,-8.815396308898926,116.0,0.0594703890374522,0.0604130638968575,0.0027090955205676,0.426975385822144,46.16747183888316,0.0418877757277869,approximately steady,
PedNYC11,11,21,PedNYC11_scenario21,1.114746,-9.814942,-1.7680845260620115,70.37493133544922,-8.812366485595703,116.0,0.0578726459079938,0.0810039760654355,-0.0050571068985834,0.5038538178971846,46.165666885363905,0.03537891640348789,approximately steady,
