participant_id,recording_identifier,scenario,pedestrian_entry_time,pedestrian_exit_time,vehicle_entry_time,vehicle_exit_time,reached_zone_first,entry_time_difference_seconds,passed_zone_first,exit_time_difference_seconds,occupancy_intervals_overlap,occupancy_overlap_duration_seconds,pedestrian_speed_at_entry_mps,vehicle_speed_at_entry_mps,pedestrian_minimum_approach_speed_mps,vehicle_minimum_approach_speed_mps,pedestrian_stopped_before_entry,vehicle_braked_before_entry,minimum_distance_m,minimum_distance_time,minimum_distance_aligned_time,distance_at_pedestrian_entry_m,distance_at_vehicle_entry_m,closing_rate_at_minimum_distance_mps,approach_state_at_minimum_distance,ttc_at_minimum_distance_seconds,pedestrian_entered_zone,vehicle_entered_zone,data_quality_flags
PedNYC11,PedNYC11_scenario21,21,20.050293,23.641113,27.354736,28.907959,pedestrian,7.304442999999999,pedestrian,5.266846000000001,False,0.0,1.1984690146360046,2.8211766666717715,1.09656117455687,0.0,False,False,3.568269189004273,19.849609,8.919921,3.5882717804158566,6.719894741787302,-0.008753446201595239,approximately steady,,True,True,
PedNYC12,PedNYC12_scenario21,21,24.208008,27.306641,32.009766,33.234375,pedestrian,7.8017579999999995,pedestrian,5.927734000000001,False,0.0,1.2022318907227387,2.609526732923335,0.3041731243380109,0.0003699560069995,False,False,3.690149244171153,21.223145,7.182128999999998,4.761738144531277,6.928663947161236,-0.022581660817515115,approximately steady,,True,True,
PedNYC13,PedNYC13_scenario21,21,19.048096,22.291748,27.873535,29.10376,pedestrian,8.825439,pedestrian,6.812012000000003,False,0.0,0.8969375362591963,2.645092495223236,0.8969375362591963,1.0679638928507813,False,True,7.638802328615564,28.77124,28.310425,15.5816114552775,8.36592892826731,0.020894575311075414,approximately steady,,True,True,
PedNYC16,PedNYC16_scenario21_CSV_Scenario_Ped_21_Session_temp_2024_03_14_17_39_35_decoded,21,22.668335,25.793365,,,undefined,,undefined,,False,0.0,1.0214398413406307,,0.8820496264879585,,False,False,4.823184446006454,21.876648,6.208404999999999,6.398055059849026,,-0.09444898599122808,separating,,True,False,vehicle_never_entered_zone
PedNYC16,PedNYC16_scenario21_CSV_Scenario_Ped_21_Session_temp_2024_03_14_17_40_50_decoded,21,21.799255,25.132599,29.799316,31.424347,pedestrian,8.000061000000002,pedestrian,6.291748000000002,False,0.0,0.9078292582136842,1.1265641637672683,0.4341905656882672,0.4138003548731228,False,True,7.070179396871201,30.88266,28.875275,8.728904167891482,7.234182033858226,0.012862098583681814,approximately steady,,True,True,
PedNYC17,PedNYC17_scenario21,21,23.258057,25.883057,33.675049,38.383545,pedestrian,10.416992,pedestrian,12.500487999999997,False,0.0,0.5216982066512121,0.9233696061769534,0.4628825123109321,0.0003972850058814,False,True,5.783973462835025,37.716797,23.042236,10.475159286715893,6.799476148474999,0.006456063185083849,approximately steady,,True,True,
PedNYC18,PedNYC18_scenario21,21,20.674316,23.882813,26.674805,27.508057,pedestrian,6.000488999999998,pedestrian,3.625244000000002,False,0.0,1.3177852389881777,3.386332120236954,0.873458456126915,1.272834330646897e-06,False,False,4.5430478293063326,20.632568,8.833495999999998,4.5434143428258205,5.9239620140453555,6.12838545350769e-05,approximately steady,,True,True,
PedNYC19,PedNYC19_scenario21,21,25.761414,32.262939,21.053101,22.011414,vehicle,4.708312999999997,vehicle,10.251525000000004,False,0.0,0.9192542926499958,3.72897522868718,0.3558443412136278,2.9622431936495826,False,True,4.577987648016492,18.386414,17.583496999999998,23.203803593672784,6.043664457444513,-0.043282989737484456,approximately steady,,True,True,
PedNYC1,PedNYC1_scenario21,21,22.104401,25.311813,30.642609,32.628235,pedestrian,8.538208000000001,pedestrian,7.316421999999996,False,0.0,1.091074214707862,2.9213198586060694,0.8588512152959118,0.173637619808988,False,True,4.6608477039773035,31.557892,19.619171,8.54160428935626,5.612496532396913,0.013296801065493469,approximately steady,,True,True,
PedNYC20,PedNYC20_scenario21,21,35.300415,38.050476,31.800232,33.216919,vehicle,3.500183,vehicle,4.833557000000006,False,0.0,0.8402802760550812,2.169350632634232,0.032013481690116,0.2959715461745096,True,False,3.4404354996988498,32.591919,19.417725,8.84248914791143,3.688235931235184,0.0013695176686212562,approximately steady,,True,True,
