recording_identifier,pednyc_number,scenario_number,median_pedestrian_speed,peak_pedestrian_speed,median_positive_acceleration,median_deceleration_magnitude,low_motion_proportion,stop_start_count,recording_duration,head_rotation_event_count,median_absolute_head_rotation_rate,minimum_pedestrian_vehicle_distance,vehicle_speed_at_movement_onset,vehicle_deceleration_around_movement_onset,median_closing_speed
PedNYC13_scenario7,13,7,0.3848681435194142,1.4144220431865002,0.1081634779414762,0.1153764649486499,0.3793423417948509,2.0,37.089722,0.0,15.346426639092329,7.5317982271512385,4.596891387464954,0.353110585918138,0.1058619092169112
PedNYC13_scenario12,13,12,0.0732896528311875,1.5903945105864528,0.0879637364338084,0.0541024242836524,0.5748798026602437,1.0,26.823181,1.0,14.95954979535234,16.97134106323708,10.891059822040406,-0.5832940446135115,0.0007487478061191
PedNYC13_scenario15,13,15,0.1119429552365845,1.3390335063559902,0.0562880760756886,0.0713364330704984,0.5259873677492914,4.0,46.733398,1.0,6.98160615411293,6.06019087480682,1.831306591649856,0.4400582967996995,-0.0002791954514513
PedNYC13_scenario16,13,16,0.1519666849184773,1.1309101980926313,0.112429073175778,0.1238282590109409,0.4851467587590714,9.0,32.565552,2.0,18.38201649431858,6.753722814123663,0.0004330435004962,9.967824881104542e-05,0.0291184722756507
PedNYC13_scenario21,13,21,0.2477744105337306,1.4512918714281766,0.1173326712725854,0.1549091743990452,0.4110367504291707,7.0,37.412842,1.0,17.083736751769372,7.654794759289648,0.0004995090151561,0.0498879996612221,0.0298735785422946
PedNYC15_scenario3,15,3,0.6029622401550688,1.8188841259417527,0.0930014999253269,0.1065597997754175,0.4426975943778979,2.0,34.69165,1.0,7.674482482401245,7.259607185794239,7.884631702002011,0.6460242487623822,0.0045485440308681
PedNYC15_scenario12,15,12,0.202636000428,1.870751836884854,0.1591639299816701,0.171472714405955,0.4168558929039261,10.0,40.799927,2.0,31.40664595335457,9.826056988644238,3.8843894266779273,1.554372109341221,0.0395836876737391
PedNYC15_scenario15,15,15,0.1437914973139525,1.7928160218794755,0.0915183863673302,0.1063885095923198,0.5010078797618205,7.0,42.935181,1.0,10.819456592606317,3.488809457642926,5.0674978369518096,0.905043984792621,0.0305392935805169
PedNYC15_scenario16,15,16,0.4785262776533567,1.417222497790843,0.2536188794888624,0.2226280613806001,0.1601768027737203,5.0,29.135742,1.0,12.879612419611878,8.619540034524967,1.95601772169812,1.3311191857070992,0.0605687684750566
PedNYC16_scenario3,16,3,0.1249613065317283,1.3258732548412944,0.0859357789809008,0.0851884412622979,0.5218783924301994,12.0,58.763184,1.0,15.384154700338966,4.145729422452698,8.055228666364911,0.9503355047067676,0.0001189530537209
PedNYC16_scenario12,16,12,0.1238928884183846,1.1749448892260217,0.1226967524906657,0.1098609697265071,0.5360894818353077,11.0,30.560303,1.0,14.921992584255964,13.973792720384957,4.598428582217672,0.6459440908647811,0.0647721180640243
PedNYC16_scenario15,16,15,0.0922657536307235,1.9420788231799275,0.0743019056191579,0.0912433083252334,0.5984164510918651,8.0,40.177856,1.0,14.734595809260526,3.79379232332109,3.0460871703497654,0.3129046417766798,0.0131141999870294
PedNYC16_scenario16_CSV_Scenario_Ped_16_Session_temp_2024_03_14_17_07_34_decoded,16,16,0.030346980913661,0.2478949589700128,0.0368158014339368,0.0342124054786852,0.943421802601072,9.0,39.882324,1.0,11.767148462557554,67.50147284000104,5.1869844116190304e-05,0.000130846356004,-0.002000949669711
PedNYC16_scenario16_CSV_Scenario_Ped_16_Session_temp_2024_03_14_17_08_25_decoded,16,16,0.0624944758520433,1.4336759468476723,0.070408652012616,0.0562589098551039,0.6130389576429084,3.0,32.841797,1.0,11.899553417260432,8.12777535513214,4.270298601785552,-0.1013051269404989,0.0364966023118237
PedNYC16_scenario21_CSV_Scenario_Ped_21_Session_temp_2024_03_14_17_39_35_decoded,16,21,0.1635675424504231,2.7428605634789367,0.134140314647333,0.1322366041129625,0.478429566861785,5.0,36.668457,2.0,10.400670932545989,4.857629338181258,4.731191231507277,0.5847920341467592,0.0281308340084426
PedNYC16_scenario21_CSV_Scenario_Ped_21_Session_temp_2024_03_14_17_40_50_decoded,16,21,0.1479992024080505,1.7825405702647172,0.121422337315921,0.08474273244314,0.4954495155281663,4.0,40.382843,0.0,11.448922122598386,7.074441338171059,0.4137913315359054,0.5474720470519867,0.0118156123072582
PedNYC17_scenario3,17,3,0.5873325860331113,1.8309933365521065,0.2181368534283105,0.1630344896091667,0.324176617106221,2.0,37.300781,4.0,15.620997071529963,5.666533254037634,0.0843918460303018,0.8764665145033756,0.0077143574543017
PedNYC17_scenario7,17,7,0.6155364881726035,2.638317648643444,0.2680958229092697,0.2916476826113521,0.095976315483553,2.0,31.260254,9.0,40.03915314337642,6.407193800791412,0.000512227933897,0.0001904158617882,0.0614234832616173
PedNYC17_scenario15,17,15,0.257352732996764,2.529092269532301,0.2369028860564617,0.1816754024847673,0.353474854786124,4.0,31.644531,1.0,13.91159039573312,2.9279551649239446,2.641995721879862,0.8900128577693024,0.0350625042245356
PedNYC17_scenario16,17,16,0.6718085744274643,1.797942139988439,0.2798040576245956,0.2172144278902299,0.1611730858283934,3.0,23.309326,2.0,25.174480450217715,7.918051316459412,0.5644836311778907,0.8136308117126126,0.0578138466885162
PedNYC17_scenario21,17,21,0.1289161119274378,2.5950008808913743,0.1782283238368704,0.1240759279376057,0.5140550843810338,11.0,50.269531,3.0,18.5216493393321,5.789767655420504,4.550950297605425,0.7380192098856847,0.007687189149683
PedNYC18_scenario7,18,7,0.8534478780159511,1.828920798064409,0.1775540153803397,0.1575535931818169,0.3206200778122919,2.0,27.845215,2.0,12.298133985391509,5.384979170418852,6.844417349496927,-0.2869031814225978,0.0653346262648584
