scenario_number,number_selected_participants,participating_pednyc_numbers,sample_size_flag,recording_duration_median,recording_duration_iqr,number_macro_segments_median,number_macro_segments_iqr,total_low_motion_duration_median,total_low_motion_duration_iqr,acceleration_event_count_median,acceleration_event_count_iqr,acceleration_event_duration_median,acceleration_event_duration_iqr,deceleration_event_count_median,deceleration_event_count_iqr,deceleration_event_duration_median,deceleration_event_duration_iqr,pause_count_median,pause_count_iqr,total_pause_duration_median,total_pause_duration_iqr,stop_start_count_median,stop_start_count_iqr,head_rotation_event_count_median,head_rotation_event_count_iqr,median_pedestrian_speed_median,median_pedestrian_speed_iqr,peak_pedestrian_speed_median,peak_pedestrian_speed_iqr,most_common_macro_sequence,most_common_micro_event_sequence,dominant_macro_sequence_percentage,dominant_micro_sequence_percentage,within_scenario_variability,failed_recordings,prevalence_low_motion,prevalence_acceleration,prevalence_deceleration,prevalence_head_check,prevalence_possible_yielding,prevalence_possible_hesitation
3,26,1;2;3;4;5;7;8;9;10;11;12;13;15;16;17;19;21;22;23;24;25;26;28;29;30;31,adequate_for_pilot,39.2128905,5.723758750000002,5.0,0.0,14.444091500000003,9.14848575,8.0,3.75,9.665771999999999,3.067749000000008,3.0,2.0,3.448578000000002,1.6097412500000008,5.0,4.75,10.984619000000004,9.219100000000001,4.0,5.5,1.0,3.75,0.3959404054875561,0.3517923361612515,1.5245998085453007,0.35686807562934697,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> possible_yielding -> crossing_commitment -> possible_yielding -> crossing_commitment -> deceleration -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> low_motion,80.76923076923077,3.8461538461538463,3.7867303970608166,0,1.0,1.0,1.0,0.6923076923076923,0.9615384615384616,0.34615384615384615
7,23,1;2;3;4;5;6;7;8;9;10;11;12;13;17;18;19;21;22;23;25;26;28;29,adequate_for_pilot,34.963867,7.7543640000000025,5.0,0.0,10.602783000000002,8.492798000000004,7.0,4.0,8.552735000000002,3.651184499999994,3.0,2.0,3.6302490000000014,1.9364620000000028,6.0,3.0,8.136231000000002,6.961671000000003,4.0,3.5,2.0,2.0,0.6123710725178202,0.34911052478171145,1.462894334434651,0.24517034399004056,low_motion -> acceleration -> crossing -> deceleration -> post_motion,head_check -> low_motion -> head_check -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> deceleration -> crossing_commitment -> acceleration -> deceleration -> crossing_commitment -> deceleration -> crossing_commitment -> deceleration -> crossing_commitment -> low_motion -> head_check -> low_motion -> possible_yielding -> low_motion,86.95652173913044,4.3478260869565215,3.376212336059366,2,1.0,1.0,1.0,0.7391304347826086,0.9565217391304348,0.391304347826087
12,26,1;2;3;4;5;7;8;9;11;12;13;15;16;18;19;20;21;22;23;24;26;28;29;30;31,adequate_for_pilot,31.367065500000002,9.24736025,5.0,0.0,14.692383000000001,4.380447250000001,5.0,3.75,7.663452999999997,4.257369500000004,3.0,2.5,3.8317259999999997,2.3651202500000026,7.0,3.0,11.587463499999995,4.923042749999999,6.0,4.25,1.0,0.75,0.21294094535934124,0.2625610567964457,1.4512840763249089,0.24184909981200664,low_motion -> acceleration -> crossing -> deceleration -> post_motion,head_check -> low_motion -> head_check -> acceleration -> crossing_commitment -> deceleration -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> low_motion,84.61538461538461,3.8461538461538463,3.0713653966621894,2,1.0,1.0,1.0,0.8076923076923077,0.34615384615384615,0.38461538461538464
15,28,1;2;3;4;5;6;7;8;9;11;12;13;15;16;17;19;20;22;23;24;25;26;28;29;30;31,adequate_for_pilot,42.650513000000004,10.214443499999994,5.0,1.0,20.351135,14.773904,7.0,3.0,8.974304500000002,2.9895937499999983,3.0,1.5,3.426940499999997,2.1939392499999966,6.0,5.0,17.572295999999994,14.063764999999995,5.0,6.0,1.0,1.0,0.15562238353172303,0.2691789127876952,1.5199244981057323,0.3901837936093262,low_motion -> acceleration -> crossing -> deceleration -> post_motion,head_check -> low_motion -> acceleration -> crossing_commitment -> acceleration -> deceleration -> crossing_commitment -> deceleration -> crossing_commitment -> low_motion -> acceleration -> possible_yielding -> acceleration -> possible_yielding -> low_motion,71.42857142857143,3.5714285714285716,4.799616015876692,0,1.0,0.9642857142857143,0.9285714285714286,0.7142857142857143,0.9285714285714286,0.39285714285714285
16,25,1;2;3;4;5;7;8;9;10;11;12;13;15;16;17;19;20;22;23;24;25;26;28;30,adequate_for_pilot,30.853027,7.905762000000003,5.0,0.0,15.742674000000006,8.269226000000002,4.0,4.0,5.989991000000002,3.277343999999996,2.0,3.0,2.422608000000001,1.7917480000000023,6.0,5.0,11.897828,8.613373000000001,5.0,5.0,1.0,1.0,0.1410866136808264,0.162037428915558,1.391205022664566,0.4333094346840718,low_motion -> acceleration -> crossing -> deceleration -> post_motion,acceleration -> deceleration -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> possible_yielding -> crossing_commitment -> deceleration -> low_motion,88.0,4.0,3.727138451046126,1,1.0,0.96,0.96,0.72,0.8,0.44
21,27,1;2;3;4;5;6;7;9;11;12;13;16;17;18;19;20;22;23;24;25;26;27;28;29;30,adequate_for_pilot,43.76532,11.391143999999997,5.0,0.0,21.661681,9.288207500000002,5.0,2.0,8.017333999999995,2.1691294999999933,3.0,2.0,2.8751220000000046,2.308166499999996,7.0,4.5,19.067750000000004,8.726532000000004,5.0,4.0,1.0,2.0,0.1424309161483301,0.17011222193393788,1.4697768172097134,0.37388652406437184,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion -> head_check -> low_motion -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> possible_yielding -> deceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> possible_yielding -> low_motion,85.18518518518519,3.7037037037037037,3.763629095846024,3,1.0,0.9629629629629629,0.9259259259259259,0.6666666666666666,0.9259259259259259,0.2222222222222222
