recording_a,recording_b,category,euclidean_distance,cosine_similarity
PedNYC1_scenario7,PedNYC2_scenario7,same_scenario_different_participant,4.950153307005501,-0.7390679595561167
PedNYC1_scenario7,PedNYC2_scenario12,different_scenario_different_participant,3.4235457309823842,-0.20531967561989184
PedNYC1_scenario7,PedNYC2_scenario15,different_scenario_different_participant,3.658606957332841,-0.02805186358671219
PedNYC1_scenario7,PedNYC2_scenario16,different_scenario_different_participant,2.9506368434588754,0.203951587954198
PedNYC1_scenario7,PedNYC2_scenario21,different_scenario_different_participant,4.776884731421945,-0.7052225769349905
PedNYC1_scenario7,PedNYC3_scenario3,different_scenario_different_participant,3.9148446630772233,0.020433376047279683
PedNYC1_scenario7,PedNYC3_scenario7,same_scenario_different_participant,4.354323166488979,-0.18621967876366785
PedNYC1_scenario7,PedNYC3_scenario12,different_scenario_different_participant,4.182801201615004,0.016577736554042377
PedNYC1_scenario7,PedNYC3_scenario15,different_scenario_different_participant,2.892655301676719,0.12721672922033855
PedNYC1_scenario7,PedNYC3_scenario16,different_scenario_different_participant,4.2269277644734755,0.02160689309374486
PedNYC1_scenario7,PedNYC3_scenario21,different_scenario_different_participant,3.850945571865843,-0.21896037827300296
PedNYC1_scenario7,PedNYC4_scenario3,different_scenario_different_participant,3.881278594615571,-0.16820978864031133
PedNYC1_scenario7,PedNYC4_scenario7,same_scenario_different_participant,4.991350588065006,-0.21498107112868814
PedNYC1_scenario7,PedNYC4_scenario12,different_scenario_different_participant,3.603959885205173,0.2816576941629345
PedNYC1_scenario7,PedNYC4_scenario15,different_scenario_different_participant,2.7123303203608717,0.46162386606593353
PedNYC1_scenario7,PedNYC4_scenario16,different_scenario_different_participant,3.7517936567223305,-0.09005746389540703
PedNYC1_scenario7,PedNYC4_scenario21,different_scenario_different_participant,3.5753031913041164,0.14678713009196265
PedNYC1_scenario7,PedNYC5_scenario3,different_scenario_different_participant,5.488799009917594,-0.5305346721696462
PedNYC1_scenario7,PedNYC5_scenario7,same_scenario_different_participant,6.919025835214376,-0.7639308873126631
PedNYC1_scenario7,PedNYC5_scenario12,different_scenario_different_participant,4.391066697169331,0.17443658883791036
PedNYC1_scenario7,PedNYC5_scenario15,different_scenario_different_participant,3.0812424303190467,0.24407231211738156
PedNYC1_scenario7,PedNYC5_scenario16,different_scenario_different_participant,2.8200530626719034,0.5017878303773449
PedNYC1_scenario7,PedNYC5_scenario21,different_scenario_different_participant,3.6118208159511855,0.2964683839963711
PedNYC1_scenario7,PedNYC6_scenario7,same_scenario_different_participant,5.631748576024749,-0.4380425689058669
PedNYC1_scenario7,PedNYC6_scenario15_CSV_Scenario_Ped_15_Session_temp_2024_03_01_11_47_13_decoded,different_scenario_different_participant,8.57862636785219,-0.03904927613692566
PedNYC1_scenario7,PedNYC6_scenario15_CSV_Scenario_Ped_15_Session_temp_2024_03_01_11_48_06_decoded,different_scenario_different_participant,10.333209864429776,0.10216641587838349
PedNYC1_scenario7,PedNYC6_scenario15_CSV_Scenario_Ped_15_Session_temp_2024_03_01_11_52_52_decoded,different_scenario_different_participant,4.280931561870704,-0.11989506088956947
PedNYC1_scenario7,PedNYC6_scenario21_CSV_Scenario_Ped_21_Session_temp_2024_03_01_11_17_48_decoded,different_scenario_different_participant,7.153472711771509,0.11596259640081807
PedNYC1_scenario7,PedNYC6_scenario21_CSV_Scenario_Ped_21_Session_temp_2024_03_01_11_18_30_decoded,different_scenario_different_participant,2.876658478057195,0.27123711600809686
PedNYC1_scenario7,PedNYC7_scenario3,different_scenario_different_participant,3.747569313563521,-0.5304903429316192
PedNYC1_scenario7,PedNYC7_scenario7,same_scenario_different_participant,2.6639330480805,0.2691615914840264
PedNYC1_scenario7,PedNYC7_scenario12_CSV_Scenario_Ped_12_Session_temp_2024_03_01_15_26_15_decoded,different_scenario_different_participant,3.979145137269188,-0.3507888928575511
PedNYC1_scenario7,PedNYC7_scenario12_CSV_Scenario_Ped_12_Session_temp_2024_03_01_15_27_41_decoded,different_scenario_different_participant,3.209243388262645,0.25627154430474264
PedNYC1_scenario7,PedNYC7_scenario15,different_scenario_different_participant,3.412059565073001,0.1649773697260376
PedNYC1_scenario7,PedNYC7_scenario16,different_scenario_different_participant,2.38275841873345,0.544883323637684
PedNYC1_scenario7,PedNYC7_scenario21,different_scenario_different_participant,2.330130602995383,0.6510333466416707
PedNYC1_scenario7,PedNYC8_scenario3,different_scenario_different_participant,2.3378721072239257,0.5042977358655089
PedNYC1_scenario7,PedNYC8_scenario7,same_scenario_different_participant,4.63642612324855,0.02885004996162288
PedNYC1_scenario7,PedNYC8_scenario12,different_scenario_different_participant,3.6166090742607233,-0.04051238977875893
PedNYC1_scenario7,PedNYC8_scenario15,different_scenario_different_participant,2.7601849820135707,0.3719409907541007
PedNYC1_scenario7,PedNYC8_scenario16,different_scenario_different_participant,4.408151362769236,-0.07626762238091689
PedNYC1_scenario7,PedNYC9_scenario3,different_scenario_different_participant,5.489555169148914,-0.2739628512765444
PedNYC1_scenario7,PedNYC9_scenario7,same_scenario_different_participant,4.11181073462698,0.01481487674016646
PedNYC1_scenario7,PedNYC9_scenario12,different_scenario_different_participant,4.554240128011659,-0.06984020073885455
PedNYC1_scenario7,PedNYC9_scenario15,different_scenario_different_participant,5.177119458104625,-0.4769700077666328
PedNYC1_scenario7,PedNYC9_scenario16,different_scenario_different_participant,4.553746443953131,0.09983590457202507
PedNYC1_scenario7,PedNYC9_scenario21,different_scenario_different_participant,4.784920013168626,-0.3171702363819473
PedNYC1_scenario7,PedNYC10_scenario3,different_scenario_different_participant,4.655809169693496,-0.41714706699704873
PedNYC1_scenario7,PedNYC10_scenario7,same_scenario_different_participant,4.2672772041138245,-0.309355140031077
PedNYC1_scenario7,PedNYC10_scenario16,different_scenario_different_participant,5.2645400577184365,-0.04893612667693259
PedNYC1_scenario7,PedNYC11_scenario3,different_scenario_different_participant,4.628847275930176,-0.36403487514491917
PedNYC1_scenario7,PedNYC11_scenario7,same_scenario_different_participant,4.508966484820956,-0.1503208359547923
PedNYC1_scenario7,PedNYC11_scenario12,different_scenario_different_participant,3.239827521449763,0.444133338642168
PedNYC1_scenario7,PedNYC11_scenario15,different_scenario_different_participant,3.1144743426840926,0.41460749585456336
PedNYC1_scenario7,PedNYC11_scenario16,different_scenario_different_participant,3.347572028752169,0.13419273607648008
PedNYC1_scenario7,PedNYC11_scenario21,different_scenario_different_participant,3.3951859922922507,-0.1989692701562924
PedNYC1_scenario7,PedNYC12_scenario3,different_scenario_different_participant,4.625574953335063,-0.5131747491638938
PedNYC1_scenario7,PedNYC12_scenario7,same_scenario_different_participant,3.9462336347639773,-0.009664915364173243
PedNYC1_scenario7,PedNYC12_scenario12,different_scenario_different_participant,3.9099654322750546,-0.011628542325230251
PedNYC1_scenario7,PedNYC12_scenario15,different_scenario_different_participant,3.1834708998235244,0.10747611883607111
PedNYC1_scenario7,PedNYC12_scenario16,different_scenario_different_participant,3.262243450434931,0.11081851052864455
PedNYC1_scenario7,PedNYC12_scenario21,different_scenario_different_participant,2.892542539330796,0.2300120140821159
PedNYC1_scenario7,PedNYC13_scenario3,different_scenario_different_participant,3.2234044718195407,-0.1023572250505429
PedNYC1_scenario7,PedNYC13_scenario7,same_scenario_different_participant,3.006052347432888,0.21020581239822944
PedNYC1_scenario7,PedNYC13_scenario12,different_scenario_different_participant,5.391850610675326,-0.18747579353923283
PedNYC1_scenario7,PedNYC13_scenario15,different_scenario_different_participant,2.8704313717437713,0.44483146972110243
PedNYC1_scenario7,PedNYC13_scenario16,different_scenario_different_participant,2.854157221364982,0.31800949130279643
PedNYC1_scenario7,PedNYC13_scenario21,different_scenario_different_participant,2.7095312075221663,0.3177378452585067
PedNYC1_scenario7,PedNYC15_scenario3,different_scenario_different_participant,4.59764491338287,-0.279944049745644
PedNYC1_scenario7,PedNYC15_scenario12,different_scenario_different_participant,4.664521256812739,-0.2795824584321769
PedNYC1_scenario7,PedNYC15_scenario15,different_scenario_different_participant,3.023458228955129,0.2126883381866158
PedNYC1_scenario7,PedNYC15_scenario16,different_scenario_different_participant,5.761124582668902,-0.27754185708457557
PedNYC1_scenario7,PedNYC16_scenario3,different_scenario_different_participant,4.869422169140275,-0.26552186468934735
PedNYC1_scenario7,PedNYC16_scenario12,different_scenario_different_participant,3.533623017713236,-0.0340919101323629
PedNYC1_scenario7,PedNYC16_scenario15,different_scenario_different_participant,2.7654484987288193,0.41763667171690066
PedNYC1_scenario7,PedNYC16_scenario16_CSV_Scenario_Ped_16_Session_temp_2024_03_14_17_07_34_decoded,different_scenario_different_participant,8.601551165179869,0.07195101633833123
PedNYC1_scenario7,PedNYC16_scenario16_CSV_Scenario_Ped_16_Session_temp_2024_03_14_17_08_25_decoded,different_scenario_different_participant,2.789716994785388,0.4374859046026329
PedNYC1_scenario7,PedNYC16_scenario21_CSV_Scenario_Ped_21_Session_temp_2024_03_14_17_39_35_decoded,different_scenario_different_participant,3.966827231768898,0.24384174674324544
PedNYC1_scenario7,PedNYC16_scenario21_CSV_Scenario_Ped_21_Session_temp_2024_03_14_17_40_50_decoded,different_scenario_different_participant,2.5976967428911566,0.46867319751398073
PedNYC1_scenario7,PedNYC17_scenario3,different_scenario_different_participant,4.626307703974645,-0.051136800843161856
PedNYC1_scenario7,PedNYC17_scenario7,same_scenario_different_participant,8.107127525651777,-0.04423417271369745
PedNYC1_scenario7,PedNYC17_scenario15,different_scenario_different_participant,4.936338301728605,-0.00745248200422588
PedNYC1_scenario7,PedNYC17_scenario16,different_scenario_different_participant,6.252007060018812,-0.26082978236348797
PedNYC1_scenario7,PedNYC17_scenario21,different_scenario_different_participant,4.606035308032011,0.030426735897220447
PedNYC1_scenario7,PedNYC18_scenario7,same_scenario_different_participant,5.209403932630599,-0.2835343046489318
PedNYC1_scenario7,PedNYC18_scenario12,different_scenario_different_participant,4.888237146129391,-0.2433946308443331
PedNYC1_scenario7,PedNYC18_scenario21,different_scenario_different_participant,3.0678701689307086,0.16450741347840614
