pednyc_number,scenario_number,recording_identifier,source_decoded_csv_path,recording_duration,alignment_event,original_alignment_time,movement_onset_time,number_macro_segments,macro_phase_sequence,macro_phase_durations,total_low_motion_duration,acceleration_event_count,acceleration_event_duration,deceleration_event_count,deceleration_event_duration,pause_count,total_pause_duration,median_pause_duration,stop_start_count,head_rotation_event_count,median_absolute_head_rotation_rate,peak_absolute_head_rotation_rate,median_pedestrian_speed,peak_pedestrian_speed,median_positive_acceleration,median_deceleration_magnitude,low_motion_proportion,minimum_pedestrian_vehicle_distance,vehicle_speed_at_movement_onset,vehicle_deceleration_around_movement_onset,median_closing_speed,event_sequence,processing_status,quality_warnings
5,15,PedNYC5_scenario15,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc5\scenario15\decoded_clean_PedNYC5_scenario15.csv,41.934326,pedestrian_movement_onset,13.101563,13.101563,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.259;acceleration:1.058;crossing:20.203;deceleration:9.456;post_motion:10.959,22.348632,5.0,9.024414000000002,2.0,1.7974850000000018,6.0,18.455932999999995,2.4375,4.0,1.0,21.00642412039327,224.47192273136605,0.1378578039098159,1.384886928437958,0.0860445772295456,0.0550422741307126,0.5329436319067105,3.2804646705893683,3.676454158424391,1.0978242368715418,0.0412179430635315,low_motion -> head_check -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> acceleration -> deceleration -> crossing_commitment -> acceleration -> crossing_commitment -> possible_yielding -> crossing_commitment -> possible_yielding -> low_motion,success,
5,16,PedNYC5_scenario16,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc5\scenario16\decoded_clean_PedNYC5_scenario16.csv,31.810028,pedestrian_movement_onset,17.057922,17.057922,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:1.322;acceleration:0.609;crossing:18.814;deceleration:7.057;post_motion:4.009,20.133972,3.0,4.214662000000004,2.0,1.8273619999999973,4.0,18.238617,2.8313445,2.0,1.0,14.273172042468309,2142.021611296565,0.0730548164522813,1.3628122746530342,0.0493008962799669,0.0511361241724071,0.6329441772261251,7.40247193273645,4.533514156237799,0.3080479324841263,0.0763057212582391,low_motion -> head_check -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> possible_yielding -> crossing_commitment -> possible_yielding -> crossing_commitment -> deceleration -> crossing_commitment -> deceleration -> low_motion,success,
5,21,PedNYC5_scenario21,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc5\scenario21\decoded_clean_PedNYC5_scenario21.csv,42.112549,pedestrian_movement_onset,14.436768,14.436768,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:13.571;acceleration:3.568;crossing:4.221;deceleration:12.662;post_motion:8.091,22.196777,6.0,6.891112999999995,2.0,4.048585000000003,2.0,21.833496,10.916748,0.0,2.0,7.06688832428532,3570.4010741733605,0.0699543110753355,1.4416712310576565,0.050315483801862,0.0402871984287642,0.5270822480966421,3.617658890483664,5.48889846761495,0.3762721358949688,-0.0001903511433848,low_motion -> head_check -> low_motion -> acceleration -> crossing_commitment -> possible_yielding -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment -> acceleration -> head_check -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> possible_yielding -> acceleration -> deceleration -> low_motion,success,
6,7,PedNYC6_scenario7,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc6\scenario7\decoded_clean_PedNYC6_scenario7.csv,36.447998,pedestrian_movement_onset,8.146484,8.146484,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:4.038;acceleration:3.949;crossing:12.607;deceleration:13.368;post_motion:2.485,10.817136999999995,7.0,7.421386999999997,3.0,3.6302490000000014,5.0,9.050658999999996,1.5278319999999963,3.0,4.0,9.970890980425626,338.0966112119286,0.7369865470839309,1.125792521787858,0.1089837948547523,0.1426149375940101,0.2967827478480435,6.25577639887171,9.128734931074186,-0.542782125724002,0.0021222560029256,low_motion -> head_check -> low_motion -> head_check -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> possible_yielding -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> head_check -> crossing_commitment -> head_check -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment -> acceleration -> deceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> low_motion,success,
6,15,PedNYC6_scenario15_CSV_Scenario_Ped_15_Session_temp_2024_03_01_11_47_13_decoded,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc6\scenario15\CSV_Scenario-Ped-15_Session-temp_2024-03-01-11-47-13_decoded.csv,20.304932,pedestrian_movement_onset,8.117188,8.117188,4.0,low_motion -> acceleration -> crossing -> deceleration,low_motion:0.440;acceleration:17.219;crossing:0.041;deceleration:2.604,16.838867,2.0,1.5205090000000023,0.0,0.0,11.0,11.84326,0.5795899999999996,10.0,1.0,15.784055449100338,393.4491610063959,0.0824552392316073,0.3425526137933151,0.09494880426776,0.0766679625753263,0.8292993544622558,70.27485170855064,4.0349917712898895e-05,-3.239803924325976e-06,0.0006164071272181,head_check -> low_motion -> acceleration -> low_motion -> acceleration,success,
6,15,PedNYC6_scenario15_CSV_Scenario_Ped_15_Session_temp_2024_03_01_11_48_06_decoded,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc6\scenario15\CSV_Scenario-Ped-15_Session-temp_2024-03-01-11-48-06_decoded.csv,96.42334,scenario_relative_start,0.0,,1.0,low_motion,low_motion:96.423,92.504884,0.0,0.0,1.0,0.9414060000000006,18.0,85.18530199999998,1.8565669999999983,17.0,0.0,2.747432405568113,166.38958901530577,0.0161570678520927,0.2604946968033306,0.0187349718289706,0.0153872930040551,0.95936195531082,70.35328147766356,3.748079947630927e-05,-8.169449568273145e-05,6.867211415813775e-07,low_motion -> possible_hesitation -> low_motion -> deceleration -> low_motion,success,
6,15,PedNYC6_scenario15_CSV_Scenario_Ped_15_Session_temp_2024_03_01_11_52_52_decoded,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc6\scenario15\CSV_Scenario-Ped-15_Session-temp_2024-03-01-11-52-52_decoded.csv,47.260605,pedestrian_movement_onset,15.222229,15.222229,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:6.813;acceleration:1.815;crossing:14.334;deceleration:24.069;post_motion:0.229,11.980959,7.0,9.797745,3.0,2.9092709999999986,5.0,10.209395999999998,0.793410999999999,4.0,1.0,8.61935611058048,2493.58830893716,0.3517423053783002,0.958382685311134,0.1176292993156234,0.112998310560795,0.2535083712957123,5.458375405091006,5.1791263559002525,-1.0224765104322555,0.0254912525967513,head_check -> low_motion -> acceleration -> deceleration -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment -> possible_yielding -> acceleration -> crossing_commitment -> possible_yielding -> crossing_commitment -> possible_yielding -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration,success,
6,21,PedNYC6_scenario21_CSV_Scenario_Ped_21_Session_temp_2024_03_01_11_17_48_decoded,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc6\scenario21\CSV_Scenario-Ped-21_Session-temp_2024-03-01-11-17-48_decoded.csv,22.350952,scenario_relative_start,0.0,,1.0,low_motion,low_motion:22.351,21.732971,0.0,0.0,0.0,0.0,7.0,19.067750000000004,1.911316,5.0,0.0,11.675614854536091,257.88334937489645,0.0362356928476039,0.2299379634831932,0.0469129305371538,0.0381753298112973,0.972351021110868,44.39905631847834,0.0004775170562456,-6.051804170266144e-05,0.0026477981971682,low_motion,success,
6,21,PedNYC6_scenario21_CSV_Scenario_Ped_21_Session_temp_2024_03_01_11_18_30_decoded,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc6\scenario21\CSV_Scenario-Ped-21_Session-temp_2024-03-01-11-18-30_decoded.csv,43.76532,pedestrian_movement_onset,14.926147,14.926147,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:3.083;acceleration:2.631;crossing:17.116;deceleration:12.527;post_motion:8.408,21.661681,4.0,7.093079000000001,1.0,1.4033809999999995,8.0,18.970639,1.7796625,7.0,0.0,7.553578566290256,295.336084719786,0.1501378037286706,1.502571437049471,0.0896497272888752,0.0898273288004132,0.4949508195073177,6.479568701535555,3.5731289086593927,0.5329500891959941,0.0186125599896207,low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> possible_yielding -> acceleration -> crossing_commitment -> deceleration -> acceleration -> crossing_commitment -> possible_yielding -> low_motion,success,
7,3,PedNYC7_scenario3,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario3\decoded_clean_PedNYC7_scenario3.csv,39.373291,pedestrian_movement_onset,14.022461,14.022461,4.0,low_motion -> acceleration -> crossing -> deceleration,low_motion:0.924;acceleration:1.818;crossing:19.261;deceleration:17.370,11.284424,10.0,10.080565999999994,2.0,3.3044439999999966,5.0,8.693847,1.127441,4.0,1.0,19.25290279119451,345.3488842765309,0.5076044784187207,1.4453281434877985,0.1321772693625176,0.1060827147602776,0.2866009854243578,4.927911696424429,5.018167512606096,0.2585076124883909,0.030195236565395,low_motion -> acceleration -> low_motion -> acceleration -> crossing_commitment -> possible_yielding -> crossing_commitment -> possible_yielding -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> head_check -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> acceleration -> crossing_commitment -> deceleration,success,
7,7,PedNYC7_scenario7,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario7\decoded_clean_PedNYC7_scenario7.csv,40.443848,pedestrian_movement_onset,11.348755,11.348755,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.894;acceleration:1.954;crossing:16.674;deceleration:12.031;post_motion:8.891,18.79126000000001,8.0,9.293335000000008,6.0,5.819945999999998,7.0,15.393189000000008,0.741211,6.0,1.0,18.84061511999337,355.47316737723247,0.2820219756264721,1.528554991286783,0.1050283156876436,0.1054612523714392,0.4646259178899101,5.409929796866259,5.2444423320161535,0.2242216118857234,0.0890406704947782,low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment -> deceleration -> crossing_commitment -> acceleration -> deceleration -> crossing_commitment -> deceleration -> crossing_commitment -> deceleration -> head_check -> crossing_commitment -> acceleration -> deceleration -> possible_yielding -> low_motion -> acceleration -> low_motion,success,
7,12,PedNYC7_scenario12_CSV_Scenario_Ped_12_Session_temp_2024_03_01_15_26_15_decoded,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario12\CSV_Scenario-Ped-12_Session-temp_2024-03-01-15-26-15_decoded.csv,38.583801,pedestrian_movement_onset,5.332153,5.332153,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:2.651;acceleration:2.724;crossing:15.171;deceleration:17.214;post_motion:0.824,10.252257999999994,11.0,12.348754999999986,5.0,4.610046000000004,8.0,7.666138000000002,0.7522585000000004,7.0,1.0,22.39746022533896,359.6496510704612,0.4902249673491357,1.0094890875734075,0.151894583684636,0.1333798441948651,0.2657140492716099,6.212424799131526,2.6820768195407574,0.5174115101043646,0.0642257783829462,low_motion -> acceleration -> deceleration -> low_motion -> acceleration -> crossing_commitment -> low_motion -> head_check -> low_motion -> acceleration -> crossing_commitment -> possible_yielding -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment -> acceleration -> deceleration -> acceleration -> crossing_commitment -> deceleration -> acceleration -> crossing_commitment -> deceleration -> acceleration -> low_motion,success,
7,12,PedNYC7_scenario12_CSV_Scenario_Ped_12_Session_temp_2024_03_01_15_27_41_decoded,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario12\CSV_Scenario-Ped-12_Session-temp_2024-03-01-15-27-41_decoded.csv,36.145813,pedestrian_movement_onset,15.121582,15.121582,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:2.384;acceleration:0.461;crossing:19.833;deceleration:12.562;post_motion:0.906,13.891541,4.0,7.659912999999998,3.0,3.2377300000000027,7.0,11.275145999999994,1.3493039999999998,7.0,1.0,15.566902958807926,2697.2105667356423,0.5269479577896419,1.550656456591995,0.0797000357530055,0.1142237088846701,0.3843195061071112,12.641512448007006,4.46125404081516,-0.1320883336586572,0.1243875593000088,low_motion -> head_check -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> deceleration -> crossing_commitment -> deceleration -> crossing_commitment -> deceleration -> low_motion,success,
7,15,PedNYC7_scenario15,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario15\decoded_clean_PedNYC7_scenario15.csv,39.747803,pedestrian_movement_onset,13.002197,13.002197,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.848;acceleration:0.313;crossing:18.932;deceleration:19.157;post_motion:0.499,11.34497,6.0,8.634033999999994,2.0,3.577637,2.0,9.073975,4.5369875,2.0,1.0,9.935735555382363,336.0520585087857,0.4541960973134216,1.1238489584746982,0.1094807314667525,0.1042025677737181,0.2854238258149765,3.2614096796202388,2.941319449995503,1.0692870559467982,0.0812466050794363,low_motion -> head_check -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment -> possible_yielding -> crossing_commitment -> possible_yielding -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> low_motion,success,
7,16,PedNYC7_scenario16,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario16\decoded_clean_PedNYC7_scenario16.csv,39.115723,pedestrian_movement_onset,0.985229,0.985229,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.320;acceleration:2.288;crossing:17.703;deceleration:18.160;post_motion:0.645,13.407471000000005,9.0,10.673828,4.0,5.148803999999995,3.0,11.897828,0.6184079999999987,2.0,1.0,19.889888112067407,525.2585962833411,0.2853972044368829,1.230307657316966,0.1131151458504606,0.111031744403175,0.3427642383089788,7.387021103089298,0.0004979293725757,-2.635169898546509e-05,0.0906166521530057,low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> low_motion -> possible_hesitation -> low_motion -> acceleration -> crossing_commitment -> acceleration -> head_check -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> deceleration -> acceleration -> deceleration -> possible_yielding -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment -> deceleration -> low_motion,success,
7,21,PedNYC7_scenario21,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario21\decoded_clean_PedNYC7_scenario21.csv,51.066162,pedestrian_movement_onset,16.11792,16.11792,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:4.776;acceleration:0.590;crossing:21.398;deceleration:10.063;post_motion:14.238,28.332886,4.0,5.041260000000001,4.0,4.600585999999996,6.0,26.650145999999992,4.364135999999999,5.0,3.0,11.36939833065195,2364.1473405435,0.0857310126192608,1.3507075826262829,0.0601785748630799,0.0574917003801694,0.5548270104966965,6.219540348604608,1.2255386028498332,-0.262611538431148,0.0243557526012677,head_check -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> head_check -> deceleration -> crossing_commitment -> head_check -> crossing_commitment -> acceleration -> deceleration -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment -> possible_yielding -> low_motion,success,
8,3,PedNYC8_scenario3,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario3\decoded_clean_PedNYC8_scenario3.csv,38.261719,pedestrian_movement_onset,1.658936,1.658936,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.228;acceleration:1.572;crossing:18.177;deceleration:8.787;post_motion:9.498,14.385742,8.0,8.730465999999995,2.0,3.664307000000005,6.0,10.416504000000009,0.8353270000000015,4.0,1.0,20.646015954735915,386.8173516990443,0.2391020419357144,1.696817835032701,0.1315285045033861,0.1221571714222759,0.375982636849118,9.711762257119789,0.0832853292232984,0.3706821457467865,0.0521531519834661,low_motion -> acceleration -> possible_hesitation -> acceleration -> possible_hesitation -> low_motion -> acceleration -> crossing_commitment -> acceleration -> head_check -> crossing_commitment -> deceleration -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> possible_yielding -> crossing_commitment -> possible_yielding -> crossing_commitment -> deceleration -> acceleration -> crossing_commitment -> low_motion,success,
8,7,PedNYC8_scenario7,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario7\decoded_clean_PedNYC8_scenario7.csv,33.364746,pedestrian_movement_onset,0.532227,0.532227,4.0,low_motion -> acceleration -> crossing -> deceleration,low_motion:1.583;acceleration:15.671;crossing:15.414;deceleration:0.697,4.660156999999999,7.0,10.196289999999998,3.0,4.712401999999997,5.0,2.8037119999999955,0.4746100000000002,3.0,2.0,14.197870979054846,1994.613645972856,0.7743030541955043,1.6436995850232925,0.1842388263166545,0.1703671207095338,0.1396730848782724,2.636327572143692,0.0005170104257714,0.0164373369833103,0.0739773988633369,head_check -> acceleration -> possible_hesitation -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> acceleration -> head_check -> deceleration -> possible_yielding -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> low_motion,success,
8,12,PedNYC8_scenario12,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario12\decoded_clean_PedNYC8_scenario12.csv,33.856201,pedestrian_movement_onset,12.398193,12.398193,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.738;acceleration:3.957;crossing:12.866;deceleration:12.621;post_motion:3.674,13.657225999999996,5.0,7.666992999999996,3.0,3.760985999999999,7.0,11.308348999999998,1.1286630000000013,5.0,0.0,17.406964764558698,229.654673806696,0.2507740427252494,1.4020276546546389,0.1623559378291388,0.1269490592501849,0.4033892048313394,10.695220331379652,5.894159524916729,-0.071877086485338,0.1143193630758977,low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment -> acceleration -> crossing_commitment -> possible_yielding -> acceleration -> possible_yielding -> crossing_commitment -> deceleration -> crossing_commitment -> deceleration -> acceleration -> crossing_commitment -> low_motion,success,
8,15,PedNYC8_scenario15,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario15\decoded_clean_PedNYC8_scenario15.csv,37.168945,pedestrian_movement_onset,1.217773,1.217773,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.804;acceleration:2.160;crossing:18.797;deceleration:5.423;post_motion:9.985,12.588379000000002,11.0,12.22168,2.0,1.6235359999999983,6.0,9.496582999999996,0.4799809999999986,5.0,1.0,17.30151192186216,360.9713361378973,0.2657317930707338,1.6190918622454795,0.1780256741031777,0.1359737820209796,0.3386800190320172,3.340186957500836,0.0003425622224254,0.0029661336884939,0.0691290905359907,low_motion -> acceleration -> deceleration -> low_motion -> acceleration -> possible_hesitation -> acceleration -> possible_hesitation -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> possible_yielding -> crossing_commitment -> possible_yielding -> low_motion -> head_check -> low_motion -> acceleration,success,
8,16,PedNYC8_scenario16,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario16\decoded_clean_PedNYC8_scenario16.csv,25.824707,pedestrian_movement_onset,3.348389,3.348389,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.604;acceleration:2.911;crossing:12.247;deceleration:7.512;post_motion:2.552,7.209961,6.0,7.251219000000002,4.0,4.598388999999999,7.0,3.998778999999999,0.2802739999999994,5.0,1.0,33.983145780046414,1519.1613501518996,0.2573030225081383,1.788742893130291,0.1849255128116388,0.1793346507458643,0.2791884918578166,8.887328765428748,1.1659012814261462,0.7004792817715159,0.0822544594237205,head_check -> low_motion -> possible_hesitation -> acceleration -> possible_hesitation -> low_motion -> acceleration -> low_motion -> possible_hesitation -> acceleration -> possible_hesitation -> acceleration -> crossing_commitment -> acceleration -> deceleration -> acceleration -> deceleration -> crossing_commitment -> possible_yielding -> crossing_commitment -> deceleration -> possible_hesitation -> low_motion -> deceleration -> low_motion,success,
8,21,PedNYC8_scenario21,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario21\decoded_clean_PedNYC8_scenario21.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,"ValueError: validation failed: {'valid': False, 'row_count': 905, 'column_count': 3, 'missing_required': ['time', 'ped_x', 'ped_z', 'veh_x', 'veh_z'], 'empty_required': [], 'duplicate_columns': []}"
9,3,PedNYC9_scenario3,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario3\decoded_clean_PedNYC9_scenario3.csv,35.14624,pedestrian_movement_onset,2.888672,2.888672,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:2.032;acceleration:1.861;crossing:17.434;deceleration:10.338;post_motion:3.480,4.307129000000003,7.0,11.288574000000004,5.0,7.511230999999999,5.0,1.5280760000000009,0.3186040000000005,5.0,2.0,31.037313115199275,335.62479477031553,0.3452649788630472,1.5995282729249078,0.1408691369463122,0.1685873649301901,0.1225487847348679,7.439809041195897,3.5410771238826184,2.314631842082264,0.053327755514934,low_motion -> head_check -> acceleration -> crossing_commitment -> acceleration -> deceleration -> head_check -> low_motion -> acceleration -> crossing_commitment -> deceleration -> acceleration -> crossing_commitment -> deceleration -> low_motion -> acceleration -> crossing_commitment -> possible_yielding -> crossing_commitment -> deceleration -> crossing_commitment -> deceleration -> acceleration -> crossing_commitment -> low_motion -> acceleration -> crossing_commitment -> low_motion,success,
9,7,PedNYC9_scenario7,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario7\decoded_clean_PedNYC9_scenario7.csv,31.453003,pedestrian_movement_onset,8.835815,8.835815,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:1.172;acceleration:2.171;crossing:13.208;deceleration:11.190;post_motion:3.713,10.770995999999997,2.0,4.248413000000001,2.0,2.2814939999999986,6.0,7.872192999999997,0.8052979999999998,6.0,3.0,21.194913848935464,524.8900508062668,0.6456167859109991,1.402242530317556,0.0891922681124825,0.1253647903287861,0.3424473014548085,5.923901682917435,5.704811744503817,0.7548236409468495,0.1321267808743415,head_check -> low_motion -> head_check -> low_motion -> acceleration -> crossing_commitment -> head_check -> deceleration -> crossing_commitment -> acceleration -> crossing_commitment -> possible_yielding -> crossing_commitment -> possible_yielding -> deceleration -> low_motion,success,
9,12,PedNYC9_scenario12,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario12\decoded_clean_PedNYC9_scenario12.csv,30.413818,pedestrian_movement_onset,11.967285,11.967285,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.918;acceleration:1.412;crossing:14.669;deceleration:11.721;post_motion:1.693,10.403318999999998,7.0,8.872070999999991,2.0,4.103027000000004,7.0,6.340821999999998,0.4892580000000013,7.0,2.0,29.335148069288994,2905.449512272846,0.6274402380392838,1.3905734111606334,0.1718581014873593,0.1386017810906012,0.3420589614891494,10.605958154456776,3.6196401134968266,-0.4557624547449507,0.140428625613691,head_check -> low_motion -> acceleration -> low_motion -> head_check -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> low_motion,success,
9,15,PedNYC9_scenario15,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario15\decoded_clean_PedNYC9_scenario15.csv,25.093506,pedestrian_movement_onset,7.723389,7.723389,4.0,low_motion -> acceleration -> crossing -> deceleration,low_motion:0.331;acceleration:0.650;crossing:12.063;deceleration:12.050,6.451905,7.0,7.624999000000002,3.0,3.8225099999999976,4.0,4.757568,0.9844970000000002,3.0,1.0,21.55652578589629,238.2170236096699,0.8801898924394486,1.5426984565334392,0.1270040732582435,0.1338479600087063,0.2571145299504979,6.996455471508616,5.310450291469019,0.7623839251946011,0.0374965257946592,head_check -> acceleration -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> possible_yielding -> crossing_commitment -> acceleration -> crossing_commitment -> deceleration -> crossing_commitment -> acceleration -> deceleration -> acceleration -> crossing_commitment -> deceleration,success,
9,16,PedNYC9_scenario16,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario16\decoded_clean_PedNYC9_scenario16.csv,21.325928,pedestrian_movement_onset,11.091064,11.091064,4.0,low_motion -> acceleration -> crossing -> deceleration,low_motion:0.268;acceleration:0.545;crossing:12.753;deceleration:7.760,9.177002,4.0,5.678711999999999,1.0,1.9157720000000005,6.0,6.916017,0.7138675000000001,5.0,1.0,22.414519208395483,703.9469818059763,0.2350922453678393,1.4565609907150563,0.160468717171008,0.1562243273449179,0.4303213440465521,6.035950695522357,6.361027784901316,-0.4339754786447302,0.1742167628784944,low_motion -> head_check -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> possible_yielding -> crossing_commitment -> deceleration -> crossing_commitment -> acceleration,success,
9,21,PedNYC9_scenario21,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario21\decoded_clean_PedNYC9_scenario21.csv,29.541748,pedestrian_movement_onset,9.373291,9.373291,5.0,low_motion -> acceleration -> crossing -> deceleration -> post_motion,low_motion:0.438;acceleration:1.495;crossing:15.761;deceleration:2.044;post_motion:9.804,8.202759000000002,5.0,7.166868999999998,5.0,4.612670999999995,3.0,6.273072000000001,0.8338630000000009,3.0,1.0,12.40511439908057,208.8197804385137,0.7837238590155764,1.814250525236612,0.1553082464084942,0.1461571589296898,0.2776666770023223,3.002670968380716,4.846604645596932,-0.2460512256129336,0.0192178174822797,low_motion -> head_check -> possible_hesitation -> low_motion -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> acceleration -> crossing_commitment -> possible_yielding -> deceleration -> low_motion -> acceleration -> crossing_commitment -> deceleration -> acceleration -> deceleration -> crossing_commitment -> deceleration -> crossing_commitment -> deceleration,success,
