category,pair_count,median,q1,q3,bootstrap_ci_low,bootstrap_ci_high,primary_contrast_difference_in_medians,primary_contrast_bootstrap_ci_low,primary_contrast_bootstrap_ci_high,standardized_effect_size,effect_size_bootstrap_ci_low,effect_size_bootstrap_ci_high,participant_aware_permutation_p_value_one_sided
same_scenario_different_participant,1925,3.9596852705150365,3.0966843712419654,5.116107415407795,3.876005740292058,4.025173254655761,0.4304540827092733,0.35396020672304557,0.5246223861467676,0.21507933287845654,0.1755113920279292,0.2645604033393034,0.0004997501249375312
different_scenario_different_participant,9659,4.39013935322431,3.508333630195098,5.489628986732358,4.358465237360168,4.42078974399142,0.4304540827092733,0.35396020672304557,0.5246223861467676,0.21507933287845654,0.1755113920279292,0.2645604033393034,0.0004997501249375312
same_participant_different_scenario,344,3.528885831482305,2.8723248874602905,4.557769373977218,3.3476002267490994,3.6892696284463082,0.4304540827092733,0.35396020672304557,0.5246223861467676,0.21507933287845654,0.1755113920279292,0.2645604033393034,0.0004997501249375312
