scenario_number,subsequence,length,recordings,prevalence
12,acceleration -> head_check,2,1,0.038461538461538464
12,crossing_commitment -> possible_hesitation -> deceleration,3,1,0.038461538461538464
12,crossing_commitment -> acceleration -> head_check,3,1,0.038461538461538464
12,acceleration -> head_check -> crossing_commitment,3,1,0.038461538461538464
12,acceleration -> low_motion -> possible_yielding,3,1,0.038461538461538464
12,low_motion -> acceleration -> head_check,3,1,0.038461538461538464
12,acceleration -> head_check -> acceleration,3,1,0.038461538461538464
12,deceleration -> head_check -> low_motion,3,1,0.038461538461538464
12,head_check -> acceleration -> head_check,3,1,0.038461538461538464
12,head_check -> crossing_commitment -> head_check,3,1,0.038461538461538464
12,low_motion -> possible_yielding -> low_motion,3,1,0.038461538461538464
12,acceleration -> deceleration -> head_check,3,1,0.038461538461538464
12,head_check -> crossing_commitment -> acceleration,3,1,0.038461538461538464
12,head_check -> crossing_commitment -> low_motion,3,1,0.038461538461538464
15,deceleration -> crossing_commitment,2,19,0.6785714285714286
15,crossing_commitment -> acceleration,2,26,0.9285714285714286
15,crossing_commitment -> deceleration,2,22,0.7857142857142857
15,crossing_commitment -> low_motion,2,4,0.14285714285714285
15,low_motion -> acceleration,2,27,0.9642857142857143
15,acceleration -> deceleration,2,16,0.5714285714285714
15,acceleration -> possible_yielding,2,11,0.39285714285714285
15,possible_yielding -> low_motion,2,17,0.6071428571428571
15,head_check -> low_motion,2,17,0.6071428571428571
15,acceleration -> crossing_commitment,2,26,0.9285714285714286
15,possible_yielding -> acceleration,2,11,0.39285714285714285
15,deceleration -> crossing_commitment -> deceleration,3,9,0.32142857142857145
15,crossing_commitment -> deceleration -> crossing_commitment,3,12,0.42857142857142855
15,head_check -> low_motion -> acceleration,3,11,0.39285714285714285
15,acceleration -> possible_yielding -> low_motion,3,2,0.07142857142857142
15,low_motion -> acceleration -> possible_yielding,3,2,0.07142857142857142
15,acceleration -> possible_yielding -> acceleration,3,4,0.14285714285714285
15,acceleration -> deceleration -> crossing_commitment,3,8,0.2857142857142857
15,acceleration -> crossing_commitment -> acceleration,3,24,0.8571428571428571
15,crossing_commitment -> low_motion -> acceleration,3,4,0.14285714285714285
15,low_motion -> acceleration -> crossing_commitment,3,22,0.7857142857142857
15,deceleration -> crossing_commitment -> low_motion,3,2,0.07142857142857142
15,possible_yielding -> acceleration -> possible_yielding,3,3,0.10714285714285714
15,crossing_commitment -> acceleration -> deceleration,3,7,0.25
15,deceleration -> low_motion,2,19,0.6785714285714286
15,acceleration -> low_motion,2,9,0.32142857142857145
15,deceleration -> acceleration,2,12,0.42857142857142855
15,crossing_commitment -> possible_yielding,2,21,0.75
15,possible_yielding -> crossing_commitment,2,19,0.6785714285714286
15,acceleration -> low_motion -> acceleration,3,7,0.25
15,deceleration -> acceleration -> low_motion,3,1,0.03571428571428571
15,acceleration -> crossing_commitment -> deceleration,3,19,0.6785714285714286
15,acceleration -> crossing_commitment -> low_motion,3,3,0.10714285714285714
15,crossing_commitment -> acceleration -> crossing_commitment,3,25,0.8928571428571429
15,crossing_commitment -> possible_yielding -> crossing_commitment,3,13,0.4642857142857143
15,crossing_commitment -> deceleration -> acceleration,3,7,0.25
15,low_motion -> acceleration -> low_motion,3,8,0.2857142857142857
15,deceleration -> low_motion -> acceleration,3,13,0.4642857142857143
15,possible_yielding -> crossing_commitment -> acceleration,3,6,0.21428571428571427
15,acceleration -> crossing_commitment -> possible_yielding,3,14,0.5
15,possible_yielding -> crossing_commitment -> possible_yielding,3,15,0.5357142857142857
15,possible_hesitation -> low_motion,2,9,0.32142857142857145
15,low_motion -> possible_hesitation,2,5,0.17857142857142858
15,acceleration -> possible_yielding -> crossing_commitment,3,8,0.2857142857142857
15,deceleration -> crossing_commitment -> acceleration,3,11,0.39285714285714285
15,low_motion -> possible_hesitation -> low_motion,3,3,0.10714285714285714
15,crossing_commitment -> acceleration -> possible_yielding,3,7,0.25
15,head_check -> low_motion -> possible_hesitation,3,3,0.10714285714285714
15,possible_hesitation -> low_motion -> acceleration,3,6,0.21428571428571427
15,crossing_commitment -> possible_yielding -> low_motion,3,12,0.42857142857142855
15,possible_yielding -> low_motion -> acceleration,3,6,0.21428571428571427
15,acceleration -> possible_hesitation,2,8,0.2857142857142857
15,low_motion -> possible_yielding,2,4,0.14285714285714285
15,acceleration -> possible_hesitation -> low_motion,3,3,0.10714285714285714
15,deceleration -> low_motion -> possible_yielding,3,2,0.07142857142857142
15,crossing_commitment -> deceleration -> low_motion,3,10,0.35714285714285715
15,deceleration -> acceleration -> crossing_commitment,3,6,0.21428571428571427
15,low_motion -> possible_yielding -> low_motion,3,3,0.10714285714285714
15,low_motion -> head_check,2,9,0.32142857142857145
15,deceleration -> acceleration -> deceleration,3,5,0.17857142857142858
15,low_motion -> head_check -> low_motion,3,9,0.32142857142857145
15,low_motion -> deceleration,2,1,0.03571428571428571
15,low_motion -> deceleration -> low_motion,3,1,0.03571428571428571
15,possible_hesitation -> low_motion -> deceleration,3,1,0.03571428571428571
15,crossing_commitment -> possible_yielding -> acceleration,3,8,0.2857142857142857
15,low_motion -> acceleration -> deceleration,3,9,0.32142857142857145
15,deceleration -> crossing_commitment -> possible_yielding,3,3,0.10714285714285714
15,possible_yielding -> acceleration -> crossing_commitment,3,8,0.2857142857142857
15,acceleration -> deceleration -> acceleration,3,4,0.14285714285714285
15,possible_hesitation -> acceleration,2,6,0.21428571428571427
15,acceleration -> deceleration -> low_motion,3,9,0.32142857142857145
15,low_motion -> acceleration -> possible_hesitation,3,6,0.21428571428571427
15,acceleration -> possible_hesitation -> acceleration,3,6,0.21428571428571427
15,possible_hesitation -> acceleration -> possible_hesitation,3,2,0.07142857142857142
15,possible_yielding -> low_motion -> head_check,3,3,0.10714285714285714
15,head_check -> acceleration,2,5,0.17857142857142858
15,head_check -> acceleration -> low_motion,3,1,0.03571428571428571
15,head_check -> possible_hesitation,2,1,0.03571428571428571
15,possible_hesitation -> crossing_commitment,2,2,0.07142857142857142
15,low_motion -> possible_hesitation -> crossing_commitment,3,1,0.03571428571428571
15,possible_hesitation -> low_motion -> head_check,3,2,0.07142857142857142
15,possible_hesitation -> crossing_commitment -> deceleration,3,1,0.03571428571428571
15,possible_hesitation -> acceleration -> crossing_commitment,3,2,0.07142857142857142
15,head_check -> possible_hesitation -> low_motion,3,1,0.03571428571428571
15,possible_yielding -> low_motion -> possible_yielding,3,1,0.03571428571428571
15,deceleration -> acceleration -> possible_yielding,3,1,0.03571428571428571
15,head_check -> acceleration -> deceleration,3,2,0.07142857142857142
15,acceleration -> low_motion -> head_check,3,1,0.03571428571428571
15,head_check -> low_motion -> head_check,3,2,0.07142857142857142
15,head_check -> acceleration -> crossing_commitment,3,3,0.10714285714285714
15,low_motion -> head_check -> acceleration,3,1,0.03571428571428571
15,acceleration -> head_check,2,2,0.07142857142857142
15,low_motion -> acceleration -> head_check,3,2,0.07142857142857142
15,acceleration -> head_check -> acceleration,3,2,0.07142857142857142
15,possible_hesitation -> acceleration -> deceleration,3,3,0.10714285714285714
15,crossing_commitment -> possible_hesitation,2,1,0.03571428571428571
15,deceleration -> possible_yielding,2,1,0.03571428571428571
15,possible_hesitation -> crossing_commitment -> possible_hesitation,3,1,0.03571428571428571
15,crossing_commitment -> possible_hesitation -> low_motion,3,1,0.03571428571428571
15,deceleration -> possible_yielding -> low_motion,3,1,0.03571428571428571
15,acceleration -> possible_hesitation -> crossing_commitment,3,1,0.03571428571428571
15,crossing_commitment -> deceleration -> possible_yielding,3,1,0.03571428571428571
15,head_check -> deceleration,2,1,0.03571428571428571
15,head_check -> crossing_commitment,2,1,0.03571428571428571
15,crossing_commitment -> head_check,2,1,0.03571428571428571
15,deceleration -> possible_hesitation,2,1,0.03571428571428571
15,deceleration -> head_check,2,1,0.03571428571428571
15,deceleration -> head_check -> deceleration,3,1,0.03571428571428571
15,crossing_commitment -> head_check -> deceleration,3,1,0.03571428571428571
15,crossing_commitment -> head_check -> crossing_commitment,3,1,0.03571428571428571
15,crossing_commitment -> low_motion -> possible_hesitation,3,1,0.03571428571428571
15,head_check -> deceleration -> crossing_commitment,3,1,0.03571428571428571
15,acceleration -> head_check -> deceleration,3,1,0.03571428571428571
15,crossing_commitment -> low_motion -> head_check,3,1,0.03571428571428571
15,crossing_commitment -> head_check -> acceleration,3,1,0.03571428571428571
15,deceleration -> low_motion -> head_check,3,1,0.03571428571428571
15,head_check -> deceleration -> acceleration,3,1,0.03571428571428571
15,deceleration -> acceleration -> head_check,3,1,0.03571428571428571
15,low_motion -> head_check -> crossing_commitment,3,1,0.03571428571428571
15,head_check -> deceleration -> low_motion,3,1,0.03571428571428571
15,acceleration -> crossing_commitment -> head_check,3,1,0.03571428571428571
15,head_check -> acceleration -> possible_hesitation,3,1,0.03571428571428571
15,deceleration -> possible_hesitation -> low_motion,3,1,0.03571428571428571
15,head_check -> low_motion -> possible_yielding,3,1,0.03571428571428571
15,head_check -> crossing_commitment -> head_check,3,1,0.03571428571428571
15,low_motion -> possible_hesitation -> acceleration,3,1,0.03571428571428571
15,acceleration -> deceleration -> head_check,3,1,0.03571428571428571
15,head_check -> crossing_commitment -> acceleration,3,1,0.03571428571428571
15,crossing_commitment -> deceleration -> possible_hesitation,3,1,0.03571428571428571
15,head_check -> crossing_commitment -> low_motion,3,1,0.03571428571428571
16,deceleration -> low_motion,2,18,0.72
16,crossing_commitment -> acceleration,2,20,0.8
16,crossing_commitment -> deceleration,2,22,0.88
16,acceleration -> deceleration,2,11,0.44
16,low_motion -> acceleration,2,24,0.96
16,acceleration -> possible_yielding,2,9,0.36
16,possible_yielding -> crossing_commitment,2,11,0.44
16,acceleration -> crossing_commitment,2,24,0.96
16,acceleration -> possible_yielding -> crossing_commitment,3,5,0.2
16,crossing_commitment -> acceleration -> possible_yielding,3,5,0.2
16,crossing_commitment -> deceleration -> low_motion,3,12,0.48
16,crossing_commitment -> acceleration -> crossing_commitment,3,16,0.64
16,acceleration -> crossing_commitment -> acceleration,3,18,0.72
16,deceleration -> low_motion -> acceleration,3,5,0.2
16,acceleration -> deceleration -> low_motion,3,8,0.32
16,low_motion -> acceleration -> crossing_commitment,3,21,0.84
16,possible_yielding -> crossing_commitment -> deceleration,3,8,0.32
16,deceleration -> crossing_commitment,2,15,0.6
16,head_check -> low_motion,2,15,0.6
16,deceleration -> crossing_commitment -> acceleration,3,4,0.16
16,head_check -> low_motion -> acceleration,3,11,0.44
16,acceleration -> deceleration -> crossing_commitment,3,3,0.12
16,crossing_commitment -> acceleration -> deceleration,3,6,0.24
16,acceleration -> low_motion,2,7,0.28
16,crossing_commitment -> possible_hesitation,2,1,0.04
16,possible_hesitation -> low_motion,2,8,0.32
16,low_motion -> possible_hesitation,2,9,0.36
16,low_motion -> head_check,2,10,0.4
16,possible_yielding -> acceleration,2,10,0.4
16,acceleration -> low_motion -> acceleration,3,4,0.16
16,low_motion -> possible_hesitation -> low_motion,3,6,0.24
16,acceleration -> crossing_commitment -> possible_hesitation,3,1,0.04
16,possible_yielding -> acceleration -> crossing_commitment,3,9,0.36
16,head_check -> low_motion -> possible_hesitation,3,3,0.12
16,crossing_commitment -> possible_hesitation -> low_motion,3,1,0.04
16,low_motion -> acceleration -> possible_yielding,3,2,0.08
16,acceleration -> possible_yielding -> acceleration,3,4,0.16
16,low_motion -> acceleration -> low_motion,3,5,0.2
16,possible_hesitation -> low_motion -> head_check,3,2,0.08
16,low_motion -> head_check -> low_motion,3,10,0.4
16,possible_hesitation -> low_motion -> acceleration,3,7,0.28
16,acceleration -> crossing_commitment -> deceleration,3,15,0.6
16,crossing_commitment -> possible_yielding,2,12,0.48
16,possible_hesitation -> acceleration,2,3,0.12
16,crossing_commitment -> possible_yielding -> acceleration,3,5,0.2
16,possible_hesitation -> acceleration -> low_motion,3,1,0.04
16,low_motion -> possible_hesitation -> acceleration,3,3,0.12
16,acceleration -> crossing_commitment -> possible_yielding,3,10,0.4
16,crossing_commitment -> deceleration -> crossing_commitment,3,12,0.48
16,deceleration -> crossing_commitment -> deceleration,3,9,0.36
16,crossing_commitment -> possible_yielding -> crossing_commitment,3,7,0.28
16,possible_yielding -> crossing_commitment -> possible_yielding,3,3,0.12
16,deceleration -> acceleration,2,9,0.36
16,acceleration -> head_check,2,3,0.12
16,head_check -> crossing_commitment,2,2,0.08
16,deceleration -> possible_yielding,2,1,0.04
16,crossing_commitment -> low_motion,2,7,0.28
16,acceleration -> deceleration -> possible_yielding,3,1,0.04
16,crossing_commitment -> low_motion -> possible_hesitation,3,1,0.04
16,deceleration -> possible_yielding -> acceleration,3,1,0.04
16,deceleration -> acceleration -> deceleration,3,4,0.16
16,crossing_commitment -> acceleration -> head_check,3,1,0.04
16,acceleration -> head_check -> crossing_commitment,3,1,0.04
16,head_check -> crossing_commitment -> acceleration,3,1,0.04
16,acceleration -> crossing_commitment -> low_motion,3,2,0.08
16,acceleration -> deceleration -> acceleration,3,3,0.12
16,acceleration -> possible_hesitation,2,3,0.12
16,deceleration -> possible_hesitation,2,2,0.08
16,low_motion -> deceleration,2,2,0.08
16,acceleration -> low_motion -> possible_hesitation,3,3,0.12
16,low_motion -> deceleration -> low_motion,3,2,0.08
16,acceleration -> possible_hesitation -> acceleration,3,1,0.04
16,deceleration -> crossing_commitment -> possible_yielding,3,1,0.04
16,deceleration -> possible_hesitation -> low_motion,3,1,0.04
16,possible_hesitation -> low_motion -> deceleration,3,2,0.08
16,acceleration -> possible_hesitation -> low_motion,3,3,0.12
16,possible_hesitation -> acceleration -> possible_hesitation,3,1,0.04
16,possible_hesitation -> acceleration -> crossing_commitment,3,1,0.04
16,crossing_commitment -> deceleration -> possible_hesitation,3,1,0.04
16,deceleration -> crossing_commitment -> low_motion,3,3,0.12
16,possible_yielding -> crossing_commitment -> acceleration,3,2,0.08
16,head_check -> acceleration,2,2,0.08
16,possible_hesitation -> acceleration -> head_check,3,1,0.04
16,low_motion -> acceleration -> deceleration,3,4,0.16
16,acceleration -> head_check -> acceleration,3,1,0.04
16,head_check -> acceleration -> crossing_commitment,3,2,0.08
16,head_check -> acceleration -> low_motion,3,1,0.04
16,deceleration -> low_motion -> possible_hesitation,3,3,0.12
16,crossing_commitment -> deceleration -> acceleration,3,7,0.28
16,deceleration -> acceleration -> crossing_commitment,3,5,0.2
16,possible_yielding -> deceleration,2,1,0.04
16,possible_hesitation -> crossing_commitment,2,1,0.04
16,acceleration -> deceleration -> possible_hesitation,3,1,0.04
16,crossing_commitment -> possible_yielding -> deceleration,3,1,0.04
16,possible_hesitation -> crossing_commitment -> low_motion,3,1,0.04
16,possible_yielding -> deceleration -> crossing_commitment,3,1,0.04
16,deceleration -> possible_hesitation -> crossing_commitment,3,1,0.04
16,head_check -> deceleration,2,1,0.04
16,deceleration -> head_check,2,3,0.12
16,deceleration -> head_check -> deceleration,3,1,0.04
16,head_check -> deceleration -> low_motion,3,1,0.04
16,crossing_commitment -> low_motion -> acceleration,3,2,0.08
16,deceleration -> head_check -> crossing_commitment,3,1,0.04
16,crossing_commitment -> deceleration -> head_check,3,3,0.12
16,head_check -> crossing_commitment -> low_motion,3,1,0.04
16,deceleration -> head_check -> acceleration,3,1,0.04
16,low_motion -> acceleration -> possible_hesitation,3,2,0.08
16,head_check -> low_motion -> head_check,3,2,0.08
16,low_motion -> possible_yielding,2,1,0.04
16,deceleration -> low_motion -> possible_yielding,3,1,0.04
16,low_motion -> possible_yielding -> acceleration,3,1,0.04
16,acceleration -> head_check -> low_motion,3,1,0.04
16,low_motion -> acceleration -> head_check,3,1,0.04
16,deceleration -> head_check -> low_motion,3,1,0.04
16,possible_yielding -> acceleration -> possible_yielding,3,1,0.04
16,deceleration -> acceleration -> possible_yielding,3,1,0.04
16,possible_hesitation -> low_motion -> possible_hesitation,3,1,0.04
21,deceleration -> crossing_commitment,2,15,0.5555555555555556
21,possible_yielding -> deceleration,2,10,0.37037037037037035
21,crossing_commitment -> acceleration,2,25,0.9259259259259259
21,crossing_commitment -> deceleration,2,22,0.8148148148148148
21,low_motion -> crossing_commitment,2,3,0.1111111111111111
21,crossing_commitment -> possible_yielding,2,21,0.7777777777777778
21,low_motion -> head_check,2,7,0.25925925925925924
21,deceleration -> possible_yielding,2,5,0.18518518518518517
21,possible_yielding -> low_motion,2,15,0.5555555555555556
21,head_check -> low_motion,2,12,0.4444444444444444
21,acceleration -> crossing_commitment,2,26,0.9629629629629629
21,crossing_commitment -> possible_yielding -> deceleration,3,9,0.3333333333333333
21,deceleration -> crossing_commitment -> acceleration,3,12,0.4444444444444444
21,low_motion -> crossing_commitment -> acceleration,3,1,0.037037037037037035
21,possible_yielding -> deceleration -> crossing_commitment,3,1,0.037037037037037035
21,crossing_commitment -> deceleration -> possible_yielding,3,3,0.1111111111111111
21,crossing_commitment -> acceleration -> crossing_commitment,3,23,0.8518518518518519
21,acceleration -> crossing_commitment -> acceleration,3,22,0.8148148148148148
21,low_motion -> head_check -> low_motion,3,6,0.2222222222222222
21,deceleration -> possible_yielding -> low_motion,3,3,0.1111111111111111
21,head_check -> low_motion -> crossing_commitment,3,1,0.037037037037037035
21,acceleration -> crossing_commitment -> deceleration,3,21,0.7777777777777778
21,acceleration -> crossing_commitment -> possible_yielding,3,18,0.6666666666666666
21,deceleration -> low_motion,2,18,0.6666666666666666
21,acceleration -> low_motion,2,10,0.37037037037037035
21,low_motion -> acceleration,2,25,0.9259259259259259
21,low_motion -> deceleration,2,3,0.1111111111111111
21,deceleration -> head_check,2,6,0.2222222222222222
21,acceleration -> low_motion -> acceleration,3,7,0.25925925925925924
21,acceleration -> low_motion -> deceleration,3,3,0.1111111111111111
21,crossing_commitment -> deceleration -> crossing_commitment,3,11,0.4074074074074074
21,crossing_commitment -> deceleration -> low_motion,3,10,0.37037037037037035
21,head_check -> low_motion -> acceleration,3,9,0.3333333333333333
21,deceleration -> low_motion -> crossing_commitment,3,2,0.07407407407407407
21,low_motion -> crossing_commitment -> deceleration,3,2,0.07407407407407407
21,low_motion -> acceleration -> crossing_commitment,3,24,0.8888888888888888
21,crossing_commitment -> deceleration -> head_check,3,3,0.1111111111111111
21,deceleration -> low_motion -> acceleration,3,9,0.3333333333333333
21,low_motion -> acceleration -> low_motion,3,8,0.2962962962962963
21,low_motion -> deceleration -> low_motion,3,2,0.07407407407407407
21,acceleration -> deceleration,2,16,0.5925925925925926
21,acceleration -> head_check,2,6,0.2222222222222222
21,acceleration -> possible_yielding,2,8,0.2962962962962963
21,possible_yielding -> crossing_commitment,2,13,0.48148148148148145
21,possible_yielding -> deceleration -> low_motion,3,7,0.25925925925925924
21,crossing_commitment -> possible_yielding -> crossing_commitment,3,10,0.37037037037037035
21,acceleration -> deceleration -> low_motion,3,7,0.25925925925925924
21,acceleration -> possible_yielding -> crossing_commitment,3,5,0.18518518518518517
21,low_motion -> acceleration -> deceleration,3,4,0.14814814814814814
21,low_motion -> acceleration -> head_check,3,3,0.1111111111111111
21,possible_yielding -> crossing_commitment -> acceleration,3,8,0.2962962962962963
21,possible_yielding -> crossing_commitment -> possible_yielding,3,7,0.25925925925925924
21,crossing_commitment -> acceleration -> possible_yielding,3,5,0.18518518518518517
21,acceleration -> head_check -> low_motion,3,2,0.07407407407407407
21,acceleration -> deceleration -> crossing_commitment,3,5,0.18518518518518517
21,crossing_commitment -> possible_yielding -> low_motion,3,7,0.25925925925925924
21,crossing_commitment -> acceleration -> deceleration,3,7,0.25925925925925924
21,head_check -> crossing_commitment,2,4,0.14814814814814814
21,possible_yielding -> acceleration,2,9,0.3333333333333333
21,crossing_commitment -> possible_yielding -> acceleration,3,5,0.18518518518518517
21,possible_yielding -> acceleration -> crossing_commitment,3,7,0.25925925925925924
21,crossing_commitment -> acceleration -> head_check,3,1,0.037037037037037035
21,acceleration -> head_check -> crossing_commitment,3,2,0.07407407407407407
21,head_check -> crossing_commitment -> acceleration,3,3,0.1111111111111111
21,possible_yielding -> acceleration -> deceleration,3,2,0.07407407407407407
21,deceleration -> acceleration,2,11,0.4074074074074074
21,deceleration -> acceleration -> crossing_commitment,3,7,0.25925925925925924
21,crossing_commitment -> deceleration -> acceleration,3,5,0.18518518518518517
21,head_check -> deceleration,2,3,0.1111111111111111
21,crossing_commitment -> head_check,2,3,0.1111111111111111
21,deceleration -> head_check -> deceleration,3,2,0.07407407407407407
21,acceleration -> deceleration -> acceleration,3,6,0.2222222222222222
21,deceleration -> crossing_commitment -> possible_yielding,3,1,0.037037037037037035
21,deceleration -> crossing_commitment -> head_check,3,1,0.037037037037037035
21,head_check -> deceleration -> crossing_commitment,3,1,0.037037037037037035
21,crossing_commitment -> head_check -> crossing_commitment,3,1,0.037037037037037035
21,head_check -> possible_hesitation,2,1,0.037037037037037035
21,possible_hesitation -> low_motion,2,5,0.18518518518518517
21,deceleration -> acceleration -> deceleration,3,4,0.14814814814814814
21,deceleration -> crossing_commitment -> deceleration,3,4,0.14814814814814814
21,head_check -> possible_hesitation -> low_motion,3,1,0.037037037037037035
21,possible_hesitation -> low_motion -> acceleration,3,4,0.14814814814814814
21,low_motion -> head_check -> possible_hesitation,3,1,0.037037037037037035
21,head_check -> low_motion -> head_check,3,1,0.037037037037037035
21,possible_yielding -> deceleration -> head_check,3,2,0.07407407407407407
21,deceleration -> head_check -> low_motion,3,1,0.037037037037037035
21,head_check -> acceleration,2,4,0.14814814814814814
21,head_check -> deceleration -> acceleration,3,2,0.07407407407407407
21,deceleration -> acceleration -> head_check,3,1,0.037037037037037035
21,head_check -> acceleration -> deceleration,3,1,0.037037037037037035
21,acceleration -> head_check -> acceleration,3,2,0.07407407407407407
21,low_motion -> possible_hesitation,2,3,0.1111111111111111
21,low_motion -> possible_hesitation -> low_motion,3,2,0.07407407407407407
21,acceleration -> possible_yielding -> low_motion,3,1,0.037037037037037035
21,head_check -> acceleration -> crossing_commitment,3,3,0.1111111111111111
21,possible_yielding -> low_motion -> possible_hesitation,3,1,0.037037037037037035
21,acceleration -> crossing_commitment -> head_check,3,1,0.037037037037037035
21,crossing_commitment -> head_check -> acceleration,3,2,0.07407407407407407
21,possible_yielding -> head_check,2,3,0.1111111111111111
21,head_check -> possible_yielding,2,3,0.1111111111111111
21,crossing_commitment -> possible_yielding -> head_check,3,2,0.07407407407407407
21,acceleration -> possible_yielding -> acceleration,3,2,0.07407407407407407
21,head_check -> possible_yielding -> low_motion,3,2,0.07407407407407407
21,possible_yielding -> head_check -> possible_yielding,3,2,0.07407407407407407
21,possible_yielding -> acceleration -> possible_yielding,3,2,0.07407407407407407
21,possible_yielding -> acceleration -> head_check,3,1,0.037037037037037035
21,deceleration -> acceleration -> possible_yielding,3,1,0.037037037037037035
21,crossing_commitment -> low_motion,2,4,0.14814814814814814
21,low_motion -> possible_yielding,2,6,0.2222222222222222
21,possible_yielding -> low_motion -> acceleration,3,5,0.18518518518518517
21,acceleration -> possible_yielding -> head_check,3,1,0.037037037037037035
21,possible_yielding -> low_motion -> possible_yielding,3,2,0.07407407407407407
21,deceleration -> head_check -> possible_yielding,3,2,0.07407407407407407
21,crossing_commitment -> low_motion -> acceleration,3,3,0.1111111111111111
21,head_check -> possible_yielding -> crossing_commitment,3,1,0.037037037037037035
21,low_motion -> possible_yielding -> low_motion,3,5,0.18518518518518517
21,acceleration -> deceleration -> head_check,3,1,0.037037037037037035
21,acceleration -> crossing_commitment -> low_motion,3,4,0.14814814814814814
21,possible_yielding -> deceleration -> acceleration,3,1,0.037037037037037035
21,possible_hesitation -> crossing_commitment,2,1,0.037037037037037035
21,low_motion -> deceleration -> acceleration,3,1,0.037037037037037035
21,crossing_commitment -> low_motion -> possible_hesitation,3,1,0.037037037037037035
21,low_motion -> possible_hesitation -> crossing_commitment,3,1,0.037037037037037035
21,crossing_commitment -> acceleration -> low_motion,3,1,0.037037037037037035
21,possible_hesitation -> crossing_commitment -> acceleration,3,1,0.037037037037037035
21,deceleration -> low_motion -> possible_yielding,3,4,0.14814814814814814
21,low_motion -> acceleration -> possible_yielding,3,1,0.037037037037037035
21,possible_yielding -> crossing_commitment -> deceleration,3,2,0.07407407407407407
21,possible_yielding -> possible_hesitation,2,1,0.037037037037037035
21,deceleration -> possible_yielding -> possible_hesitation,3,1,0.037037037037037035
21,low_motion -> possible_yielding -> acceleration,3,1,0.037037037037037035
21,possible_yielding -> possible_hesitation -> low_motion,3,1,0.037037037037037035
21,acceleration -> deceleration -> possible_yielding,3,2,0.07407407407407407
21,low_motion -> possible_yielding -> crossing_commitment,3,1,0.037037037037037035
21,head_check -> possible_yielding -> acceleration,3,1,0.037037037037037035
21,possible_yielding -> head_check -> crossing_commitment,3,1,0.037037037037037035
21,head_check -> crossing_commitment -> head_check,3,1,0.037037037037037035
21,acceleration -> possible_hesitation,2,1,0.037037037037037035
21,low_motion -> acceleration -> possible_hesitation,3,1,0.037037037037037035
21,acceleration -> possible_hesitation -> low_motion,3,1,0.037037037037037035
21,deceleration -> possible_yielding -> deceleration,3,1,0.037037037037037035
21,head_check -> low_motion -> possible_hesitation,3,1,0.037037037037037035
21,possible_hesitation -> low_motion -> possible_hesitation,3,1,0.037037037037037035
