participant_id,recording_identifier,scenario,progress_percent,ped_x,ped_z,veh_x,veh_z,mean_x,mean_z,deviation_m
PedNYC10,PedNYC10_scenario3,3,0.0,12.628949165344238,66.83854675292969,46.62799835205078,58.64118957519531,62.701661330003006,58.073510096623345,16.08368432664555
PedNYC10,PedNYC10_scenario3,3,1.0,12.593782323078878,66.74313587887255,44.91700916048972,58.66723047807359,61.586140699051676,58.07912354878876,16.679502870594007
PedNYC10,PedNYC10_scenario3,3,2.0,12.53253045559148,66.5958968142777,43.20374931102785,58.69183961128868,60.42569343326351,58.08433211689549,17.2326557647146
PedNYC10,PedNYC10_scenario3,3,3.0,12.480909395398957,66.40848794203008,41.546556623857036,58.714208803823,59.22510678105261,58.08956810436784,17.689582009304104
PedNYC10,PedNYC10_scenario3,3,4.0,12.482633037765508,66.2198414048552,39.96239470531194,58.734228549277375,58.003688249000035,58.09333328007304,18.052673471694167
PedNYC10,PedNYC10_scenario3,3,5.0,12.486886956100316,66.00225627054625,38.45546421211359,58.752026850077094,56.76471597116505,58.097147221127884,18.320959781210746
PedNYC10,PedNYC10_scenario3,3,6.0,12.48620069541376,65.75769233151776,37.02422022525954,58.767805823373536,55.50968118649119,58.100329271527805,18.497507721217023
PedNYC10,PedNYC10_scenario3,3,7.0,12.464633192421273,65.55109236429028,35.66529754737773,58.781776469262375,54.24878192588897,58.1052684830906,18.595794005681107
PedNYC10,PedNYC10_scenario3,3,8.0,12.436935825307948,65.32832874002636,34.37526620630134,58.794130995378794,52.99165346030576,58.11238213143323,18.62886620018914
PedNYC10,PedNYC10_scenario3,3,9.0,12.425768844345889,65.08167672833852,33.15099316589285,58.805037479448366,51.73794980709507,58.120574198430326,18.599555025994395
PedNYC10,PedNYC10_scenario3,3,10.0,12.425972296431244,64.86026447539994,31.98879895191358,58.81467303193324,50.508680151036245,58.13221916501776,18.532451076694766
PedNYC10,PedNYC10_scenario3,3,11.0,12.414005989935674,64.6354056688948,30.88507658404118,58.82318212046025,49.31427559377006,58.150455115833545,18.44147330781752
PedNYC10,PedNYC10_scenario3,3,12.0,12.395436819648744,64.44646709879467,29.83794466887202,58.83065780987058,48.146728976138476,58.17627587173389,18.32047484458211
PedNYC10,PedNYC10_scenario3,3,13.0,12.382123311965533,64.24007160215444,28.843494357289767,58.837224311047365,46.99159415860659,58.21128405280187,18.158891144710573
