progress_percent,mean_x,mean_z,median_x,median_z,deviation_q25,deviation_median,deviation_q75,cov_xx,cov_xz,cov_zz,contributors
0.0,62.701661330003006,58.073510096623345,63.09572982788086,58.0099983215332,15.09044518313666,19.905206401557706,21.978793144395937,362.6388595700808,-0.6199656022496322,0.07727127532277668,26
1.0,61.586140699051676,58.07912354878876,61.795459780308924,58.010000008701624,15.201289830350966,19.76926658346676,23.03226146560924,382.41358357602627,-0.7223218823188402,0.08024762713249232,26
2.0,60.42569343326351,58.08433211689549,60.510276235487424,58.01005938334512,15.290881998783066,19.739898244467383,23.997963835532666,401.5012701521457,-0.8431178509899547,0.0833744298056731,26
3.0,59.22510678105261,58.08956810436784,59.23631387088091,58.01122350833071,15.34030548494575,20.0783824372509,24.57810095375599,419.25206213235816,-0.931793801116981,0.08673980104766273,26
4.0,58.003688249000035,58.09333328007304,57.97148549352039,58.01477218655171,15.214882023872907,20.15788052348457,24.99897825365083,435.01051032559036,-0.9338433025130219,0.08936709996301503,26
5.0,56.76471597116505,58.097147221127884,56.71535187543803,58.01996255163633,15.00925127450118,20.198450806074963,25.206687370951645,449.0451776520638,-0.8534084707303764,0.09206751141135734,26
6.0,55.50968118649119,58.100329271527805,55.4773948062018,58.022868505234044,14.838113790208698,20.00102709440088,25.18769727166797,461.3664470529001,-0.7595267318322506,0.09545364585000767,26
7.0,54.24878192588897,58.1052684830906,54.282778637862975,58.02830826132091,14.69576944722072,19.777406314382837,24.954395255257296,471.36779714029194,-0.701778285084986,0.10049125553575373,26
8.0,52.99165346030576,58.11238213143323,53.1396698428537,58.014567384098584,14.571053389142433,19.513036159274417,24.548895589179736,478.67381123006453,-0.6588758011205681,0.10710890429592147,26
9.0,51.73794980709507,58.120574198430326,52.0446963046799,58.020257773354345,14.333246769577633,19.240432703353008,23.974574630212153,483.33554515651286,-0.6149696978916752,0.11366354699636882,26
10.0,50.508680151036245,58.13221916501776,50.98564055621355,58.03198680555899,14.081655943592125,18.98107369184454,23.22002639177147,484.9860297830452,-0.6752550839697582,0.12112522037664031,26
11.0,49.31427559377006,58.150455115833545,49.95133351265283,58.03182256399185,13.804602825943288,18.729339065631006,22.88825559319125,483.1040696327919,-0.9809861148823069,0.13421894867743958,26
12.0,48.146728976138476,58.17627587173389,48.93467845060218,58.02370362347527,13.566972524015954,18.47681387070378,22.744417632779463,477.4530526866688,-1.5640143738237082,0.16480294890426897,26
13.0,46.99159415860659,58.21128405280187,47.549734567683004,58.01755125370457,13.404304901770086,18.23093063562291,22.72947225416033,469.17917192416206,-2.4335998811025075,0.23498154078165945,26
14.0,45.85352568495661,58.25840996825198,46.01230817783768,58.01571181128373,13.208459358865756,17.970087952509772,22.664481569002522,459.0581633719233,-3.707901738035117,0.39078947559761784,26
15.0,44.735533625730234,58.31785269240408,44.53224439252767,58.020755973787445,12.985197361599717,17.764703421985153,22.532329775872128,446.85387827611237,-5.373977535378276,0.7001405071433352,26
16.0,43.64063270095638,58.384481119402466,42.545427629847154,58.03034670184827,12.675761466628632,17.361845261491172,22.31852249691523,432.9229130142678,-7.240228595964123,1.205622401312635,26
17.0,42.57520430913688,58.45794545924283,40.591288097216776,58.03838765909697,12.176721392841355,16.828209163515503,22.000945521587983,418.00862466717996,-9.350991341126406,1.9903165018373898,26
18.0,41.545118001849474,58.539864227890305,38.62257766145678,58.05587495340256,11.545843681884342,16.46324331900498,21.55663365185654,402.4205164534385,-11.656927299026764,3.1446528811667123,26
19.0,40.54238968404854,58.63072227444674,36.627231559624626,58.095378773201695,10.753055767899507,16.224824016935273,20.592275165154312,386.6050507264291,-14.070369368979431,4.745286890110875,26
20.0,39.553018080701435,58.72824186328986,34.62859817453763,58.1430786791439,10.293386549708394,15.892945070219284,19.64026745154891,370.9202114107067,-16.54794879568478,6.855630000305661,26
21.0,38.56871144066163,58.827131798580844,32.65206715460161,58.177672711853816,9.904878339130295,15.443713526088992,18.896126517516215,355.37580807529514,-18.982683798678686,9.452188528865866,26
22.0,37.5801708020254,58.92988393136803,31.410852157711687,58.19605217972625,9.469045611482994,14.912382539323438,18.16148886406694,339.9783737457019,-21.446540828720362,12.643036964415206,26
23.0,36.59213032335243,59.038224493057214,30.59417360250366,58.209703847415284,10.120315790014185,14.27198641263788,17.430449252039256,324.3832730132095,-23.889329605039105,16.548048622749302,26
24.0,35.61786658146538,59.14058335339478,29.828991947049666,58.219154344375525,10.570645870917424,13.670618970252164,17.375180471616197,308.21744870694954,-25.850533161643312,20.762002273915755,26
25.0,34.67342824533746,59.217556187436735,29.112328293562868,58.23045544750066,10.022531510859249,12.913405778614969,17.572496024243197,292.021943407952,-26.87690786076246,24.23631344878997,26
26.0,33.757898261396676,59.241729294216285,28.70137574465177,58.250673348753615,9.252179362673324,12.343998017224107,17.86224636789394,276.15015107063124,-26.436546453510296,25.29283254631972,26
27.0,32.856550995715075,59.24489931926141,28.542665931620213,58.26917115902819,8.441700611908571,11.93882943257634,18.070175127054675,260.6337550434081,-25.461163134380627,25.292782280656148,26
28.0,31.970530517407816,59.24860752160636,28.393235898607138,58.28594552411522,8.029118651121447,11.306859433111818,18.159993772107196,245.4240318271792,-24.547848776953803,25.289008528553225,26
29.0,31.10798263033732,59.25332175807567,27.702873762740797,58.30304260564988,7.382979975796677,10.697037568048145,18.17373996605166,230.55159376847735,-23.737515732776835,25.28129626532864,26
30.0,30.278737746177743,59.26103381766667,26.987636658913075,58.32018446338667,6.293172916981268,10.386180081537844,17.697500257541353,216.2666198015253,-23.03375739148113,25.267337956185482,26
31.0,29.486252786563853,59.27274814462338,26.29478124830665,58.337210969743566,5.315695123439255,10.112870684668167,16.806229193784006,202.55573917313123,-22.43608666178505,25.246696491221254,26
32.0,28.741665210021754,59.28888244051651,25.67895761255251,58.34617911361008,4.801947489236,9.724367967777216,16.162888524001346,189.7396797913628,-21.956860683905497,25.222432455159773,26
33.0,28.04912666126056,59.309318571493456,25.294140231079016,58.35020672571533,4.953661373151576,9.232057694786308,14.630492346329792,178.09520075818492,-21.62290276067595,25.201072625818547,26
34.0,27.38194609484643,59.334157595484875,24.524963424943962,58.355403761502075,4.790619242303288,8.98566700650925,13.637142690738916,167.58685969036063,-21.424679725510746,25.192844589248566,26
35.0,26.731277337114577,59.363595623375055,23.998605728149414,58.360839297889044,4.830796736925386,8.543285996388029,13.421518745277954,158.14315256261972,-21.347770211282555,25.209701406855576,26
36.0,26.11528965411549,59.39771122928997,23.998606568489357,58.36360429748163,4.760582847509463,8.01470462509122,13.334034009518973,149.49017638691683,-21.402721770370178,25.264904542162018,26
37.0,25.53275887288209,59.437257232581636,23.998605765468767,58.41192342409953,5.063376402752154,7.629643076218505,13.481187444156514,141.47239377772826,-21.590031031218214,25.37029252933254,26
38.0,24.96110094145083,59.48422190308224,23.99860488852046,58.41562066295165,5.296189410521981,7.2218745530808475,13.830610743731187,134.2028229700515,-21.891426300996887,25.536283345753844,26
39.0,24.39734687265384,59.53964334816101,23.99860605589819,58.469825442544675,5.14763980957457,6.959894794885383,14.151289961930942,127.52291109703923,-22.311459815478027,25.77584578697209,26
40.0,23.84141522737571,59.60319064084963,23.84657057969853,58.46788117702306,4.9312992105238385,6.438416578311313,14.326627189732275,121.39395876916096,-22.851161436563025,26.107377710955916,26
41.0,23.290639557947372,59.67519961681028,23.428868382806986,58.46747101898843,4.532774906578992,6.382479650005687,14.270928728289384,115.74149155118427,-23.483993793018705,26.549681036651258,26
42.0,22.741776105365055,59.7541945874558,23.013060144451835,58.464774779926216,4.104283992670804,6.424138613022352,14.135546418980548,110.41995270875394,-24.17207372348318,27.122921237066418,26
43.0,22.19381114021234,59.83994272580925,22.59937294215383,58.45473749336632,3.6221154871504493,6.526512862048806,13.843495236555993,105.41539883474212,-24.897292921636723,27.846263458731414,26
44.0,21.64941377730531,59.9348451607762,22.356241007855402,58.493422398890665,3.931973913401296,6.560282460299914,13.59135823479798,100.78597342243211,-25.67454317131251,28.7357631797476,26
45.0,21.109480227547387,60.04048155504499,21.606534223415625,58.56707343643218,3.523412856078456,6.481640841716363,13.363794390037345,96.49980393660618,-26.52189466141422,29.81296226966351,26
46.0,20.5857676602356,60.1584537363932,20.406890934619845,58.6090374256203,3.294952756668304,6.286618975486832,13.146909391301906,92.61566652354787,-27.467984986452574,31.099706677144905,26
47.0,20.082465067389357,60.28845100849561,19.18160329156244,58.62019379786942,3.4851425824405884,6.029073375639149,12.93528409386818,89.18646334975683,-28.532372695069423,32.62855061339203,26
48.0,19.59522712810594,60.42914777941405,18.832815170288086,58.651574326456824,3.552217396793202,6.170039649562127,12.610966979800601,86.19883961137462,-29.700227494291326,34.43773142456657,26
49.0,19.11650321929611,60.58092436145984,18.832815170288086,58.679671005812146,3.6290430241307097,6.669147147208742,11.70042013348581,83.58998627744711,-30.948397486464525,36.57301774851423,26
50.0,18.65170673227866,60.74583567589544,18.66790533065796,58.68143162058975,3.5676861655728755,7.159839097972906,11.742069672891938,81.38780820235351,-32.279123649448465,39.0807467587204,26
51.0,18.201773138821828,60.92643584082702,18.182582112146097,58.68196177014977,3.849454052950484,7.639323269855115,12.15003498937291,79.5717239262983,-33.663964766986965,41.94103764801398,26
52.0,17.755062695243595,61.12438152656433,18.096117829715183,58.68811518686665,4.190190473886814,8.085406473056914,12.548762342533406,78.00301944204227,-35.03627264177606,45.10437282112718,26
53.0,17.30642987636306,61.33856312069435,17.42657588000415,58.71779248642852,4.581854674363788,8.313049018770396,12.658196257212907,76.48704806641084,-36.35224181207454,48.43978678228884,26
54.0,16.854257097193837,61.564299660532356,16.81775379406806,58.732174955144544,4.896039436701431,8.227998699672241,12.694330379620869,74.99854702858934,-37.57838079011925,51.69385058686686,26
55.0,16.399039972489494,61.80155468028401,16.260269302177715,58.73210979910614,5.158641552775977,8.186622348058716,12.744103060643441,73.44721854242403,-38.75271123894581,54.78003134810967,26
56.0,15.953773600326201,62.050079381857195,15.782772506314359,58.77509107071489,5.372674867618121,8.4138800976543,12.80467599044164,71.72736949957174,-39.95620489841638,57.71332484098402,26
57.0,15.511497324055963,62.31234957761008,15.610358557118598,58.829718287303805,5.708284340282788,8.85351543476531,12.668576408883826,70.0108240564788,-41.20213670216986,60.83617007128587,26
58.0,15.076480602608045,62.58811302730651,15.119037322717318,58.8641176513662,5.5071781278887375,9.25998172419952,12.358737017134999,68.38555260785041,-42.47197594425676,64.39385586483351,26
59.0,14.648769812295567,62.870374136853385,14.399670796801288,58.90906937919449,5.659236521366411,9.518827095921083,12.161418274905278,66.78279580748097,-43.64913252134158,68.1753580617753,26
60.0,14.224858576296457,63.15470050845154,13.56892892349738,58.96542411442253,6.26897253818763,9.59106552772679,12.104794296492054,65.11408870384706,-44.65112247727542,71.78436162978085,26
61.0,13.804559928132043,63.441393412408345,12.600508069401267,59.037183922386326,6.549524828482377,9.594613991482763,12.358334571838084,63.20543606458897,-45.473853978858386,75.09270370745632,26
62.0,13.38433867271278,63.72923707309056,11.682034724960197,59.12744487071561,6.629524139423623,9.57437987617472,12.915541963094268,61.14707652362686,-46.12132411267656,78.07174538754184,26
63.0,12.948068275175139,64.03103210456784,11.206648486555565,59.16927900562539,6.826116696136571,9.566834857409198,13.493934388810729,58.90885825438112,-46.61072680448634,81.08559998925902,26
64.0,12.487165085558566,64.35834692845056,10.707213013166243,59.14782373247058,7.420725092770791,9.585512168667483,13.529419319878762,56.47877666259524,-46.94575089360925,84.38651022471265,26
65.0,12.019842752345827,64.70794653757511,10.230293517089546,59.12092687169076,7.154288437243297,9.751319318028944,13.5957111110905,53.860384588544235,-47.10397444700411,87.7641242486955,26
66.0,11.563089049024521,65.06475977171985,9.36536337989654,59.10148966674662,6.90036601098511,9.962518239038706,13.667099352737154,51.22070743312244,-46.9675592128777,90.76666748130818,26
67.0,11.125353221312198,65.43112854054232,8.486386866783324,59.28811667736319,7.035277267903272,10.354788251783848,13.719249132274854,48.727350685961646,-46.601986150252294,93.64251323817591,26
68.0,10.703503907086743,65.82565879018274,7.611731566320124,59.42943136275336,7.1561480325802,10.768654448864499,13.524012659652913,46.546318761367445,-46.19822572830682,97.3203340807371,26
69.0,10.296320275694239,66.25430176181095,6.784932493858606,59.79901958327184,7.473902295995015,10.938103966751804,13.35238485416367,44.781542793477165,-45.832853097305225,102.02030152951426,26
70.0,9.904378244228761,66.71856148216824,6.273389552129027,60.29268219684781,8.153049164096048,11.297395068271966,13.249323562321969,43.27659053974995,-45.486194769073094,107.76991624236241,26
71.0,9.5315283729045,67.20367015557181,6.090648285047587,60.87809816168979,8.771431344718778,11.617285113137823,13.285785193179803,41.877307451874124,-45.014549966493284,114.48911713690448,26
72.0,9.184760453607627,67.68611650642205,5.973655018656401,61.47897646974144,9.120505756471513,11.973544489713545,13.584150591670406,40.613951608061775,-44.30740000465023,122.02034282450974,26
73.0,8.862627757873526,68.14877984054955,5.976092161242512,62.194620439681046,9.508740549288866,11.833514366006964,14.010401244601232,39.66301730161141,-43.350908492908275,130.06215030263982,26
74.0,8.554397276178138,68.55002973306665,5.978012170146334,62.89309737239727,9.92128734103613,12.08332603126028,14.563261304087003,38.98025072009816,-41.93998379376183,137.43608431164682,26
75.0,8.251458157135039,68.83172210818353,5.979055177428739,63.2493889875407,10.091837273799626,12.202741063781865,14.488302593085939,38.43742273236814,-39.787265335068646,141.7350739921445,26
76.0,7.948061536788176,69.03234934893594,5.9793503544086235,63.4559431095217,10.350263589598551,12.188705691420456,14.505509574809734,38.02697019787392,-37.108675353262825,142.69212193947075,26
77.0,7.642949518640109,69.22200623952101,5.96801894469022,63.698512300568524,10.223952423979767,12.296890519972344,14.262368599263203,37.636252028831734,-34.23921137215877,142.8187982069385,26
78.0,7.338154765478725,69.41339109471703,5.778749704360962,63.98548055421139,9.976190886219152,12.3678743315417,14.022594393646784,37.21831255157492,-31.279405460995722,142.69023298066296,26
79.0,7.03810102803054,69.60034136012717,5.778751289997443,64.34507019771658,9.639746887973807,12.264458296071703,13.918325709949452,36.82118475032823,-28.27278549776123,142.02441891949374,26
80.0,6.7555268993645585,69.77965833178384,5.778750259177455,64.83507116420063,9.246110256650804,12.151811434366063,13.93522541506972,36.54797066109345,-25.388722036802175,140.65167257194292,26
81.0,6.490155324376886,69.97621832589967,5.749640280748726,65.50087378062881,8.982841024625419,12.035748031097256,13.708930362350234,36.3616932157481,-22.616823738101658,138.62786784543857,26
82.0,6.2379248171539015,70.20137867108396,5.592167945826391,66.3624447983344,8.699705253738266,11.994386492571552,13.44693254818155,36.21819048922743,-19.935281377151913,136.3912034325941,26
83.0,5.995911679803471,70.45615229930739,5.592170838501713,67.42057666380131,8.394145870641266,11.966419715786877,13.160435345490306,36.108079549540285,-17.29207780168376,134.0397270250636,26
84.0,5.764242515426245,70.74446864020733,5.592167404255468,68.63909717339021,8.061820993790656,11.827859884120704,12.901311581626276,36.04001975333234,-14.644055822360288,131.56635910639022,26
85.0,5.540059061864634,71.06557654384461,5.592167162515453,69.94396505807639,7.698402306183786,11.563767099653134,12.723253932745175,36.029301694676775,-11.97081695788495,128.9662126677791,26
86.0,5.3242609602761295,71.41245216612434,5.592165425079276,71.28245827824205,7.308965430830964,11.46475427405748,12.381302689679533,36.09586140471792,-9.315315085405857,126.21413795419473,26
87.0,5.125956036887212,71.75792129094205,5.573513572115099,72.61123322906586,6.927072475842008,11.163008851306483,12.044041601118337,36.27298421138623,-6.786389979036464,123.20693441801706,26
88.0,4.947475499867244,72.12152244063688,5.513607230663787,73.70343241737405,6.533674602398252,10.898129340565767,11.848064342859807,36.50477858883084,-4.45752822802148,120.23104317420567,26
89.0,4.788776383264921,72.50182982215621,5.455716319332556,74.47329614762293,6.129536974035797,10.653829174787523,11.939072205804223,36.4423858767335,-2.3384477631902016,117.36622272954347,26
90.0,4.6561643454703505,72.88631245815132,5.412217766893587,74.94590974491294,5.952452693190114,10.352153944113287,12.012359529611565,35.75341294363741,-0.48932061025141915,114.4982723060407,26
91.0,4.541319857860144,73.23877602644941,5.355319145603738,75.41060385502371,5.4737348721866415,10.009166777722864,11.86827596865574,34.90464678566947,1.1977740716514074,111.27622992493235,26
92.0,4.4414237484248185,73.57152561571272,5.272614754191007,75.88414651849347,5.016329196418866,9.686462948103152,11.498487043172727,34.16300333096809,2.7737534176453353,107.7863198581651,26
93.0,4.354287940176664,73.91672271575916,5.0990698635112714,76.63477922086687,4.662611454202665,9.351770848713915,11.134551185087625,33.500835701343725,4.28918020006069,104.46246994977247,26
94.0,4.276295767848621,74.27286128259102,5.084106498973013,77.1832054409802,4.300076657585843,9.006726995097715,10.749880976149264,32.900466792994145,5.77482917347667,101.33759101896015,26
95.0,4.2067162679935315,74.6337692054081,4.915010565033093,77.79851711094545,4.277415280847532,8.657486304095881,10.34116399252192,32.35536818860845,7.233737274037169,98.41672205092519,26
96.0,4.142761687059511,74.99152372970288,4.910367800675213,78.43329714707244,4.332437373935462,8.208075164937016,9.914035257106715,31.854705194463172,8.674564326567895,95.6769473547568,26
97.0,4.077912205023531,75.3257292196561,4.895559198159967,78.5468639330908,4.292088195102182,7.655403504089348,9.464270105304578,31.383560528557595,10.08458497804585,92.91813883088962,26
98.0,4.012301900808885,75.60573260915322,4.9103710651397705,78.54689033546873,4.129578047203069,7.0494507656044085,8.97595265211465,30.94317480344159,11.434281729887614,89.87196556095573,26
99.0,3.94953882230642,75.82344632112682,4.910370845177951,78.54680265673193,4.042308485388134,6.583689988726379,8.438253429424263,30.54573164291102,12.696833263021393,86.56186006466983,26
100.0,3.7100090086460114,76.38669713338216,4.716172695159912,78.54676055908203,3.1880469614549716,6.041602124134876,7.718704238056604,32.38300430754307,16.232516360150473,76.53476196779884,24
