participant_id,recording_identifier,scenario,progress_percent,ped_x,ped_z,veh_x,veh_z,mean_x,mean_z,deviation_m
PedNYC10,PedNYC10_scenario3,3,0.0,12.628949165344238,66.83854675292969,46.62799835205078,58.64118957519531,12.644355590526875,66.97022012563852,0.13257162221767954
PedNYC10,PedNYC10_scenario3,3,1.0,12.593782323078878,66.74313587887255,44.91700916048972,58.66723047807359,12.622987694766106,66.90788473182705,0.16731747752465537
PedNYC10,PedNYC10_scenario3,3,2.0,12.53253045559148,66.5958968142777,43.20374931102785,58.69183961128868,12.596821088069001,66.82683139722191,0.2397166390219465
PedNYC10,PedNYC10_scenario3,3,3.0,12.480909395398957,66.40848794203008,41.546556623857036,58.714208803823,12.560676793733327,66.72955245920404,0.33082512302602685
PedNYC10,PedNYC10_scenario3,3,4.0,12.482633037765508,66.2198414048552,39.96239470531194,58.734228549277375,12.531638175909732,66.62027026050276,0.40341637547297227
PedNYC10,PedNYC10_scenario3,3,5.0,12.486886956100316,66.00225627054625,38.45546421211359,58.752026850077094,12.509014245331464,66.50484030822167,0.5030709014193187
PedNYC10,PedNYC10_scenario3,3,6.0,12.48620069541376,65.75769233151776,37.02422022525954,58.767805823373536,12.474154817642049,66.38037874399632,0.6228029154208478
PedNYC10,PedNYC10_scenario3,3,7.0,12.464633192421273,65.55109236429028,35.66529754737773,58.781776469262375,12.441585782199857,66.26103690822887,0.710318547263189
PedNYC10,PedNYC10_scenario3,3,8.0,12.436935825307948,65.32832874002636,34.37526620630134,58.794130995378794,12.394324518317344,66.13822426614334,0.811015712984489
PedNYC10,PedNYC10_scenario3,3,9.0,12.425768844345889,65.08167672833852,33.15099316589285,58.805037479448366,12.35242403681343,66.0111463863118,0.9323590005383784
PedNYC10,PedNYC10_scenario3,3,10.0,12.425972296431244,64.86026447539994,31.98879895191358,58.81467303193324,12.316764553234467,65.89023763911304,1.0357466143528031
PedNYC10,PedNYC10_scenario3,3,11.0,12.414005989935674,64.6354056688948,30.88507658404118,58.82318212046025,12.298117628651637,65.76682766661018,1.1373415710310413
