participant_id,pednyc_number,scenario,recording_identifier,scenario_time,aligned_time,ped_x,ped_z,veh_x,veh_z,ped_speed,veh_speed,ped_acceleration,veh_acceleration
PedNYC1,1,3,PedNYC1_scenario3,0.0,-8.679199,12.73224639892578,67.0030746459961,84.68988800048828,58.00999450683594,0.014175804585464063,0.0006042248339411876,-0.006784149995287509,-0.00018642281047556402
PedNYC1,1,3,PedNYC1_scenario3,0.047852,-8.631347,12.731125831604004,67.00407409667969,84.68989562988281,58.01000213623047,0.01369184101816971,0.0005585840251192657,-0.015530019221272682,-0.00023989802402830425
PedNYC1,1,3,PedNYC1_scenario3,0.09668,-8.582519000000001,12.730510711669922,67.00462341308594,84.68994140625,58.0099983215332,0.01271593686228528,0.0005031811661121848,-0.018050767018942197,-0.0004464906146035259
PedNYC1,1,3,PedNYC1_scenario3,0.142578,-8.536621,12.730165481567385,67.00493621826172,84.69000244140625,58.0099983215332,0.011638188363211104,0.0005258626146315819,-0.018484064019743143,-0.000719519728521766
PedNYC1,1,3,PedNYC1_scenario3,0.186768,-8.492431,12.730127334594728,67.00548553466797,84.69002532958984,58.01000213623047,0.011525728793545381,0.0004950203301121316,-0.018578652394315227,-0.0006100410124138211
PedNYC1,1,3,PedNYC1_scenario3,0.234375,-8.444824,12.730179786682127,67.00601959228516,84.69001007080078,58.0099983215332,0.012259910581934728,0.0005508959064532208,-0.0176294898372591,-0.0005922731110382173
PedNYC1,1,3,PedNYC1_scenario3,0.279053,-8.400146000000001,12.73020839691162,67.0063247680664,84.69001770019531,58.0099983215332,0.009221572711495315,0.0005258427489890282,-0.018098385652223326,-0.0005521453354457704
PedNYC1,1,3,PedNYC1_scenario3,0.323975,-8.355224,12.730225563049316,67.00650787353516,84.69004821777344,58.01000213623047,0.007618036927502022,0.00044082163112306786,-0.01743372001854764,-0.0005839768263328133
PedNYC1,1,3,PedNYC1_scenario3,0.367432,-8.311767,12.73061752319336,67.00675201416016,84.69005584716797,58.00999450683594,0.006664136655285592,0.00031463325265233794,-0.01759425723182201,-0.0004607980601524246
PedNYC1,1,3,PedNYC1_scenario3,0.413574,-8.265625,12.730876922607422,67.00691223144531,84.69007873535156,58.0099983215332,0.005767600005491554,0.0003319488425254145,-0.016643738698789084,-0.000576883430118727
PedNYC1,1,3,PedNYC1_scenario3,0.458496,-8.220703,12.73102855682373,67.00701141357422,84.69007873535156,58.0099983215332,0.005402030866902952,0.00031332444648730446,-0.01578606616494181,-0.0005134336892899703
PedNYC1,1,3,PedNYC1_scenario3,0.501953,-8.177246,12.731121063232422,67.00706481933594,84.6900863647461,58.0099983215332,0.005177886007163048,0.000332506606670435,-0.014035519066164513,-0.0005524224112583314
PedNYC1,1,3,PedNYC1_scenario3,0.545898,-8.133301000000001,12.731178283691406,67.0071029663086,84.69009399414062,58.00999450683594,0.005054732937955716,0.0002752050759024786,-0.00598993381140063,-0.00017702525798539567
PedNYC1,1,3,PedNYC1_scenario3,0.591064,-8.088135000000001,12.731361389160156,67.0071792602539,84.6900634765625,58.0099983215332,0.004072260533583534,0.00028515573154192083,-0.0016174600303676795,0.0016159282898071982
PedNYC1,1,3,PedNYC1_scenario3,0.637939,-8.041260000000001,12.731712341308594,67.00730895996094,84.69005584716797,58.0099983215332,0.0034616818422936336,0.0002484634659831856,0.001407899741021506,0.005514091291733569
PedNYC1,1,3,PedNYC1_scenario3,0.682373,-7.996826,12.731913566589355,67.00738525390625,84.69007110595703,58.0099983215332,0.0037678093496644363,0.00024846346598318567,0.005455011581761396,0.012922296678064583
PedNYC1,1,3,PedNYC1_scenario3,0.727539,-7.95166,12.732040405273438,67.00743103027344,84.6900634765625,58.0099983215332,0.005334064034258865,0.00028210346878922436,0.008947098625020404,0.026046906589330385
PedNYC1,1,3,PedNYC1_scenario3,0.772705,-7.906494,12.732117652893066,67.00745391845703,84.69004821777344,58.0099983215332,0.006259795549129104,0.00044328373173600294,0.01297090288960891,0.04572281378975069
PedNYC1,1,3,PedNYC1_scenario3,0.816895,-7.862304000000001,12.73216438293457,67.0074691772461,84.69005584716797,58.0099983215332,0.0068078050185312435,0.0012311848154805429,0.01737330480706858,0.07342705036129184
PedNYC1,1,3,PedNYC1_scenario3,0.864258,-7.814941000000001,12.732467651367188,67.00757598876953,84.69005584716797,58.0099983215332,0.007344357590948033,0.0031245700160611126,0.02230572181182212,0.11081791818888621
PedNYC1,1,3,PedNYC1_scenario3,0.912109,-7.7670900000000005,12.733213424682615,67.00784301757812,84.69007873535156,58.0099983215332,0.008544856996026506,0.007041917333331007,0.02579813968293807,0.15818000167526
PedNYC1,1,3,PedNYC1_scenario3,0.958496,-7.720703,12.733646392822266,67.00799560546875,84.69000244140625,58.0099983215332,0.009949227744719406,0.013719609636433143,0.028857264258337668,0.21681112075178186
PedNYC1,1,3,PedNYC1_scenario3,1.005615,-7.673584000000001,12.73379898071289,67.00840759277344,84.68963623046875,58.0099983215332,0.011791768788335714,0.023938608008815317,0.03456574969829957,0.2849747324995188
PedNYC1,1,3,PedNYC1_scenario3,1.053955,-7.625244,12.734159469604492,67.0089111328125,84.68880462646484,58.0099983215332,0.013997232206579438,0.03860702642755315,0.04627624294689556,0.36725445839255194
PedNYC1,1,3,PedNYC1_scenario3,1.101318,-7.5778810000000005,12.734346389770508,67.00962829589844,84.68711853027344,58.01000213623047,0.01553672434142457,0.05809784151289135,0.06935092175462207,0.46063380414084454
PedNYC1,1,3,PedNYC1_scenario3,1.14917,-7.530029000000001,12.73434829711914,67.0103759765625,84.68423461914062,58.009986877441406,0.016751730541653388,0.08299045909156187,0.09323412867867548,0.5627759816203928
PedNYC1,1,3,PedNYC1_scenario3,1.196777,-7.482422000000001,12.73420238494873,67.01123809814453,84.67984008789062,58.00997543334961,0.01868171157454683,0.11369422763619758,0.10974006142888247,0.6703589861385238
PedNYC1,1,3,PedNYC1_scenario3,1.245605,-7.433594,12.733949661254885,67.0122299194336,84.67338562011719,58.00995635986328,0.023441029330958967,0.15034181630488247,0.11793065836900532,0.776460441629159
PedNYC1,1,3,PedNYC1_scenario3,1.292969,-7.38623,12.733675003051758,67.01316833496094,84.66507720947266,58.00992584228516,0.030513025325009737,0.19337890670240174,0.1240142123243973,0.8923677038449758
PedNYC1,1,3,PedNYC1_scenario3,1.339355,-7.339844,12.733282089233398,67.0143814086914,84.6546630859375,58.009883880615234,0.04286203041447437,0.2418523997880381,0.1242290188508408,1.007521152480643
PedNYC1,1,3,PedNYC1_scenario3,1.385986,-7.293213000000001,12.732877731323242,67.01558685302734,84.6417007446289,58.00983810424805,0.05564096655494191,0.29610943318559635,0.12342161169064378,1.1201758745030348
PedNYC1,1,3,PedNYC1_scenario3,1.433105,-7.246094,12.731597900390623,67.01768493652344,84.62579345703125,58.00978088378906,0.06537827483507014,0.355728094426123,0.1132782696367332,1.2292383002495497
PedNYC1,1,3,PedNYC1_scenario3,1.482178,-7.197021,12.72956085205078,67.02083587646484,84.60594177246094,58.00970077514648,0.07128527328419194,0.4200663368321293,0.09531234451052427,1.33112580076829
PedNYC1,1,3,PedNYC1_scenario3,1.528809,-7.150390000000001,12.726401329040527,67.02583312988281,84.58393859863281,58.009613037109375,0.07622923582868339,0.48963308651700377,0.059343686125172906,1.4448806305133661
PedNYC1,1,3,PedNYC1_scenario3,1.575928,-7.103271,12.723211288452148,67.03109741210938,84.55809020996094,58.00950622558594,0.07849032851757723,0.5636160702508664,0.02019098533990593,1.5332895741624164
PedNYC1,1,3,PedNYC1_scenario3,1.623291,-7.0559080000000005,12.720853805541992,67.03553009033203,84.52830505371094,58.00936508178711,0.07960916717380984,0.6417992069268166,-0.0234414420883705,1.6100980534515088
PedNYC1,1,3,PedNYC1_scenario3,1.670898,-7.008301,12.71926498413086,67.03868103027344,84.49444580078125,58.00920104980469,0.07550611766240341,0.7236778593963903,-0.06226932688565288,1.691189396314546
PedNYC1,1,3,PedNYC1_scenario3,1.719482,-6.959717,12.71754264831543,67.04133605957031,84.45550537109375,58.00899887084961,0.06787428456718236,0.8094628621549685,-0.08799677799226072,1.7619412224860937
PedNYC1,1,3,PedNYC1_scenario3,1.763184,-6.916015000000001,12.716371536254885,67.0430679321289,84.41659545898438,58.00879287719727,0.054843040185660843,0.8969476087900193,-0.09538770910117232,1.8290964046817408
PedNYC1,1,3,PedNYC1_scenario3,1.811279,-6.867920000000001,12.715261459350586,67.04447937011719,84.369384765625,58.008544921875,0.041310642393539654,0.9874212287170236,-0.08297287994856678,1.8742579941531412
PedNYC1,1,3,PedNYC1_scenario3,1.859619,-6.81958,12.714873313903809,67.04510498046875,84.31744384765625,58.00825500488281,0.03097873963290386,1.078778797764797,-0.05472131077186615,1.9069981418637512
