participant_id,pednyc_number,scenario,recording_identifier,scenario_time,aligned_time,ped_x,ped_z,veh_x,veh_z,ped_speed,veh_speed,ped_acceleration,veh_acceleration
PedNYC1,1,21,PedNYC1_scenario21,0.0,-11.938721,-1.9408376216888428,70.09803771972656,-8.819924354553223,116.0,0.002368574154335613,0.0005174531822081777,0.013097115571210294,0.0002501315498763318
PedNYC1,1,21,PedNYC1_scenario21,0.068878,-11.869843,-1.940924406051636,70.09797668457031,-8.819997787475586,116.0,0.0029451149715031973,0.0005093601926719961,0.015170297753269734,3.4892126289938824e-05
PedNYC1,1,21,PedNYC1_scenario21,0.109589,-11.829132,-1.9409384727478027,70.09796905517578,-8.81995964050293,116.0,0.003963058638923054,0.0005668803700803482,0.016875808623117543,-7.605566574319968e-05
PedNYC1,1,21,PedNYC1_scenario21,0.160095,-11.778626,-1.9409490823745728,70.09796142578125,-8.819975852966309,116.0,0.00419223268751159,0.0005461925837322496,0.017729762435624644,-0.00013858826343130624
PedNYC1,1,21,PedNYC1_scenario21,0.207214,-11.731506999999999,-1.9405606985092163,70.09819793701172,-8.819988250732422,116.0,0.004629055417259687,0.0005027846318737473,0.016662445010404127,-4.366728783642012e-05
PedNYC1,1,21,PedNYC1_scenario21,0.256027,-11.682694,-1.940320611000061,70.09835052490234,-8.819965362548828,116.0,0.006161778607551807,0.0005777734982249496,0.0177281523054856,-7.71933199982048e-05
PedNYC1,1,21,PedNYC1_scenario21,0.307266,-11.631454999999999,-1.940433382987976,70.0988540649414,-8.820012092590332,116.0,0.007576456185090856,0.0005133894189330607,0.02081937924207554,-0.00018365911460531775
PedNYC1,1,21,PedNYC1_scenario21,0.357162,-11.581558999999999,-1.9404963254928589,70.09913635253906,-8.819992065429688,116.0,0.009014178724683413,0.0004708435882161397,0.027522360662582932,5.275261090660112e-05
PedNYC1,1,21,PedNYC1_scenario21,0.406219,-11.532502,-1.9402700662612915,70.0994644165039,-8.819984436035156,116.0,0.010219086977929137,0.0004395035706187065,0.031168263105706563,-3.2859220774072934e-06
PedNYC1,1,21,PedNYC1_scenario21,0.45285,-11.485871,-1.939776062965393,70.0998764038086,-8.820015907287598,116.0,0.010548142741510171,0.0004773036614362926,0.03367159557252807,0.00011479417785652131
PedNYC1,1,21,PedNYC1_scenario21,0.503799,-11.434921999999998,-1.9391876459121704,70.10030364990234,-8.819991111755371,116.0,0.011994341583093418,0.0004562895608495964,0.03472237026348671,0.00016530224637842833
PedNYC1,1,21,PedNYC1_scenario21,0.553711,-11.38501,-1.9386423826217647,70.1006851196289,-8.820018768310547,116.0,0.013691524090543264,0.000397836432704864,0.03359235662948457,2.229982755827246e-05
PedNYC1,1,21,PedNYC1_scenario21,0.602692,-11.336029,-1.9381922483444212,70.10099029541016,-8.820016860961914,116.0,0.017713023848682025,0.0005194577999822012,0.032096848889292734,0.00017066634142472016
PedNYC1,1,21,PedNYC1_scenario21,0.653275,-11.285445999999999,-1.93781054019928,70.10150146484375,-8.819986343383789,116.0,0.02100643593230723,0.0005597454622771432,0.029847367805281258,0.00015844386693332523
PedNYC1,1,21,PedNYC1_scenario21,0.704407,-11.234314,-1.937993168830872,70.10244750976562,-8.819972038269043,116.0,0.02264645484662025,0.0006052156481434789,0.027150508566848273,0.0003152884015135828
PedNYC1,1,21,PedNYC1_scenario21,0.75383,-11.184890999999999,-1.938485026359558,70.10359954833984,-8.819991111755371,116.0,0.023675893916784947,0.000587144020135032,0.02391304990067572,0.00016701194824588907
PedNYC1,1,21,PedNYC1_scenario21,0.805084,-11.133636999999998,-1.939524531364441,70.10548400878906,-8.820067405700684,116.00000762939452,0.024648169349787155,0.0005852589617742515,0.01588803520469512,6.0887701564232605e-06
PedNYC1,1,21,PedNYC1_scenario21,0.856918,-11.081802999999999,-1.940505862236023,70.107177734375,-8.82004165649414,116.0,0.02522657488462321,0.0006047219672325895,0.006996408524492323,0.00011814559242629735
PedNYC1,1,21,PedNYC1_scenario21,0.909698,-11.029022999999999,-1.941449761390686,70.10835266113281,-8.820098876953125,116.0,0.025441394381969948,0.000552620853709886,-0.0044474577024885935,-0.0001720693882059639
PedNYC1,1,21,PedNYC1_scenario21,0.959732,-10.978988999999999,-1.942383885383606,70.10906982421875,-8.820115089416504,116.0,0.025186017909620512,0.0006069798344706249,-0.01220091650330694,-0.00014247022350113392
PedNYC1,1,21,PedNYC1_scenario21,1.009445,-10.929276,-1.9433633089065552,70.10956573486328,-8.820088386535645,116.0,0.02376644046859705,0.0005661943201938848,-0.01747260412524423,-0.00032015476484024546
PedNYC1,1,21,PedNYC1_scenario21,1.058441,-10.880279999999999,-1.9440985918045044,70.10987854003906,-8.820098876953125,116.0,0.02083207314476782,0.00045925522919887846,-0.01966905085794103,-0.00026243923587008654
PedNYC1,1,21,PedNYC1_scenario21,1.108109,-10.830611999999999,-1.944821000099182,70.1098861694336,-8.82009220123291,116.0,0.01766303634564442,0.0004623098759803727,-0.02106226629288638,-0.00025067025291201916
PedNYC1,1,21,PedNYC1_scenario21,1.157715,-10.781006,-1.945611357688904,70.10966491699219,-8.820054054260254,116.0,0.01549132193241721,0.00042712269034108204,-0.02058966521843647,-0.000330552156068187
PedNYC1,1,21,PedNYC1_scenario21,1.208298,-10.730422999999998,-1.9462074041366575,70.10944366455078,-8.82005500793457,116.0,0.014470608744302671,0.00048387971266693257,-0.017340684024591282,-0.00014522065585427307
PedNYC1,1,21,PedNYC1_scenario21,1.256561,-10.68216,-1.946884036064148,70.10911560058594,-8.820080757141113,116.0,0.013219904670526517,0.00043246710188991417,-0.016650337295624765,-0.00023918540332615285
PedNYC1,1,21,PedNYC1_scenario21,1.307251,-10.63147,-1.9473010301589968,70.10890197753906,-8.820108413696289,116.0,0.013051017539793134,0.0004461137943597694,-0.00895237552482735,-9.353220438791685e-05
PedNYC1,1,21,PedNYC1_scenario21,1.3582,-10.580521,-1.9477251768112185,70.10907745361328,-8.820147514343262,116.0,0.013236694934694418,0.00045083575055960965,-0.0013594062514582297,3.35039955678169e-05
PedNYC1,1,21,PedNYC1_scenario21,1.408463,-10.530258,-1.9482263326644895,70.1095962524414,-8.820189476013184,116.0,0.014058867811626083,0.0004255427204864224,0.00378096197870532,-7.71844984336509e-05
PedNYC1,1,21,PedNYC1_scenario21,1.459717,-10.479004,-1.9485894441604612,70.11001586914062,-8.820185661315918,116.0,0.016099232450581195,0.0004794367665125569,0.006883637716962387,6.908043237425717e-06
PedNYC1,1,21,PedNYC1_scenario21,1.510666,-10.428054999999999,-1.9490312337875368,70.11062622070312,-8.820168495178223,116.0,0.016226082994968347,0.00048212833152933666,0.006721666032350419,6.642836831916512e-05
PedNYC1,1,21,PedNYC1_scenario21,1.564575,-10.374146,-1.9493440389633176,70.11144256591797,-8.820178031921387,116.0,0.019251570487887747,0.0005242725383753515,0.006890034751152177,0.00020491697185990408
PedNYC1,1,21,PedNYC1_scenario21,1.615662,-10.323058999999999,-1.94942319393158,70.11266326904297,-8.820205688476562,116.0,0.02045889554100188,0.00048415849461501463,0.00552491981382883,9.245337358905341e-05
PedNYC1,1,21,PedNYC1_scenario21,1.670547,-10.268173999999998,-1.9489318132400515,70.11428833007812,-8.820178031921387,116.0,0.020060411415229563,0.0004207074757750155,0.0035937235858607766,0.00043886568160024714
PedNYC1,1,21,PedNYC1_scenario21,1.728683,-10.210037999999999,-1.9486511945724487,70.11521911621094,-8.820145606994629,116.0,0.01949940856216791,0.00043324652146608747,0.001287939293859914,0.0022050796042967207
PedNYC1,1,21,PedNYC1_scenario21,1.784363,-10.154357999999998,-1.9475661516189573,70.11693572998047,-8.820197105407715,116.0,0.01827663871144507,0.0005321776783465053,-0.005811795985606821,0.00646520391178603
PedNYC1,1,21,PedNYC1_scenario21,1.838333,-10.100387999999999,-1.9469949007034304,70.11784362792969,-8.820175170898438,116.0,0.01697799692319192,0.0005569021618687525,-0.006616630193294437,0.015952714524554358
PedNYC1,1,21,PedNYC1_scenario21,1.896179,-10.042542,-1.9466623067855835,70.11837005615234,-8.8201904296875,116.0,0.015916636862049888,0.0005009141205098125,-0.011927913757814775,0.03152538170468627
PedNYC1,1,21,PedNYC1_scenario21,1.952194,-9.986526999999999,-1.9464911222457888,70.11864471435547,-8.82020092010498,116.0,0.014930841150122408,0.0007195527336417201,-0.014119480988341577,0.05665318640835512
PedNYC1,1,21,PedNYC1_scenario21,2.003479,-9.935241999999999,-1.946681380271912,70.11860656738281,-8.820137977600098,116.0,0.014468957686194127,0.00169012851045015,-0.013769926405528569,0.08948845093820011
PedNYC1,1,21,PedNYC1_scenario21,2.053619,-9.885102,-1.9468923807144165,70.11852264404297,-8.820158004760742,116.0,0.012549187230197037,0.004092480135921639,-0.011049560850027722,0.1312208152676889
PedNYC1,1,21,PedNYC1_scenario21,2.104523,-9.834197999999999,-1.9473856687545776,70.11906433105469,-8.820159912109375,116.0,0.012225263650004833,0.009407643966206778,-0.009739836990765223,0.1848109119946761
PedNYC1,1,21,PedNYC1_scenario21,2.156998,-9.781723,-1.9480634927749636,70.12000274658203,-8.820030212402344,116.0,0.012104466363966605,0.018437599934098006,-0.010897725537247417,0.2523842285383768
PedNYC1,1,21,PedNYC1_scenario21,2.20636,-9.732361,-1.9484256505966189,70.1205062866211,-8.819571495056152,116.0,0.012081043407441771,0.03204278603188704,-0.006818207298186377,0.32661774802200666
PedNYC1,1,21,PedNYC1_scenario21,2.257584,-9.681137,-1.9485398530960083,70.1214828491211,-8.818416595458984,116.0,0.011906100834197722,0.05048505688615852,-0.0036343339222623294,0.4111232850280768
PedNYC1,1,21,PedNYC1_scenario21,2.309677,-9.629043999999999,-1.9482020139694212,70.12229919433594,-8.815903663635254,116.00003051757812,0.012962243970480543,0.07440989715438714,-0.0019973861073633494,0.49905865408178246
PedNYC1,1,21,PedNYC1_scenario21,2.359985,-9.578736,-1.9480165243148804,70.12274932861328,-8.81180191040039,116.0000457763672,0.012582232281436742,0.10415539989217704,0.00044053612863937937,0.5872207024537119
PedNYC1,1,21,PedNYC1_scenario21,2.407501,-9.53122,-1.947914719581604,70.12299346923828,-8.805974960327148,116.00008392333984,0.010833687958558113,0.13949611849725482,0.0015803000945273293,0.6659501174300854
PedNYC1,1,21,PedNYC1_scenario21,2.457733,-9.480988,-1.9480119943618772,70.123046875,-8.797575950622559,116.00013732910156,0.012166175749041143,0.18046537955915826,0.004836051345688949,0.7544323801333632
PedNYC1,1,21,PedNYC1_scenario21,2.506973,-9.431747999999999,-1.9486242532730105,70.12272644042969,-8.786953926086426,116.0001983642578,0.01302412495302416,0.2264291529516203,0.004022273814186441,0.8282999939446818
PedNYC1,1,21,PedNYC1_scenario21,2.556808,-9.381912999999999,-1.9491056203842163,70.12246704101562,-8.773611068725586,116.0002899169922,0.013472650731056118,0.27557713756092883,0.003234788272946867,0.8986010971937087
PedNYC1,1,21,PedNYC1_scenario21,2.607986,-9.330734999999999,-1.9493910074234009,70.122314453125,-8.757206916809082,116.00039672851562,0.01288558494735889,0.3276607531795254,0.0007475996715558808,0.9606101795675731
PedNYC1,1,21,PedNYC1_scenario21,2.663666,-9.275054999999998,-1.949459433555603,70.1209487915039,-8.736159324645996,116.00051879882812,0.013229352302522146,0.38169479726154926,-0.002160506782083854,1.0117922947349054
PedNYC1,1,21,PedNYC1_scenario21,2.712387,-9.226334,-1.948861837387085,70.11978149414062,-8.714906692504883,116.00065612792967,0.014862054736540583,0.4374991482953158,-0.001914357445460946,1.0491765313082977
PedNYC1,1,21,PedNYC1_scenario21,2.765457,-9.173264,-1.9479668140411377,70.1191177368164,-8.688872337341309,116.00080871582033,0.01436181337280469,0.49524803264582423,-0.007243760738120583,1.0830140943495603
PedNYC1,1,21,PedNYC1_scenario21,2.817642,-9.121078999999998,-1.9477534294128416,70.11920166015625,-8.66015625,116.00099182128906,0.013731544485261423,0.5543915878996795,-0.008020752946588298,1.1118033050970888
PedNYC1,1,21,PedNYC1_scenario21,2.870636,-9.068085,-1.9478752613067627,70.11964416503906,-8.627886772155762,116.00120544433594,0.013356087862361365,0.6148774343872181,-0.009073475538522457,1.1334535241060584
PedNYC1,1,21,PedNYC1_scenario21,2.923477,-9.015244,-1.9486231803894043,70.12013244628906,-8.592513084411621,116.00140380859376,0.011266602859408545,0.6758702741990936,-0.009404019367443589,1.1498982825912847
PedNYC1,1,21,PedNYC1_scenario21,2.976471,-8.96225,-1.9490420818328855,70.12041473388672,-8.55353832244873,116.00157165527344,0.009459962081580184,0.7370778778308282,-0.008385215022980256,1.1474358984535036
PedNYC1,1,21,PedNYC1_scenario21,3.028748,-8.909972999999999,-1.9492733478546145,70.12056732177734,-8.511714935302734,116.00171661376952,0.007782039541174152,0.7991732317111648,-0.006999374747961238,1.1416669122170022
PedNYC1,1,21,PedNYC1_scenario21,3.078674,-8.860047,-1.9493989944458008,70.12064361572266,-8.468533515930176,116.00181579589844,0.00822522824695722,0.8615879929852617,-0.0019873010761171806,1.1412240789874792
PedNYC1,1,21,PedNYC1_scenario21,3.129028,-8.809693,-1.949678421020508,70.12056732177734,-8.421857833862305,116.00188446044922,0.008095328409898782,0.9232397491716274,0.0025928024310211918,1.1335601872477001
PedNYC1,1,21,PedNYC1_scenario21,3.179718,-8.759003,-1.950160264968872,70.12032318115234,-8.371822357177734,116.00194549560548,0.007329552568721664,0.9839961623146307,0.006280168962467739,1.123193543032318
PedNYC1,1,21,PedNYC1_scenario21,3.242371,-8.696349999999999,-1.950489282608032,70.12015533447266,-8.306072235107422,116.00194549560548,0.008418513739585333,1.0431000443268104,0.012686876914806466,1.1115626083964179
PedNYC1,1,21,PedNYC1_scenario21,3.295486,-8.643234999999999,-1.9502253532409668,70.11979675292969,-8.247007369995117,116.0019073486328,0.011008162648590761,1.1005666046765554,0.016714191682988874,1.0979617716979553
PedNYC1,1,21,PedNYC1_scenario21,3.347107,-8.591614,-1.94983983039856,70.11976623535156,-8.186930656433105,116.00178527832033,0.013367590460768356,1.1564872843856715,0.021597037971109654,1.0766823693957148
PedNYC1,1,21,PedNYC1_scenario21,3.399063,-8.539658,-1.9495034217834477,70.12016296386719,-8.123739242553711,116.0015869140625,0.015357689776677445,1.2109912671180578,0.022293742746357228,1.0478139532487667
PedNYC1,1,21,PedNYC1_scenario21,3.451248,-8.487473,-1.9496409893035889,70.12116241455078,-8.057600975036621,116.0012435913086,0.017104642276089873,1.2646029273702848,0.021714396102155586,1.0193552302726177
PedNYC1,1,21,PedNYC1_scenario21,3.502258,-8.436463,-1.950212240219116,70.12250518798828,-7.990410327911377,116.00077056884766,0.01868242817449571,1.316956063043138,0.020603038135441995,0.9904560784289249
PedNYC1,1,21,PedNYC1_scenario21,3.552994,-8.385727,-1.95126748085022,70.12313079833984,-7.92099666595459,116.00010681152344,0.01920039408871789,1.3679651239881052,0.01978972351469306,0.9822230612054621
PedNYC1,1,21,PedNYC1_scenario21,3.606277,-8.332443999999999,-1.9523870944976809,70.12371063232422,-7.845473766326904,115.99922943115234,0.020352081890028274,1.4187832844578547,0.01718574300325171,0.961880442709932
PedNYC1,1,21,PedNYC1_scenario21,3.660263,-8.278457999999999,-1.953716278076172,70.12422180175781,-7.766143798828125,115.99813842773438,0.0212450462022711,1.4691302427661324,0.014405415601482835,0.9397945765841604
