participant_id,recording_identifier,scenario,progress_percent,ped_x,ped_z,veh_x,veh_z,mean_x,mean_z,deviation_m
PedNYC11,PedNYC11_scenario21,21,0.0,-1.7104909420013428,70.16130828857422,3.0949296951293945,95.4394073486328,-1.825302419839082,70.10194651285808,0.12924974220267949
PedNYC11,PedNYC11_scenario21,21,1.0,-1.7061027295296474,70.0294919394076,3.0368771029424226,94.4180883782585,-1.8171673414183962,70.00257768621032,0.11427915400092119
PedNYC11,PedNYC11_scenario21,21,2.0,-1.754396517259366,69.81245062567388,2.989586569029644,93.44428694262751,-1.8065296691854325,69.86694406997819,0.07541485929108141
PedNYC11,PedNYC11_scenario21,21,3.0,-1.7921763842614367,69.59763871457689,2.9469272184965773,92.48505339603005,-1.7865015493999776,69.71520258524953,0.1177007537709004
PedNYC11,PedNYC11_scenario21,21,4.0,-1.7628501490672002,69.38136339411304,2.904215144830751,91.49031910046405,-1.766365213034811,69.53404823318081,0.15272529507533616
PedNYC11,PedNYC11_scenario21,21,5.0,-1.6964631450758751,69.14210818685676,2.860647344361373,90.42097090750762,-1.747798760292633,69.3329731292374,0.19764810047063175
PedNYC11,PedNYC11_scenario21,21,6.0,-1.6781873718151314,68.92343887693796,2.8156774884598375,89.25300231404752,-1.7365755535379133,69.11983897989869,0.2048955348656365
PedNYC11,PedNYC11_scenario21,21,7.0,-1.705602471464703,68.63539051459517,2.772046406228727,87.96910498244117,-1.7330047171810947,68.90689538623847,0.27288418495095546
PedNYC11,PedNYC11_scenario21,21,8.0,-1.7235972318580846,68.39405935133992,2.7316245745627348,86.56022787985982,-1.734178519696201,68.67310029293871,0.27924149179635627
PedNYC11,PedNYC11_scenario21,21,9.0,-1.690869456874273,68.16278572287143,2.6963465458869478,85.03869481466421,-1.729664786041388,68.4404409422859,0.2803524539455331
PedNYC11,PedNYC11_scenario21,21,10.0,-1.611717682918562,67.88244834422804,2.669144414185366,83.47096457252321,-1.714501195148898,68.20996503885166,0.3432661294733122
PedNYC11,PedNYC11_scenario21,21,11.0,-1.5946585560193098,67.59822496078895,2.6511161364765576,81.92031915422845,-1.7093786353686158,67.95872061496786,0.3783091504150907
PedNYC11,PedNYC11_scenario21,21,12.0,-1.6293475095772583,67.33613503130798,2.6410920706216388,80.4220691167069,-1.7105148648709003,67.71371106683303,0.38620176354877006
PedNYC11,PedNYC11_scenario21,21,13.0,-1.6616065478182476,67.05390683667707,2.636700304401648,78.99353382079128,-1.701620808899189,67.45744478136365,0.40551697115129465
PedNYC11,PedNYC11_scenario21,21,14.0,-1.6132077012682895,66.74745737852119,2.634361793299814,77.6387886117562,-1.698685724636741,67.19825912923983,0.4588340777775425
PedNYC11,PedNYC11_scenario21,21,15.0,-1.5386704712808328,66.44815154609742,2.630779971969719,76.35600422721842,-1.6959252536032763,66.92561931432473,0.5026972610421214
