participant_id,recording_identifier,scenario,progress_percent,ped_x,ped_z,veh_x,veh_z
PedNYC10,PedNYC10_scenario7,7,0.0,-1.859271764755249,70.18878936767578,78.1517562866211,58.02823638916016
PedNYC10,PedNYC10_scenario7,7,1.0,-1.8580820989667484,70.26257802039723,76.84110946356344,58.035072395501764
PedNYC10,PedNYC10_scenario7,7,2.0,-1.8868171059433436,70.3054289946099,75.42638554118315,58.043653734142666
PedNYC10,PedNYC10_scenario7,7,3.0,-1.901018537818268,70.31779808004602,73.90979258828499,58.054255829867635
PedNYC10,PedNYC10_scenario7,7,4.0,-1.8911266212608298,70.31410749080686,72.29549315944162,58.06710311610528
PedNYC10,PedNYC10_scenario7,7,5.0,-1.8745058242061534,70.30227185594414,70.58644937895,58.08247540838037
PedNYC10,PedNYC10_scenario7,7,6.0,-1.8679144790353015,70.28930873287752,68.78600293265355,58.10063081430954
PedNYC10,PedNYC10_scenario7,7,7.0,-1.859984287399431,70.26795376179965,66.8965829111942,58.121859996538355
PedNYC10,PedNYC10_scenario7,7,8.0,-1.8496678531667308,70.21327133073527,64.92342849139467,58.1463180413434
PedNYC10,PedNYC10_scenario7,7,9.0,-1.8687355235973697,70.15815230327078,62.86729250148303,58.17428216918853
PedNYC10,PedNYC10_scenario7,7,10.0,-1.8932204550770446,70.1231580480907,60.73360685487126,58.205929296896436
PedNYC10,PedNYC10_scenario7,7,11.0,-1.906069402934704,70.10234805490953,58.52234925490588,58.241839833180364
PedNYC10,PedNYC10_scenario7,7,12.0,-1.9061431529680117,70.08116117872795,56.26488737148115,58.28350975610806
PedNYC10,PedNYC10_scenario7,7,13.0,-1.900013817080574,70.04609375409458,53.987272198461035,58.32555168355568
PedNYC10,PedNYC10_scenario7,7,14.0,-1.9157685675746339,69.98536383863939,51.74247984378175,58.3688036911317
PedNYC10,PedNYC10_scenario7,7,15.0,-1.9134368384266491,69.88129457773752,49.54515670792549,58.41280606209734
PedNYC10,PedNYC10_scenario7,7,16.0,-1.8630734513676321,69.71130498664056,47.430313012275796,58.45339564540312
PedNYC10,PedNYC10_scenario7,7,17.0,-1.7995579745258548,69.4716558906706,45.42611998682569,58.48929972727549
PedNYC10,PedNYC10_scenario7,7,18.0,-1.7791231721066094,69.23462400768246,43.536942614596704,58.52059431714764
PedNYC10,PedNYC10_scenario7,7,19.0,-1.7705244138403315,68.89557753535584,41.757901094294354,58.54773223987116
PedNYC10,PedNYC10_scenario7,7,20.0,-1.7398190447721513,68.57540521413303,40.07844183917203,58.57129670452347
PedNYC10,PedNYC10_scenario7,7,21.0,-1.7024078736011585,68.21203544196456,38.42273661645719,58.5925675055286
PedNYC10,PedNYC10_scenario7,7,22.0,-1.7153532722126497,67.86108595581953,36.718382706215856,58.612513105936394
PedNYC10,PedNYC10_scenario7,7,23.0,-1.7067719529612082,67.52104312874748,35.01038448260735,58.63054856307836
PedNYC10,PedNYC10_scenario7,7,24.0,-1.7049325796511243,67.1319256770419,33.37022463702836,58.645990102317164
PedNYC10,PedNYC10_scenario7,7,25.0,-1.705895747414118,66.73467391852066,31.817387583354275,58.658883424553466
PedNYC10,PedNYC10_scenario7,7,26.0,-1.7245607566026286,66.36995552993723,30.353777818201973,58.66948418335483
PedNYC10,PedNYC10_scenario7,7,27.0,-1.7227957960264018,66.05788815010278,28.975099407852102,58.678119938675
PedNYC10,PedNYC10_scenario7,7,28.0,-1.7139478855341697,65.62637646647904,27.67749461939267,58.68506912774091
PedNYC10,PedNYC10_scenario7,7,29.0,-1.744236187633426,65.26912556488438,26.456088779407622,58.690531791724304
PedNYC10,PedNYC10_scenario7,7,30.0,-1.7790432308504653,64.9275733073017,25.305690473474943,58.69473269508784
PedNYC10,PedNYC10_scenario7,7,31.0,-1.7804475783741192,64.5359259886361,24.19346433383238,58.69791151696808
PedNYC10,PedNYC10_scenario7,7,32.0,-1.7935000586501235,64.17593822839504,23.05160293770749,58.70029442821231
PedNYC10,PedNYC10_scenario7,7,33.0,-1.8297773627077434,63.82607171189771,21.85237406303287,58.70184203698494
PedNYC10,PedNYC10_scenario7,7,34.0,-1.846978375790058,63.49755898520779,20.61661147226668,58.702440701613575
PedNYC10,PedNYC10_scenario7,7,35.0,-1.8541088589725898,63.1677920345325,19.40773559035392,58.70205388763742
PedNYC10,PedNYC10_scenario7,7,36.0,-1.8943400793155423,62.82124381103349,18.257319599488948,58.7007446165862
PedNYC10,PedNYC10_scenario7,7,37.0,-1.9566806811073136,62.4710720037991,17.170898806993126,58.6986654083286
PedNYC10,PedNYC10_scenario7,7,38.0,-2.0305538612378493,62.11091139737368,16.147229647736037,58.695967857255255
PedNYC10,PedNYC10_scenario7,7,39.0,-2.1325095835662693,61.796438824241335,15.18330486570961,58.69276417057866
PedNYC10,PedNYC10_scenario7,7,40.0,-2.247132661913643,61.490093298458596,14.287007038699354,58.68921201422293
PedNYC10,PedNYC10_scenario7,7,41.0,-2.3418302343705815,61.20529966507039,13.51101313603067,58.68568487676989
