participant_id,recording_identifier,scenario,progress_percent,ped_x,ped_z,veh_x,veh_z,mean_x,mean_z,deviation_m
PedNYC10,PedNYC10_scenario7,7,0.0,-1.859271764755249,70.18878936767578,78.1517562866211,58.02823638916016,-1.7987583564675373,70.12958791981573,0.0846562697697059
PedNYC10,PedNYC10_scenario7,7,1.0,-1.8580820989667484,70.26257802039723,76.84110946356344,58.035072395501764,-1.8044872955447269,70.0647341920194,0.2049745920377459
PedNYC10,PedNYC10_scenario7,7,2.0,-1.8868171059433436,70.3054289946099,75.42638554118315,58.043653734142666,-1.8135075132234157,69.98504923884316,0.32866013492651625
PedNYC10,PedNYC10_scenario7,7,3.0,-1.901018537818268,70.31779808004602,73.90979258828499,58.054255829867635,-1.8151326907762673,69.89108624097307,0.43526931011402786
PedNYC10,PedNYC10_scenario7,7,4.0,-1.8911266212608298,70.31410749080686,72.29549315944162,58.06710311610528,-1.7891769726512223,69.78299891380624,0.5408050031344468
PedNYC10,PedNYC10_scenario7,7,5.0,-1.8745058242061534,70.30227185594414,70.58644937895,58.08247540838037,-1.7366350850065908,69.65531823803282,0.6614811595623737
PedNYC10,PedNYC10_scenario7,7,6.0,-1.8679144790353015,70.28930873287752,68.78600293265355,58.10063081430954,-1.6920554512913224,69.51981095759781,0.7893372053814959
PedNYC10,PedNYC10_scenario7,7,7.0,-1.859984287399431,70.26795376179965,66.8965829111942,58.121859996538355,-1.6747214486460915,69.38004988468087,0.9070256966731958
PedNYC10,PedNYC10_scenario7,7,8.0,-1.8496678531667308,70.21327133073527,64.92342849139467,58.1463180413434,-1.6684897381483927,69.21820662499455,1.0114243807484855
PedNYC10,PedNYC10_scenario7,7,9.0,-1.8687355235973697,70.15815230327078,62.86729250148303,58.17428216918853,-1.663795592994915,69.05173078195773,1.125241733131165
PedNYC10,PedNYC10_scenario7,7,10.0,-1.8932204550770446,70.1231580480907,60.73360685487126,58.205929296896436,-1.6452506459833909,68.88753958556255,1.2602547405831792
PedNYC10,PedNYC10_scenario7,7,11.0,-1.906069402934704,70.10234805490953,58.52234925490588,58.241839833180364,-1.624003297740102,68.70632859986135,1.4242301803334523
PedNYC10,PedNYC10_scenario7,7,12.0,-1.9061431529680117,70.08116117872795,56.26488737148115,58.28350975610806,-1.6071961942375586,68.52756931387593,1.582092591054195
PedNYC10,PedNYC10_scenario7,7,13.0,-1.900013817080574,70.04609375409458,53.987272198461035,58.32555168355568,-1.6012667235446376,68.33900339191803,1.7330341400365608
