pednyc_number,scenario_number,recording_identifier,source_csv_path,availability_status,processing_status,failure_exclusion_reason
7,12,PedNYC7_scenario12_CSV_Scenario_Ped_12_Session_temp_2024_03_01_15_27_41_decoded,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario12\CSV_Scenario-Ped-12_Session-temp_2024-03-01-15-27-41_decoded.csv,available,success,
7,15,PedNYC7_scenario15,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario15\decoded_clean_PedNYC7_scenario15.csv,available,success,
7,16,PedNYC7_scenario16,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario16\decoded_clean_PedNYC7_scenario16.csv,available,success,
7,21,PedNYC7_scenario21,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario21\decoded_clean_PedNYC7_scenario21.csv,available,success,
8,3,PedNYC8_scenario3,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario3\decoded_clean_PedNYC8_scenario3.csv,available,success,
8,7,PedNYC8_scenario7,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario7\decoded_clean_PedNYC8_scenario7.csv,available,success,
8,12,PedNYC8_scenario12,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario12\decoded_clean_PedNYC8_scenario12.csv,available,success,
8,15,PedNYC8_scenario15,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario15\decoded_clean_PedNYC8_scenario15.csv,available,success,
8,16,PedNYC8_scenario16,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario16\decoded_clean_PedNYC8_scenario16.csv,available,success,
8,21,PedNYC8_scenario21,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario21\decoded_clean_PedNYC8_scenario21.csv,available,failed,"ValueError: validation failed: {'valid': False, 'row_count': 905, 'column_count': 3, 'missing_required': ['time', 'ped_x', 'ped_z', 'veh_x', 'veh_z'], 'empty_required': [], 'duplicate_columns': []}"
9,3,PedNYC9_scenario3,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario3\decoded_clean_PedNYC9_scenario3.csv,available,success,
9,7,PedNYC9_scenario7,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario7\decoded_clean_PedNYC9_scenario7.csv,available,success,
9,12,PedNYC9_scenario12,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario12\decoded_clean_PedNYC9_scenario12.csv,available,success,
9,15,PedNYC9_scenario15,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario15\decoded_clean_PedNYC9_scenario15.csv,available,success,
9,16,PedNYC9_scenario16,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario16\decoded_clean_PedNYC9_scenario16.csv,available,success,
9,21,PedNYC9_scenario21,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario21\decoded_clean_PedNYC9_scenario21.csv,available,success,
10,3,PedNYC10_scenario3,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc10\scenario3\decoded_clean_PedNYC10_scenario3.csv,available,success,
10,7,PedNYC10_scenario7,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc10\scenario7\decoded_clean_PedNYC10_scenario7.csv,available,success,
10,12,PedNYC10_scenario12,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc10\scenario12\decoded_clean_PedNYC10_scenario12.csv,available,failed,"ValueError: validation failed: {'valid': False, 'row_count': 665, 'column_count': 3, 'missing_required': ['time', 'ped_x', 'ped_z', 'veh_x', 'veh_z'], 'empty_required': [], 'duplicate_columns': []}"
10,15,,,missing,not_applicable,No decoded CSV found in inventory
10,16,PedNYC10_scenario16,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc10\scenario16\decoded_clean_PedNYC10_scenario16.csv,available,success,
10,21,PedNYC10_scenario21,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc10\scenario21\decoded_clean_PedNYC10_scenario21.csv,available,failed,"ValueError: validation failed: {'valid': False, 'row_count': 967, 'column_count': 3, 'missing_required': ['time', 'ped_x', 'ped_z', 'veh_x', 'veh_z'], 'empty_required': [], 'duplicate_columns': []}"
11,3,PedNYC11_scenario3,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenario3\decoded_clean_PedNYC11_scenario3.csv,available,success,
11,7,PedNYC11_scenario7,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenario7\decoded_clean_PedNYC11_scenario7.csv,available,success,
11,12,PedNYC11_scenario12,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenario12\decoded_clean_PedNYC11_scenario12.csv,available,success,
11,15,PedNYC11_scenario15,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenario15\decoded_clean_PedNYC11_scenario15.csv,available,success,
11,16,PedNYC11_scenario16,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenario16\decoded_clean_PedNYC11_scenario16.csv,available,success,
11,21,PedNYC11_scenario21,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenario21\decoded_clean_PedNYC11_scenario21.csv,available,success,
12,3,PedNYC12_scenario3,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc12\scenario3\decoded_clean_PedNYC12_scenario3.csv,available,success,
12,7,PedNYC12_scenario7,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc12\scenario7\decoded_clean_PedNYC12_scenario7.csv,available,success,
12,12,PedNYC12_scenario12,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc12\scenario12\decoded_clean_PedNYC12_scenario12.csv,available,success,
12,15,PedNYC12_scenario15,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc12\scenario15\decoded_clean_PedNYC12_scenario15.csv,available,success,
12,16,PedNYC12_scenario16,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc12\scenario16\decoded_clean_PedNYC12_scenario16.csv,available,success,
12,21,PedNYC12_scenario21,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc12\scenario21\decoded_clean_PedNYC12_scenario21.csv,available,success,
13,3,PedNYC13_scenario3,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc13\scenario3\decoded_clean_PedNYC13_scenario3.csv,available,success,
13,7,PedNYC13_scenario7,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc13\scenario7\decoded_clean_PedNYC13_scenario7.csv,available,success,
13,12,PedNYC13_scenario12,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc13\scenario12\decoded_clean_PedNYC13_scenario12.csv,available,success,
13,15,PedNYC13_scenario15,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc13\scenario15\decoded_clean_PedNYC13_scenario15.csv,available,success,
13,16,PedNYC13_scenario16,C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc13\scenario16\decoded_clean_PedNYC13_scenario16.csv,available,success,
