participant_id,recording_identifier,scenario,original_interaction_duration,data_quality_flags,pedestrian_mean_path_deviation,pedestrian_median_path_deviation,pedestrian_maximum_path_deviation,pedestrian_progress_at_maximum_deviation,pedestrian_path_length,vehicle_mean_path_deviation,vehicle_median_path_deviation,vehicle_maximum_path_deviation,vehicle_progress_at_maximum_deviation,vehicle_path_length
PedNYC10,PedNYC10_scenario16,16,5.420043999999999,,2.6892244610876643,2.3530420969686596,5.3533647164464515,100.0,4.593916791727894,18.920714561886054,20.131900600446627,26.992472872963887,17.0,46.14100712534411
PedNYC11,PedNYC11_scenario16,16,13.951416,,1.6387885613386621,2.160332834439058,2.6493758603584494,91.0,12.849698650398937,7.984396836238219,8.339994661282143,9.167738681014391,45.0,66.87846278806063
PedNYC12,PedNYC12_scenario16,16,9.796631000000001,,0.7360823129027524,0.24740324047441545,2.5065953168410955,100.0,8.187581809709542,12.10828407926799,13.10447786357241,15.737415343831364,26.0,54.98034099232948
PedNYC13,PedNYC13_scenario16,16,29.421997,,1.7929841815626497,1.564334160602782,3.6777070902968196,51.0,10.604950543194471,19.327455250624062,21.79985947363123,29.244326444086962,28.0,99.08233614971196
PedNYC15,PedNYC15_scenario16,16,26.044922,,2.2263133531109296,2.7440214324410492,4.696456377276949,87.0,15.297784216194716,8.486655880334624,6.50215125235861,20.34202375325133,5.0,89.68994507657251
PedNYC16,PedNYC16_scenario16_CSV_Scenario_Ped_16_Session_temp_2024_03_14_17_07_34_decoded,16,31.673828,robust_outlier:pedestrian_maximum_path_deviation;robust_outlier:vehicle_maximum_path_deviation,5.118391038800351,4.704463543813269,10.178386753156204,100.0,1.5623053847173343,63.582174181218164,56.139430832285164,115.94832629926373,92.0,100.09461554505161
PedNYC16,PedNYC16_scenario16_CSV_Scenario_Ped_16_Session_temp_2024_03_14_17_08_25_decoded,16,11.708618000000001,,1.029472334861884,1.045874481166874,1.8874656269316024,53.0,9.805801991684366,9.35334848331363,8.59539301267521,13.478980867887001,14.0,57.73389171812111
PedNYC17,PedNYC17_scenario16,16,21.843994,,2.3485530992567036,2.2080134841964414,4.59319072353627,80.0,15.365923123385441,13.821474486725393,12.10837738704181,25.182775672318854,20.0,94.09395839044106
PedNYC19,PedNYC19_scenario16,16,10.833252,,1.6471733752523274,1.0156560975294378,4.23639790307223,100.0,6.261292588358172,18.266630791320765,21.707875853714548,26.998792509131093,27.0,46.47441321391676
PedNYC1,PedNYC1_scenario16,16,31.797606999999996,,1.6289081586438747,1.4339041486312425,3.6446565518035174,50.0,11.412275738765732,19.976866944558942,19.722557966351047,31.587657505302506,32.0,106.78107351597245
PedNYC20,PedNYC20_scenario16,16,9.041991999999999,,1.0324071116473819,0.7467354561217752,2.148788676677607,98.0,8.841537264997836,10.105893832230661,9.128160716881284,16.89382307085957,20.0,48.31988066280509
PedNYC22,PedNYC22_scenario16,16,12.375366999999999,,1.2963309469278512,1.3942299646551037,2.2206053085911694,100.0,8.546762458864988,11.663757046972748,11.535879924179273,19.438763637677415,100.0,78.94987581306835
PedNYC23,PedNYC23_scenario16,16,23.334229,robust_outlier:pedestrian_maximum_path_deviation,7.568503885912424,9.292590565385261,11.948936245544248,68.0,20.691938135330656,8.360052470757067,6.244646697164363,16.767179930240168,12.0,46.25667645290628
PedNYC24,PedNYC24_scenario16,16,31.627563999999996,robust_outlier:vehicle_maximum_path_deviation,3.3221184029967943,2.903659712513276,6.7061883657280505,98.0,6.073866872977315,22.76342994857083,20.207035527365864,44.51732751932687,53.0,103.35589308947476
PedNYC25,PedNYC25_scenario16,16,16.708985,,3.3903573132599263,3.5600538963585775,5.437496840337045,65.0,13.43874192197804,16.001370631373472,18.083046492189176,21.533758570310496,64.0,60.278202143415086
PedNYC26,PedNYC26_scenario16,16,16.000733000000004,,3.237342582014761,3.7694698592627294,5.0359912220555785,85.0,15.165090481884821,12.300430327284014,12.486406394059248,17.260166177889793,71.0,57.85482675750836
PedNYC28,PedNYC28_scenario16,16,17.416748000000002,,4.425273104766665,4.981902495344297,8.176269037600246,96.0,18.214432149552408,14.417486949170442,16.18133948686556,21.118676468739316,9.0,37.12575905266352
PedNYC2,PedNYC2_scenario16,16,10.359620000000001,,0.5831809902736973,0.6657245656809767,0.9537951684015924,93.0,10.626940424475087,6.861351019792893,6.832344292808296,9.33214401282555,22.0,61.822286809831425
PedNYC30,PedNYC30_scenario16,16,28.918213,,2.4679344336759375,2.415068398947149,4.906957984739115,97.0,17.077190174898668,16.820462588181307,20.58203776249086,25.353717902593043,22.0,87.85926489376767
PedNYC3,PedNYC3_scenario16,16,22.320556,,4.520760511998119,4.614220585142692,8.403677774324741,80.0,5.302650637733056,13.321641036935423,12.875388712553741,19.265797560118127,5.0,83.69862217934946
PedNYC4,PedNYC4_scenario16,16,9.276855,,1.7553221303890476,1.4830758001118833,3.7580897961003625,100.0,6.1199481513433245,9.558946682815971,10.98193171411891,13.773359159884265,24.0,50.77168169753315
PedNYC5,PedNYC5_scenario16,16,10.703156,,0.555126525460442,0.6106408826504053,1.0956161522175272,48.0,9.406663508578847,5.466343348523094,5.0536536749731376,8.831989241512645,14.0,56.983029116144145
PedNYC7,PedNYC7_scenario16,16,37.437134,,1.7431045022304623,1.5461660743222572,3.60246587125961,47.0,13.900170988987902,19.515089515961897,20.808127467823915,28.061123603682535,24.0,90.31335355798323
PedNYC8,PedNYC8_scenario16,16,21.706787,,1.9892220356447357,1.8881292298489962,3.6668601936977923,45.0,13.029048189608439,16.194075287172033,20.091417573838335,22.76092523230728,17.0,87.4296946906952
PedNYC9,PedNYC9_scenario16,16,10.234864000000002,,0.6419024988524455,0.5562611220753847,1.1788195574660432,95.0,9.718351851596505,11.658940433349134,11.32379078539907,16.56127756551043,14.0,64.89214248466692
