participant_id,recording_identifier,scenario,progress_percent,ped_x,ped_z,veh_x,veh_z,mean_x,mean_z,deviation_m
PedNYC10,PedNYC10_scenario16,16,0.0,8.190910339355469,47.43327331542969,2.696131388346354,70.23146438598634,-0.1372234801090125,95.83810033624823,25.762913354274286
PedNYC10,PedNYC10_scenario16,16,1.0,8.191608119896523,47.45104330641431,2.689842674386939,69.75701227200295,-0.05759769924313101,95.44035915615976,25.829880676816522
PedNYC10,PedNYC10_scenario16,16,2.0,8.194748106503116,47.47355970995282,2.682641443401386,69.21371529802254,0.028670712098326022,95.03829579735219,25.960595497965198
PedNYC10,PedNYC10_scenario16,16,3.0,8.19932974603001,47.496014753340766,2.675502124813611,68.67508930577179,0.12152430117586356,94.63325715619152,26.08350591608033
PedNYC10,PedNYC10_scenario16,16,4.0,8.206362654180612,47.522679103239525,2.668429390469339,68.14148676271782,0.21960452522816476,94.22309612230448,26.196318252890084
PedNYC10,PedNYC10_scenario16,16,5.0,8.216116481479123,47.55376217135422,2.661374300639292,67.60921541029018,0.3218069184361911,93.8068744759955,26.301918486277785
PedNYC10,PedNYC10_scenario16,16,6.0,8.227535648046278,47.58635109330085,2.654126453625269,67.06240148937981,0.42776022627538834,93.3833080894346,26.414897895450824
PedNYC10,PedNYC10_scenario16,16,7.0,8.238332623908958,47.615838074854764,2.64685553207389,66.51384670967089,0.5348539802184223,92.95258545424389,26.522960938756924
PedNYC10,PedNYC10_scenario16,16,8.0,8.251038266387267,47.64944525726879,2.6396810953277403,65.97257122746286,0.643678796423957,92.5130892325624,26.615467705006452
PedNYC10,PedNYC10_scenario16,16,9.0,8.264029085617187,47.68509301447907,2.632835485993357,65.45610413400563,0.7569578827557086,92.06466589717412,26.67460357506145
PedNYC10,PedNYC10_scenario16,16,10.0,8.274905763715951,47.71808689176641,2.6259603710389237,64.93741098862478,0.8766993889180741,91.60745730160528,26.727350866108956
PedNYC10,PedNYC10_scenario16,16,11.0,8.285278983894417,47.75502784136704,2.6189908946592495,64.4115987441764,1.0007703538146426,91.1421234695374,26.77946208966765
PedNYC10,PedNYC10_scenario16,16,12.0,8.293807049874205,47.78961678624977,2.61183485542922,63.871711262833315,1.1224500571712135,90.66948048005395,26.839126328863607
PedNYC10,PedNYC10_scenario16,16,13.0,8.301691280488292,47.82924363488999,2.604871919602075,63.34639247046342,1.242079609458315,90.18762980375112,26.875811140549125
PedNYC10,PedNYC10_scenario16,16,14.0,8.307560193106914,47.864580589623685,2.597652168674913,62.80169825922531,1.3630034065428762,89.69516169378011,26.92178918778561
PedNYC10,PedNYC10_scenario16,16,15.0,8.312551545734859,47.904117796980074,2.5905426111459815,62.265317590481686,1.4828797792253394,89.19351198128275,26.950966032741544
PedNYC10,PedNYC10_scenario16,16,16.0,8.316314629581852,47.943698794650494,2.583433469983159,61.72896833448512,1.603652806017363,88.68157323870366,26.970407510313724
PedNYC10,PedNYC10_scenario16,16,17.0,8.318693701548764,47.986822873192274,2.5761359281659906,61.178405188445694,1.7334212035943455,88.15771992567876,26.992472872963887
PedNYC10,PedNYC10_scenario16,16,18.0,8.319803340561137,48.02853666267789,2.569296724023095,60.66242133475125,1.8736737350953596,87.62067839563801,26.967230393638413
