participant_id,recording_identifier,scenario,progress_percent,ped_x,ped_z,veh_x,veh_z
PedNYC10,PedNYC10_scenario16,16,0.0,8.190910339355469,47.43327331542969,2.696131388346354,70.23146438598634
PedNYC10,PedNYC10_scenario16,16,1.0,8.191608119896523,47.45104330641431,2.689842674386939,69.75701227200295
PedNYC10,PedNYC10_scenario16,16,2.0,8.194748106503116,47.47355970995282,2.682641443401386,69.21371529802254
PedNYC10,PedNYC10_scenario16,16,3.0,8.19932974603001,47.496014753340766,2.675502124813611,68.67508930577179
PedNYC10,PedNYC10_scenario16,16,4.0,8.206362654180612,47.522679103239525,2.668429390469339,68.14148676271782
PedNYC10,PedNYC10_scenario16,16,5.0,8.216116481479123,47.55376217135422,2.661374300639292,67.60921541029018
PedNYC10,PedNYC10_scenario16,16,6.0,8.227535648046278,47.58635109330085,2.654126453625269,67.06240148937981
PedNYC10,PedNYC10_scenario16,16,7.0,8.238332623908958,47.615838074854764,2.64685553207389,66.51384670967089
PedNYC10,PedNYC10_scenario16,16,8.0,8.251038266387267,47.64944525726879,2.6396810953277403,65.97257122746286
PedNYC10,PedNYC10_scenario16,16,9.0,8.264029085617187,47.68509301447907,2.632835485993357,65.45610413400563
PedNYC10,PedNYC10_scenario16,16,10.0,8.274905763715951,47.71808689176641,2.6259603710389237,64.93741098862478
PedNYC10,PedNYC10_scenario16,16,11.0,8.285278983894417,47.75502784136704,2.6189908946592495,64.4115987441764
PedNYC10,PedNYC10_scenario16,16,12.0,8.293807049874205,47.78961678624977,2.61183485542922,63.871711262833315
PedNYC10,PedNYC10_scenario16,16,13.0,8.301691280488292,47.82924363488999,2.604871919602075,63.34639247046342
PedNYC10,PedNYC10_scenario16,16,14.0,8.307560193106914,47.864580589623685,2.597652168674913,62.80169825922531
PedNYC10,PedNYC10_scenario16,16,15.0,8.312551545734859,47.904117796980074,2.5905426111459815,62.265317590481686
PedNYC10,PedNYC10_scenario16,16,16.0,8.316314629581852,47.943698794650494,2.583433469983159,61.72896833448512
PedNYC10,PedNYC10_scenario16,16,17.0,8.318693701548764,47.986822873192274,2.5761359281659906,61.178405188445694
PedNYC10,PedNYC10_scenario16,16,18.0,8.319803340561137,48.02853666267789,2.569296724023095,60.66242133475125
PedNYC10,PedNYC10_scenario16,16,19.0,8.320229091617039,48.07771103063311,2.5627176267151155,60.16606124491121
PedNYC10,PedNYC10_scenario16,16,20.0,8.321030408635378,48.12232342563113,2.5557766286768864,59.64239754933766
PedNYC10,PedNYC10_scenario16,16,21.0,8.322240007449324,48.161197238884974,2.548897439247057,59.12339700510263
PedNYC10,PedNYC10_scenario16,16,22.0,8.326390409100895,48.21255386950113,2.541878086570696,58.593821842742344
PedNYC10,PedNYC10_scenario16,16,23.0,8.33184895972469,48.26093139407368,2.534856477063549,58.064076413751366
PedNYC10,PedNYC10_scenario16,16,24.0,8.337620730286535,48.30331217212183,2.527903171491572,57.539484176119366
PedNYC10,PedNYC10_scenario16,16,25.0,8.344294126019944,48.34514315551584,2.5210570849088354,57.022981076653416
PedNYC10,PedNYC10_scenario16,16,26.0,8.3512842034713,48.384822942898474,2.5141464117330496,56.50160524075754
PedNYC10,PedNYC10_scenario16,16,27.0,8.362413283627337,48.43769331761613,2.5074985541811188,56.00005753333604
PedNYC10,PedNYC10_scenario16,16,28.0,8.374699776217863,48.49063970797666,2.5016026946271204,55.55524432554881
PedNYC10,PedNYC10_scenario16,16,29.0,8.387882108835194,48.54403257588264,2.4947528970676878,55.038461251393315
PedNYC10,PedNYC10_scenario16,16,30.0,8.401886748155809,48.60158945150496,2.4877140960087396,54.50741880553254
PedNYC10,PedNYC10_scenario16,16,31.0,8.414601330988834,48.659417876101266,2.480571099813168,53.96851535610934
PedNYC10,PedNYC10_scenario16,16,32.0,8.42379029798958,48.70422425683202,2.473448194223566,53.43112764273894
PedNYC10,PedNYC10_scenario16,16,33.0,8.43350677435046,48.760253093104836,2.4664991811848114,52.90685925533689
PedNYC10,PedNYC10_scenario16,16,34.0,8.44141772145048,48.8113700017805,2.459387233429309,52.3702982559157
PedNYC10,PedNYC10_scenario16,16,35.0,8.448351674223522,48.86286818894466,2.4523070149844006,51.83613107478294
PedNYC10,PedNYC10_scenario16,16,36.0,8.453777156876928,48.90950226726908,2.4452003645920897,51.29996973500293
PedNYC10,PedNYC10_scenario16,16,37.0,8.458699926714536,48.96769470438584,2.4382939999505298,50.77891895653297
PedNYC10,PedNYC10_scenario16,16,38.0,8.462066589851204,49.017921198454935,2.4311620869200024,50.24085167665396
PedNYC10,PedNYC10_scenario16,16,39.0,8.464470449150758,49.065490963426676,2.4241155498758253,49.70922558927773
PedNYC10,PedNYC10_scenario16,16,40.0,8.466367610343168,49.12609008236161,2.4168867612954,49.163849532160754
PedNYC10,PedNYC10_scenario16,16,41.0,8.46822464947387,49.18400112386387,2.410078620054681,48.65020921956227
PedNYC10,PedNYC10_scenario16,16,42.0,8.47080399654284,49.24008075028958,2.402979223198888,48.114595122947925
PedNYC10,PedNYC10_scenario16,16,43.0,8.474414179189324,49.29617565354623,2.3958723941711373,47.578420306014706
PedNYC10,PedNYC10_scenario16,16,44.0,8.47917018775533,49.354263542803295,2.3887149486536865,47.038426727297114
PedNYC10,PedNYC10_scenario16,16,45.0,8.48383081282194,49.4046309387543,2.381926783544346,46.526293514214125
PedNYC10,PedNYC10_scenario16,16,46.0,8.489507575396901,49.457861395651925,2.3750479349160027,46.00731868175211
PedNYC10,PedNYC10_scenario16,16,47.0,8.496870349638296,49.517538692264665,2.3680718065319826,45.48100457674138
PedNYC10,PedNYC10_scenario16,16,48.0,8.504479538255875,49.570373047420446,2.361059682298348,44.951974764345245
PedNYC10,PedNYC10_scenario16,16,49.0,8.513161816969857,49.622898862570274,2.3542375517365635,44.43727902722024
PedNYC10,PedNYC10_scenario16,16,50.0,8.524371470989097,49.684873420501425,2.3472231929959952,43.90808063241677
PedNYC10,PedNYC10_scenario16,16,51.0,8.534897967307659,49.74519389361059,2.340123200115614,43.37242156871891
