event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.0,0.25708,head_check,0.25708,1.0,23,16
1,0.25708,3.54895,low_motion,3.2918700000000003,0.9,23,16
2,3.257202,3.590576,head_check,0.33337400000000006,1.0,23,16
3,3.590576,12.507446,low_motion,8.91687,0.9,23,16
4,12.09082,14.507446,acceleration,2.416625999999999,0.8,23,16
5,14.09082,16.507446,crossing_commitment,2.416626000000001,0.78,23,16
6,16.09082,18.007568,acceleration,1.9167479999999983,0.8,23,16
7,17.59082,19.007568,crossing_commitment,1.4167479999999983,0.78,23,16
8,18.59082,19.507568,deceleration,0.9167479999999983,0.8,23,16
9,19.09082,21.00769,head_check,1.9168699999999994,1.0,23,16
10,20.591064,21.50769,acceleration,0.9166260000000008,0.8,23,16
11,21.091064,21.799438,crossing_commitment,0.7083739999999992,0.78,23,16
12,21.799438,22.716064,acceleration,0.9166260000000008,0.8,23,16
13,22.299438,23.216064,possible_yielding,0.9166260000000008,0.85,23,16
14,22.799438,23.716064,crossing_commitment,0.9166260000000008,0.78,23,16
15,23.299438,24.216187,possible_yielding,0.9167490000000029,0.85,23,16
16,23.799438,24.716309,crossing_commitment,0.9168710000000004,0.78,23,16
17,24.299561,25.216309,deceleration,0.9167479999999983,0.8,23,16
18,24.799561,27.216309,crossing_commitment,2.4167479999999983,0.78,23,16
19,26.799683,29.216431,deceleration,2.4167479999999983,0.8,23,16
20,28.799683,29.716431,acceleration,0.9167479999999983,0.8,23,16
21,29.299683,30.091431,deceleration,0.7917479999999983,0.8,23,16
22,30.091431,31.008057,low_motion,0.9166260000000008,0.9,23,16
23,30.591431,31.508057,acceleration,0.9166260000000008,0.8,23,16
24,31.091431,32.008179,possible_hesitation,0.9167479999999983,0.82,23,16
25,31.591431,34.008179,low_motion,2.4167479999999983,0.9,23,16
26,33.591553,36.008301,head_check,2.4167480000000054,1.0,23,16
27,35.591675,42.136963,low_motion,6.545287999999999,0.9,23,16
