event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.049316,1.341064,head_check,1.2917480000000001,1.0,25,7
1,1.049316,3.341064,low_motion,2.291748,0.9,25,7
2,3.049561,3.382813,head_check,0.3332519999999999,1.0,25,7
3,3.382813,4.341064,possible_hesitation,0.9582510000000002,0.82,25,7
4,3.882813,11.841553,low_motion,7.958739999999999,0.9,25,7
5,11.383057,13.841553,acceleration,2.4584959999999985,0.8,25,7
6,13.383301,19.758301,crossing_commitment,6.375,0.78,25,7
7,19.300049,20.758545,deceleration,1.4584960000000002,0.8,25,7
8,20.300049,22.758545,acceleration,2.4584960000000002,0.8,25,7
9,22.300049,25.758789,crossing_commitment,3.458739999999999,0.78,25,7
10,25.300293,26.258789,deceleration,0.9584960000000002,0.8,25,7
11,25.800537,27.758789,crossing_commitment,1.9582520000000017,0.78,25,7
12,27.300537,29.550537,possible_yielding,2.25,0.85,25,7
13,29.550537,36.925537,low_motion,7.375,0.9,25,7
14,36.550537,36.983887,head_check,0.43335000000000434,1.0,25,7
