event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.0,10.17627,low_motion,10.17627,0.9,28,7
1,9.67627,10.67627,acceleration,1.0,0.8,28,7
2,10.17627,11.17627,low_motion,1.0,0.75,28,7
3,10.67627,12.17627,acceleration,1.5,0.8,28,7
4,12.17627,13.05127,crossing_commitment,0.875,0.78,28,7
5,12.67627,13.55127,acceleration,0.875,0.8,28,7
6,13.17627,14.55127,crossing_commitment,1.375,0.78,28,7
7,14.17627,15.05127,acceleration,0.875,0.8,28,7
8,14.67627,18.05127,crossing_commitment,3.3749999999999982,0.78,28,7
9,17.718018,18.55127,deceleration,0.8332519999999981,0.8,28,7
10,18.218018,19.05127,crossing_commitment,0.8332519999999981,0.78,28,7
11,18.718018,21.634766,head_check,2.9167479999999983,1.0,28,7
12,21.218018,22.634766,crossing_commitment,1.4167479999999983,0.78,28,7
13,22.218018,24.135986,head_check,1.9179679999999983,1.0,28,7
14,23.718018,27.635986,crossing_commitment,3.9179679999999983,0.78,28,7
15,27.219482,28.135986,deceleration,0.9165039999999998,0.8,28,7
16,27.719482,30.552734,possible_yielding,2.8332520000000017,0.85,28,7
17,30.135986,37.896484,low_motion,7.760498000000002,0.9,28,7
