event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.0,0.424072,low_motion,0.424072,0.9,28,12
1,0.424072,0.840576,head_check,0.416504,1.0,28,12
2,0.840576,14.757568,low_motion,13.916991999999999,0.9,28,12
3,14.341064,17.924316,acceleration,3.5832520000000017,0.8,28,12
4,17.924316,20.341064,crossing_commitment,2.4167479999999983,0.78,28,12
5,19.924316,20.841064,acceleration,0.9167479999999983,0.8,28,12
6,20.424316,23.341064,crossing_commitment,2.9167479999999983,0.78,28,12
7,22.924316,23.841064,acceleration,0.9167479999999983,0.8,28,12
8,23.424316,24.341064,crossing_commitment,0.9167479999999983,0.78,28,12
9,23.924316,24.841064,acceleration,0.9167479999999983,0.8,28,12
10,24.424316,26.841064,crossing_commitment,2.4167479999999983,0.78,28,12
11,26.424316,27.341064,acceleration,0.9167479999999983,0.8,28,12
12,26.924316,28.341064,crossing_commitment,1.4167479999999983,0.78,28,12
13,27.924316,30.007813,deceleration,2.0834969999999977,0.8,28,12
14,30.007813,32.549561,low_motion,2.5417479999999983,0.9,28,12
