event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.0,0.46582,low_motion,0.46582,0.9,26,16
1,0.46582,1.299072,acceleration,0.833252,0.8,26,16
2,0.96582,2.299072,head_check,1.3332519999999999,1.0,26,16
3,1.96582,2.799072,low_motion,0.8332519999999999,0.9,26,16
4,2.46582,3.049072,acceleration,0.5832519999999999,0.8,26,16
5,3.049072,5.007568,low_motion,1.9584960000000002,0.9,26,16
6,4.549072,5.507568,possible_hesitation,0.9584960000000002,0.82,26,16
7,5.049072,9.007568,low_motion,3.9584959999999993,0.9,26,16
8,8.549316,9.507568,acceleration,0.9582519999999999,0.8,26,16
9,9.049316,12.507568,low_motion,3.458252,0.9,26,16
10,12.049316,14.007813,acceleration,1.9584970000000013,0.8,26,16
11,13.549316,14.507813,crossing_commitment,0.9584970000000013,0.78,26,16
12,14.049316,15.507813,acceleration,1.4584970000000013,0.8,26,16
13,15.049316,17.174561,crossing_commitment,2.1252450000000014,0.78,26,16
14,16.757813,17.674561,acceleration,0.9167480000000019,0.8,26,16
15,17.257813,18.674805,crossing_commitment,1.4169920000000005,0.78,26,16
16,18.258057,19.174805,deceleration,0.9167479999999983,0.8,26,16
17,18.758057,19.674805,acceleration,0.9167479999999983,0.8,26,16
18,19.258057,20.674805,crossing_commitment,1.4167479999999983,0.78,26,16
19,20.258057,21.174805,acceleration,0.9167479999999983,0.8,26,16
20,20.758057,23.674805,crossing_commitment,2.9167479999999983,0.78,26,16
21,23.258301,24.174805,acceleration,0.9165039999999998,0.8,26,16
22,23.758301,25.175049,crossing_commitment,1.416748000000002,0.78,26,16
23,24.758301,25.675049,deceleration,0.9167480000000019,0.8,26,16
24,25.258301,26.175049,crossing_commitment,0.9167480000000019,0.78,26,16
25,25.758301,27.175049,deceleration,1.416748000000002,0.8,26,16
26,26.758301,27.675049,crossing_commitment,0.9167480000000019,0.78,26,16
27,27.258301,27.883301,deceleration,0.625,0.8,26,16
28,27.883301,30.853027,low_motion,2.9697260000000014,0.9,26,16
