event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.0,0.794189,low_motion,0.794189,0.9,7,12
1,0.548096,1.765259,head_check,1.2171629999999998,1.0,7,12
2,1.504639,14.82489,low_motion,13.320250999999999,0.9,7,12
3,14.375977,17.803101,acceleration,3.427124000000001,0.8,7,12
4,17.372314,23.63739,crossing_commitment,6.2650760000000005,0.78,7,12
5,23.187805,24.612183,acceleration,1.4243780000000008,0.8,7,12
6,24.20459,28.620361,crossing_commitment,4.4157709999999994,0.78,7,12
7,28.2005,29.602722,acceleration,1.4022219999999983,0.8,7,12
8,29.215332,30.643982,crossing_commitment,1.428650000000001,0.78,7,12
9,30.203064,31.609253,acceleration,1.4061889999999977,0.8,7,12
10,31.218628,32.113647,deceleration,0.8950190000000013,0.8,7,12
11,31.696167,32.62677,crossing_commitment,0.9306030000000014,0.78,7,12
12,32.200806,33.137695,deceleration,0.9368890000000007,0.8,7,12
13,32.711182,34.130432,crossing_commitment,1.4192499999999981,0.78,7,12
14,33.707642,35.113464,deceleration,1.4058220000000006,0.8,7,12
15,34.686096,36.145813,low_motion,1.4597169999999977,0.9,7,12
