event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.0,0.88208,acceleration,0.88208,0.8,17,21
1,0.50708,14.132813,low_motion,13.625733,0.9,17,21
2,13.674561,16.633057,acceleration,2.9584960000000002,0.8,17,21
3,16.174805,19.133057,head_check,2.9582520000000017,1.0,17,21
4,18.674805,19.633057,crossing_commitment,0.9582520000000017,0.78,17,21
5,19.174805,20.133057,acceleration,0.9582520000000017,0.8,17,21
6,19.674805,20.633057,deceleration,0.9582520000000017,0.8,17,21
7,20.174805,25.133057,head_check,4.958252000000002,1.0,17,21
8,25.133057,27.008301,possible_yielding,1.8752439999999986,0.85,17,21
9,26.633057,28.008301,crossing_commitment,1.3752439999999986,0.78,17,21
10,27.633301,28.508301,acceleration,0.875,0.8,17,21
11,28.133301,29.008301,possible_yielding,0.875,0.85,17,21
12,28.633301,30.008301,head_check,1.375,1.0,17,21
13,29.633301,31.466553,possible_yielding,1.8332520000000017,0.85,17,21
14,31.008301,31.966553,low_motion,0.9582520000000017,0.9,17,21
15,31.508301,37.966797,possible_yielding,6.458496,0.85,17,21
16,37.508545,44.467041,low_motion,6.958496000000004,0.9,17,21
17,44.008545,44.967041,acceleration,0.9584960000000038,0.8,17,21
18,44.508545,46.467529,crossing_commitment,1.958984000000001,0.78,17,21
19,46.009033,48.467529,low_motion,2.4584959999999967,0.9,17,21
20,48.009277,48.967529,acceleration,0.9582520000000017,0.8,17,21
21,48.509277,49.467529,crossing_commitment,0.9582520000000017,0.78,17,21
22,49.009277,49.967529,deceleration,0.9582520000000017,0.8,17,21
23,49.509277,50.269531,low_motion,0.7602540000000033,0.9,17,21
