event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.215698,1.132355,acceleration,0.916657,0.8,16,21
1,0.715698,1.632355,deceleration,0.916657,0.8,16,21
2,1.215698,12.549164,low_motion,11.333466,0.9,16,21
3,12.132507,15.049194,acceleration,2.9166869999999996,0.8,16,21
4,14.632507,15.549194,crossing_commitment,0.9166869999999996,0.78,16,21
5,15.132507,16.049194,acceleration,0.9166869999999996,0.8,16,21
6,15.632507,16.549194,deceleration,0.9166869999999996,0.8,16,21
7,16.132507,17.049194,acceleration,0.9166869999999996,0.8,16,21
8,16.632538,17.549194,crossing_commitment,0.9166559999999997,0.78,16,21
9,17.132538,18.049194,deceleration,0.9166559999999997,0.8,16,21
10,17.632538,18.549225,acceleration,0.9166869999999996,0.8,16,21
11,18.132538,22.632599,possible_yielding,4.500060999999999,0.85,16,21
12,22.215912,23.132599,crossing_commitment,0.9166869999999996,0.78,16,21
13,22.715912,23.632599,acceleration,0.9166869999999996,0.8,16,21
14,23.215912,24.132599,crossing_commitment,0.9166869999999996,0.78,16,21
15,23.715942,24.632599,acceleration,0.9166570000000007,0.8,16,21
16,24.215942,26.132599,crossing_commitment,1.9166570000000007,0.78,16,21
17,25.715942,26.632629,possible_yielding,0.9166870000000031,0.85,16,21
18,26.215942,27.132629,crossing_commitment,0.9166870000000031,0.78,16,21
19,26.715942,30.75766,possible_yielding,4.041718000000003,0.85,16,21
20,30.75766,40.382843,low_motion,9.625183,0.9,16,21
