event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.0,0.882935,head_check,0.882935,1.0,16,16
1,0.507935,16.508179,low_motion,16.000244,0.9,16,16
2,16.133179,19.008179,acceleration,2.875,0.8,16,16
3,18.633179,19.716553,crossing_commitment,1.0833740000000027,0.78,16,16
4,19.716553,20.674805,deceleration,0.9582519999999981,0.8,16,16
5,20.216553,21.174805,acceleration,0.9582519999999981,0.8,16,16
6,20.716553,21.674805,crossing_commitment,0.9582519999999981,0.78,16,16
7,21.216553,22.174805,possible_yielding,0.9582519999999981,0.85,16,16
8,21.716553,23.174927,crossing_commitment,1.4583739999999992,0.78,16,16
9,22.716553,23.674927,possible_yielding,0.9583739999999992,0.85,16,16
10,23.216675,24.174927,deceleration,0.9582520000000017,0.8,16,16
11,23.716675,25.675049,crossing_commitment,1.9583740000000027,0.78,16,16
12,25.216675,26.175049,acceleration,0.9583740000000027,0.8,16,16
13,25.716675,26.675049,deceleration,0.9583740000000027,0.8,16,16
14,26.216675,27.175049,possible_hesitation,0.9583740000000027,0.82,16,16
15,26.716675,27.675049,crossing_commitment,0.9583740000000027,0.78,16,16
16,27.216675,32.841797,low_motion,5.625122000000001,0.9,16,16
