event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.0,1.043091,low_motion,1.043091,0.9,16,21
1,1.043091,1.751434,acceleration,0.708343,0.8,16,21
2,1.751434,15.2099,low_motion,13.458466,0.9,16,21
3,14.751556,17.20993,acceleration,2.458373999999999,0.8,16,21
4,16.751587,17.70993,crossing_commitment,0.9583429999999993,0.78,16,21
5,17.251587,18.33493,acceleration,1.0833429999999993,0.8,16,21
6,18.33493,19.751617,possible_yielding,1.4166869999999996,0.85,16,21
7,19.33493,20.751617,acceleration,1.4166869999999996,0.8,16,21
8,20.334961,22.751648,head_check,2.4166869999999996,1.0,16,21
9,22.334991,23.751678,acceleration,1.4166869999999996,0.8,16,21
10,23.334991,25.251678,crossing_commitment,1.9166869999999996,0.78,16,21
11,24.835022,25.751678,acceleration,0.9166559999999997,0.8,16,21
12,25.335022,26.751709,possible_yielding,1.4166870000000031,0.85,16,21
13,26.335022,27.751709,acceleration,1.4166870000000031,0.8,16,21
14,27.335052,29.251709,possible_yielding,1.9166570000000007,0.85,16,21
15,28.835052,29.751709,crossing_commitment,0.9166570000000007,0.78,16,21
16,29.335052,31.460083,possible_yielding,2.125031,0.85,16,21
17,31.460083,33.293427,head_check,1.8333440000000003,1.0,16,21
18,32.960083,34.793427,possible_yielding,1.8333440000000039,0.85,16,21
19,34.460114,36.668457,low_motion,2.2083429999999993,0.9,16,21
