event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.0,0.268066,low_motion,0.268066,0.9,9,16
1,0.268066,0.812988,head_check,0.544922,1.0,9,16
2,0.812988,10.764648,low_motion,9.951659999999999,0.9,9,16
3,10.335938,12.749268,acceleration,2.41333,0.8,9,16
4,12.32959,13.291748,crossing_commitment,0.9621580000000005,0.78,9,16
5,12.842529,14.502686,acceleration,1.6601569999999999,0.8,9,16
6,14.088379,16.032471,crossing_commitment,1.9440920000000013,0.78,9,16
7,15.607666,16.493408,acceleration,0.8857419999999987,0.8,9,16
8,16.077881,17.02124,possible_yielding,0.9433589999999974,0.85,9,16
9,16.586914,19.032471,crossing_commitment,2.445557000000001,0.78,9,16
10,18.585449,20.501221,deceleration,1.9157720000000005,0.8,9,16
11,20.088379,21.002197,crossing_commitment,0.9138179999999991,0.78,9,16
12,20.606445,21.325928,acceleration,0.7194830000000003,0.8,9,16
