macro_segment_id,macro_label,tag_dimension,tag_type,tag,count,total_duration_sec,mean_duration_sec,first_start_time_sec,last_end_time_sec,speed_mean,distance_min,macro_duration_sec,percent_of_macro_segment
0,pre_movement_low_motion,motion,inferred,mixed_motion,1,1.0896,1.0896,4.164795,5.254395,0.17152932003880914,83.37338228349809,9.894286999999998,11.012415548487729
0,pre_movement_low_motion,car_context,observable,neutral,7,9.448974,1.3498534285714285,0.207764,9.894287,0.08034751389476488,68.453622052471,9.894286999999998,95.49929166194593
0,pre_movement_low_motion,head,observable,head_active,6,8.134032999999999,1.3556721666666665,0.207764,9.894287,0.09055574493376832,68.453622052471,9.894286999999998,82.20939012583726
0,pre_movement_low_motion,head,observable,head_still,1,1.3149410000000001,1.3149410000000001,6.611084,7.926025,0.019098127660744212,75.80782251153641,9.894286999999998,13.289901536108667
0,pre_movement_low_motion,motion,observable,pausing,6,8.359373999999999,1.3932289999999998,0.207764,9.894287,0.06515054620409085,68.453622052471,9.894286999999998,84.48687611345821
1,acceleration,car_context,observable,neutral,3,3.596435999999999,1.1988119999999995,9.894287,13.490723,0.5838371399466576,51.99386695025071,3.596435999999999,100.0
1,acceleration,head,observable,head_still,2,2.152832,1.076416,9.894287,12.047119,0.3271477624068765,58.80733825322255,3.596435999999999,59.860150437822355
1,acceleration,head,observable,head_active,1,1.4436039999999988,1.4436039999999988,12.047119,13.490723,1.0972158950262199,51.99386695025071,3.596435999999999,40.139849562177645
1,acceleration,motion,observable,pausing,1,0.6611329999999995,0.6611329999999995,9.894287,10.55542,0.03379295320008162,65.7106182691287,3.596435999999999,18.383004730238483
1,acceleration,motion,observable,speed_increasing,2,2.9353029999999993,1.4676514999999997,10.55542,13.490723,0.8588592333199456,51.99386695025071,3.596435999999999,81.61699526976152
2,main_movement,motion,inferred,hesitating,1,1.1689450000000008,1.1689450000000008,13.490723,14.659668,1.227082997262924,47.5496089607773,10.325927000000002,11.320484833952444
2,main_movement,car_context,observable,neutral,9,10.078613,1.119845888888889,13.490723,23.81665,1.1976241506696543,26.6449993578069,10.325927000000002,97.60492205687682
2,main_movement,head,observable,head_still,7,5.8991690000000006,0.8427384285714287,13.490723,23.81665,1.218531982591543,26.6449993578069,10.325927000000002,57.12967949511942
2,main_movement,head,observable,head_active,2,4.179444,2.089722,16.174316,20.35376,1.124446738943043,31.5617702743945,10.325927000000002,40.475242561757405
2,main_movement,motion,observable,speed_steady,4,6.388916,1.597229,14.659668,23.81665,1.1480998950752348,26.6449993578069,10.325927000000002,61.87256601755948
2,main_movement,motion,observable,speed_decreasing,2,1.6132819999999999,0.8066409999999999,15.465088,22.412598,1.1925698906242066,28.06967499156998,10.325927000000002,15.623604544173125
2,main_movement,motion,observable,speed_increasing,2,0.90747,0.453735,15.72168,21.055908,1.2869974986073056,30.1132868746864,10.325927000000002,8.788266661191773
3,deceleration,motion,inferred,mixed_motion,1,1.484375,1.484375,28.355957,29.840332,0.23292973318192833,15.103501101621893,6.833741,21.72126511672011
3,deceleration,car_context,observable,neutral,5,6.833741,1.3667482,23.81665,30.650391,0.4373570807841136,13.671859271313163,6.833741,100.0
3,deceleration,head,observable,head_still,1,1.5244140000000002,1.5244140000000002,23.81665,25.341064,1.006838062966336,25.10194458327265,6.833741,22.307166748052058
3,deceleration,head,observable,head_active,4,5.309327,1.32733175,25.341064,30.650391,0.29498683523855795,13.671859271313163,6.833741,77.69283325194795
3,deceleration,motion,observable,speed_decreasing,2,3.0124519999999997,1.5062259999999998,23.81665,26.829102,0.7973215126245409,21.833023437732137,6.833741,44.08203354502314
3,deceleration,motion,observable,speed_steady,1,1.5268550000000012,1.5268550000000012,26.829102,28.355957,0.31825200139159654,18.161049412856613,6.833741,22.342886568279383
3,deceleration,motion,observable,pausing,1,0.810058999999999,0.810058999999999,29.840332,30.650391,0.040960644097961255,13.671859271313163,6.833741,11.853814769977367
4,post_movement_low_motion,car_context,inferred,yielding,4,5.5493159999999975,1.3873289999999994,32.03833,37.587646,0.026404926749953324,5.129692678496163,11.120117,49.903395800601714
4,post_movement_low_motion,car_context,observable,neutral,4,5.570801000000003,1.3927002500000008,30.650391,41.770508,0.024721085757679062,12.063763615162854,11.120117,50.09660419939829
4,post_movement_low_motion,head,observable,head_still,5,6.9277330000000035,1.3855466000000007,30.650391,41.770508,0.021906493038903522,5.129692678496163,11.120117,62.29910170909175
4,post_movement_low_motion,head,observable,head_active,3,4.192383999999997,1.3974613333333323,33.419189,40.382324,0.031657194945337315,6.41456733075454,11.120117,37.70089829090824
4,post_movement_low_motion,motion,observable,pausing,8,11.120117,1.390014625,30.650391,41.770508,0.025563006253816193,5.129692678496163,11.120117,100.0
