micro_segment_id,macro_segment_id,macro_label,start_idx,end_idx,start_time_sec,end_time_sec,duration_sec,start_frame,end_frame,ScenarioTime_start_raw,ScenarioTime_end_raw,change_score_mean,change_score_max,speed_start,speed_end,speed_mean,speed_std,speed_min,speed_max,speed_slope,accel_start,accel_end,accel_mean,accel_std,accel_min,accel_max,accel_jerk_abs_mean,head_turn_rate_mean_abs,head_turn_rate_max_abs,head_body_yaw_diff_mean_abs,head_body_yaw_diff_max_abs,distance_start,distance_end,distance_mean,distance_min,distance_slope,distance_closing_mean,distance_change_mean,car_speed_mean,car_accel_mean,avatar_vr_gap_max,displacement_xz,path_length_xz,progress_ratio,speed_delta,speed_cv,speed_drop,speed_recovery,zero_velocity_duration_sec,distance_delta,motion_tag,head_tag,car_tag,motion_tag_type,head_tag_type,car_tag_type,has_inferred_behavior,motion_evidence,head_evidence,car_context_evidence,tagging_note,primary_evidence,supporting_evidence,columns_used,notes,plain_description,signals_used_for_boundaries
0,0,pre_movement_low_motion,4,53,0.207764,2.517822,2.3100579999999997,171545,171692,0.207764,2.517822,0.3042084128630828,1.7021485582547722,0.0926310729491545,0.0911022708851385,0.17794961871716639,0.06945001106831548,0.0911022708851385,0.3428608220046076,0.03322722118225104,0.1415544257075842,-0.321957691592247,-0.008549344587488454,0.21621548413996655,-0.3282794699335072,0.446973898950975,0.04239881721641193,73.30598959268515,353.4659678015304,2.4901842498779296,11.135406494140623,87.48463929676885,87.25465056413098,87.37163768797726,87.25465056413098,-0.08530808392260436,0.004750107363337972,-0.004629461540350756,0.07758201973546877,0.20911093995462257,12.31884892899384,0.16431225187241535,0.4203198906398223,0.3909219038439861,-0.0015288020640159966,0.3902790664513843,0.2517585511194691,0.0,0.19140499999999971,-0.2299887326378638,pausing,head_active,neutral,observable,observable,observable,False,speed < 0.10 m/s for 0.19 s,"head turn mean 73.3, max 353.5 deg/s",min distance 87.25 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed < 0.10 m/s for 0.19 s | head turn mean 73.3, max 353.5 deg/s | min distance 87.25 m","speed 0.09->0.09 m/s; mean 0.18, cv 0.39; accel min/max -0.33/0.45; distance 87.48->87.25 m; head max 353.5 deg/s; progress ratio 0.39",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 0.09->0.09 m/s; mean 0.18, cv 0.39; accel min/max -0.33/0.45; distance 87.48->87.25 m; head max 353.5 deg/s; progress ratio 0.39",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
1,0,pre_movement_low_motion,53,90,2.517822,4.164795,1.646973,171692,171802,2.517822,4.164795,0.028415371005165967,0.3109475342935673,0.0911022708851385,0.0972550168920128,0.030729163799880957,0.021302405556185,0.0126954443767782,0.0972550168920128,-0.005957448949110162,-0.321957691592247,0.4421009869853537,-0.0004704305432969437,0.17212108222735328,-0.321957691592247,0.4421009869853537,0.020754530912244724,13.84943333373801,90.5709799581834,0.9594793068735223,3.051584243774414,87.25465056413098,85.50948648121195,86.53821711885792,85.50948648121195,-1.0699457837516027,0.04638450353289054,-0.04636891989693029,1.061536961451066,0.703459478369833,12.312878904906144,0.0015385595744103857,0.042986318447003034,0.035791843311895735,0.006152746006874293,0.6932308895521435,0.0784068265083603,0.08455957251523459,1.6911619999999998,-1.7451640829190325,pausing,head_active,neutral,observable,observable,observable,False,speed < 0.10 m/s for 1.69 s,"head turn mean 13.8, max 90.6 deg/s",min distance 85.51 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed < 0.10 m/s for 1.69 s | head turn mean 13.8, max 90.6 deg/s | min distance 85.51 m","speed 0.09->0.10 m/s; mean 0.03, cv 0.69; accel min/max -0.32/0.44; distance 87.25->85.51 m; head max 90.6 deg/s; progress ratio 0.04",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 0.09->0.10 m/s; mean 0.03, cv 0.69; accel min/max -0.32/0.44; distance 87.25->85.51 m; head max 90.6 deg/s; progress ratio 0.04",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
2,0,pre_movement_low_motion,90,113,4.164795,5.254395,1.0896,171802,171871,4.164795,5.254395,0.5836604933566781,1.7984357129901267,0.0972550168920128,0.0950661815160246,0.17152932003880914,0.06276746590901022,0.0950661815160246,0.2717273633191653,-0.10211173719868519,0.4421009869853537,-0.1160089167904727,0.005404207870790267,0.2863533358985174,-0.3161212240678954,0.4834625863265993,0.045263379000572306,110.75732081365668,270.8227837994933,7.142549991607667,15.391006469726562,85.50948648121195,83.37338228349809,84.49187505348179,83.37338228349809,-1.9665263155904196,0.09196346024894277,-0.09212338264727409,1.9186136179949553,0.5688027181832355,12.264287556972883,0.16053909840876499,0.19218045334298428,0.8353560188675953,-0.002188835375988199,0.36592849487661266,0.17666118180314072,0.0,0.09741299999999953,-2.1361041977138626,mixed_motion,head_active,neutral,inferred,observable,observable,True,motion did not match the stronger motion rules,"head turn mean 110.8, max 270.8 deg/s",min distance 83.37 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"motion did not match the stronger motion rules | head turn mean 110.8, max 270.8 deg/s | min distance 83.37 m","speed 0.10->0.10 m/s; mean 0.17, cv 0.37; accel min/max -0.32/0.48; distance 85.51->83.37 m; head max 270.8 deg/s; progress ratio 0.84",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 0.10->0.10 m/s; mean 0.17, cv 0.37; accel min/max -0.32/0.48; distance 85.51->83.37 m; head max 270.8 deg/s; progress ratio 0.84",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
3,0,pre_movement_low_motion,113,140,5.254395,6.611084,1.3566890000000003,171871,171950,5.254395,6.611084,0.17862966702636873,1.0928902752526681,0.0950661815160246,0.0172300530481925,0.045040443999843964,0.018633023384932165,0.0172300530481925,0.0950661815160246,-0.03732228264035837,-0.1160089167904727,-0.051374043113431,-0.054562389381465334,0.04441475740329905,-0.1261286821995598,0.0116444667753791,0.008208349067062679,24.555584232668696,67.3796880456279,2.3808768136160716,7.927642822265625,83.37338228349809,79.91283382370787,81.71758039766199,79.91283382370787,-2.5652415364503063,0.1272598789768917,-0.12736743906439427,2.5680680805758285,0.49287676138903347,12.159743173142877,0.028378266958377023,0.05830112175378004,0.48675336090831006,-0.0778361284678321,0.4136953753163871,0.0778361284678321,0.0,1.4072260000000005,-3.4605484597902176,pausing,head_active,neutral,observable,observable,observable,False,speed < 0.10 m/s for 1.41 s,"head turn mean 24.6, max 67.4 deg/s",min distance 79.91 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed < 0.10 m/s for 1.41 s | head turn mean 24.6, max 67.4 deg/s | min distance 79.91 m","speed 0.10->0.02 m/s; mean 0.05, cv 0.41; accel min/max -0.13/0.01; distance 83.37->79.91 m; head max 67.4 deg/s; progress ratio 0.49",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 0.10->0.02 m/s; mean 0.05, cv 0.41; accel min/max -0.13/0.01; distance 83.37->79.91 m; head max 67.4 deg/s; progress ratio 0.49",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
4,0,pre_movement_low_motion,140,167,6.611084,7.926025,1.3149410000000001,171950,172031,6.611084,7.926025,0.00496795819445422,0.1214244241851293,0.0172300530481925,0.0972482332014339,0.019098127660744212,0.024209623809789985,0.0031885300057881,0.0972482332014339,0.037825169637000805,-0.051374043113431,0.1396266315246567,0.04174335287969831,0.08403922902282632,-0.051374043113431,0.1970994661372091,0.01133134606900713,8.798016717856216,36.4992647323384,0.8429303850446429,5.8217315673828125,79.91283382370787,75.80782251153641,77.9206721914392,75.80782251153641,-3.121239814372607,0.15166692205949087,-0.15164909497934884,3.163143182308077,0.4150743811650412,12.162244543192609,0.013718445373881671,0.022380993802998364,0.6129506801455716,0.0800181801532414,1.2676438360788813,0.014041523042404401,0.0940597031956458,1.3632809999999997,-4.105011312171456,pausing,head_still,neutral,observable,observable,observable,False,speed < 0.10 m/s for 1.36 s,"head turn mean 8.8, max 36.5 deg/s",min distance 75.81 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed < 0.10 m/s for 1.36 s | head turn mean 8.8, max 36.5 deg/s | min distance 75.81 m","speed 0.02->0.10 m/s; mean 0.02, cv 1.27; accel min/max -0.05/0.20; distance 79.91->75.81 m; head max 36.5 deg/s; progress ratio 0.61",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 0.02->0.10 m/s; mean 0.02, cv 1.27; accel min/max -0.05/0.20; distance 79.91->75.81 m; head max 36.5 deg/s; progress ratio 0.61",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
5,0,pre_movement_low_motion,172,192,8.163574,9.129639,0.9660649999999986,172046,172105,8.163574,9.129639,0.5042177904116515,1.495904141348906,0.0899856104459078,0.0963969368238288,0.06502044502880369,0.019355212845275936,0.0339022286155265,0.0963969368238288,0.035405575082594086,-0.095370816715165,0.0214659331055838,0.0016220598815150486,0.08326223119300216,-0.1390070810828917,0.0963209435921855,0.017690964976470276,45.594048926282625,106.13638535745528,3.3262183779761907,7.21502685546875,74.97506996633543,71.45833890692109,73.25549243219373,71.45833890692109,-3.6473125536593867,0.17557446191287418,-0.17535143251543175,3.724317146337795,0.3876322020041639,12.172807867762309,0.04211109247364857,0.054006362655226715,0.7797431710497369,0.006411326377920995,0.297678873725052,0.05608338183038131,0.0624947082083023,1.0139164999999988,-3.51673105941434,pausing,head_active,neutral,observable,observable,observable,False,speed < 0.10 m/s for 1.01 s,"head turn mean 45.6, max 106.1 deg/s",min distance 71.46 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed < 0.10 m/s for 1.01 s | head turn mean 45.6, max 106.1 deg/s | min distance 71.46 m","speed 0.09->0.10 m/s; mean 0.07, cv 0.30; accel min/max -0.14/0.10; distance 74.98->71.46 m; head max 106.1 deg/s; progress ratio 0.78",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 0.09->0.10 m/s; mean 0.07, cv 0.30; accel min/max -0.14/0.10; distance 74.98->71.46 m; head max 106.1 deg/s; progress ratio 0.78",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
6,0,pre_movement_low_motion,192,207,9.129639,9.894287,0.7646480000000011,172105,172150,9.129639,9.894287,0.5247852573374551,1.8219209256611433,0.0963969368238288,0.0144739783674984,0.053065478018105815,0.03691983819689342,0.0096656188280993,0.1015742982005148,-0.15006397127494117,0.0214659331055838,-0.0140684914784313,-0.09019633219678566,0.05860392105154235,-0.1642899810094117,0.0214659331055838,0.02239849357639839,50.072642430845576,104.23068140489175,4.736030578613281,8.157913208007812,71.45833890692109,68.453622052471,69.9828632505921,68.453622052471,-3.9305329248376024,0.19945126524786672,-0.1996822661210737,4.033007031239256,0.32042483423648066,12.146495467304227,0.03520353044160167,0.04057136130440409,0.8676940903577781,-0.0819229584563304,0.6957411781779571,0.09190867937241551,0.0048083595393991,0.7158200000000008,-3.0047168544500806,pausing,head_active,neutral,observable,observable,observable,False,speed < 0.10 m/s for 0.72 s,"head turn mean 50.1, max 104.2 deg/s",min distance 68.45 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed < 0.10 m/s for 0.72 s | head turn mean 50.1, max 104.2 deg/s | min distance 68.45 m","speed 0.10->0.01 m/s; mean 0.05, cv 0.70; accel min/max -0.16/0.02; distance 71.46->68.45 m; head max 104.2 deg/s; progress ratio 0.87",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 0.10->0.01 m/s; mean 0.05, cv 0.70; accel min/max -0.16/0.02; distance 71.46->68.45 m; head max 104.2 deg/s; progress ratio 0.87",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
7,1,acceleration,207,220,9.894287,10.55542,0.6611329999999995,172150,172189,9.894287,10.55542,0.19230701363633676,0.9481980736874525,0.0144739783674984,0.0996540471554231,0.03379295320008162,0.024500102964146314,0.0144739783674984,0.0996540471554231,0.10110502968467379,-0.0140684914784313,0.4485308437295774,0.14337553121525712,0.14180371222442104,-0.0140684914784313,0.4485308437295774,0.035584564246769895,9.708253617426363,23.22605411796246,1.4074107578822546,2.2306060791015625,68.453622052471,65.7106182691287,67.08720200635284,65.7106182691287,-4.15912668737915,0.21117388181008026,-0.21091038237236653,4.240901005884408,0.2668432737606574,12.13620767057321,0.007368731341002265,0.01737686907619082,0.424054028875584,0.0851800687879247,0.7250062703631105,0.0,0.0851800687879247,0.7116699999999998,-2.743003783342303,pausing,head_still,neutral,observable,observable,observable,False,speed < 0.10 m/s for 0.71 s,"head turn mean 9.7, max 23.2 deg/s",min distance 65.71 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed < 0.10 m/s for 0.71 s | head turn mean 9.7, max 23.2 deg/s | min distance 65.71 m","speed 0.01->0.10 m/s; mean 0.03, cv 0.73; accel min/max -0.01/0.45; distance 68.45->65.71 m; head max 23.2 deg/s; progress ratio 0.42",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 0.01->0.10 m/s; mean 0.03, cv 0.73; accel min/max -0.01/0.45; distance 68.45->65.71 m; head max 23.2 deg/s; progress ratio 0.42",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
8,1,acceleration,220,249,10.55542,12.047119,1.4916990000000006,172189,172275,10.55542,12.047119,0.193796613262821,0.9388136745050965,0.0996540471554231,0.9977094248078864,0.6205025716136714,0.2909282475476086,0.0996540471554231,0.9977094248078864,0.6424549633106486,0.4485308437295774,0.0655725097930365,0.5641620960097645,0.23799169343723367,0.0655725097930365,0.8614669740180715,0.0514036355616306,15.549436839559922,39.0727347325582,1.4615264892578126,3.83392333984375,65.7106182691287,58.80733825322255,62.361247598547656,58.80733825322255,-4.64230794652739,0.2370130953335375,-0.23734473593488656,4.483772006690373,0.19035342047012876,12.165477942873576,0.9490251913359372,0.9605711190002731,0.9879801428171685,0.8980553776524632,0.46885905209228085,0.0,0.8980553776524632,0.05126900000000134,-6.903280015906155,speed_increasing,head_still,neutral,observable,observable,observable,False,speed slope 0.64 m/s/s,"head turn mean 15.5, max 39.1 deg/s",min distance 58.81 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed slope 0.64 m/s/s | head turn mean 15.5, max 39.1 deg/s | min distance 58.81 m","speed 0.10->1.00 m/s; mean 0.62, cv 0.47; accel min/max 0.07/0.86; distance 65.71->58.81 m; head max 39.1 deg/s; progress ratio 0.99",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 0.10->1.00 m/s; mean 0.62, cv 0.47; accel min/max 0.07/0.86; distance 65.71->58.81 m; head max 39.1 deg/s; progress ratio 0.99",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
9,1,acceleration,249,277,12.047119,13.490723,1.4436039999999988,172275,172359,12.047119,13.490723,0.37215509811133074,2.7066987101598086,0.9977094248078864,1.3383548111235697,1.0972158950262199,0.12313015806574155,0.9284736019998642,1.342560819491477,0.26500124852535806,0.0655725097930365,0.2154793015127394,0.23105778902336477,0.12972349894404533,-0.0347187797179495,0.4133326002639435,0.08412937601218098,18.878088069947488,63.99471072614604,1.7384369948814655,7.0701446533203125,58.80733825322255,51.99386695025071,55.32469955976633,51.99386695025071,-4.756288727628779,0.2434624455850655,-0.24349402950826898,4.511036310142295,-0.31334647709172875,11.516834977293405,1.5931202508627735,1.5985289040739736,0.9966164808171966,0.3406453863156833,0.11222053802164354,0.06923582280802221,0.4140872174916129,0.0,-6.813471302971834,speed_increasing,head_active,neutral,observable,observable,observable,False,speed slope 0.27 m/s/s,"head turn mean 18.9, max 64.0 deg/s",min distance 51.99 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed slope 0.27 m/s/s | head turn mean 18.9, max 64.0 deg/s | min distance 51.99 m","speed 1.00->1.34 m/s; mean 1.10, cv 0.11; accel min/max -0.03/0.41; distance 58.81->51.99 m; head max 64.0 deg/s; progress ratio 1.00",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 1.00->1.34 m/s; mean 1.10, cv 0.11; accel min/max -0.03/0.41; distance 58.81->51.99 m; head max 64.0 deg/s; progress ratio 1.00",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
