"pednyc","scenario","source_path","destination_path","file_size_bytes","copy_status"
"PedNYC6","Practice","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC6\CSV_Scenario-Practice_Session-temp_2024-03-01-11-07-10_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc6\scenarioPractice\CSV_Scenario-Practice_Session-temp_2024-03-01-11-07-10_decoded.csv","1026269","copied"
"PedNYC7","101","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-101_Session-temp_2024-03-01-15-16-22_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario101\CSV_Scenario-Ped-101_Session-temp_2024-03-01-15-16-22_decoded.csv","33130486","copied"
"PedNYC7","101","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-101_Session-temp_2024-03-01-15-19-13_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario101\CSV_Scenario-Ped-101_Session-temp_2024-03-01-15-19-13_decoded.csv","13459792","copied"
"PedNYC7","102","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-102_Session-temp_2024-03-01-15-36-20_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario102\decoded_clean_PedNYC7_scenario102.csv","15314607","copied"
"PedNYC7","103","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-103_Session-temp_2024-03-01-15-22-18_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario103\decoded_clean_PedNYC7_scenario103.csv","14942939","copied"
"PedNYC7","104","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-104_Session-temp_2024-03-01-14-53-51_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario104\decoded_clean_PedNYC7_scenario104.csv","14104799","copied"
"PedNYC7","105","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-105_Session-temp_2024-03-01-14-42-15_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario105\CSV_Scenario-Ped-105_Session-temp_2024-03-01-14-42-15_decoded.csv","8170800","copied"
"PedNYC7","105","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-105_Session-temp_2024-03-01-14-42-45_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario105\CSV_Scenario-Ped-105_Session-temp_2024-03-01-14-42-45_decoded.csv","12586275","copied"
"PedNYC7","106","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-106_Session-temp_2024-03-01-15-30-59_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario106\decoded_clean_PedNYC7_scenario106.csv","16655681","copied"
"PedNYC7","12","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-12_Session-temp_2024-03-01-15-26-15_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario12\CSV_Scenario-Ped-12_Session-temp_2024-03-01-15-26-15_decoded.csv","15753421","copied"
"PedNYC7","12","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-12_Session-temp_2024-03-01-15-27-41_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario12\CSV_Scenario-Ped-12_Session-temp_2024-03-01-15-27-41_decoded.csv","14771331","copied"
"PedNYC7","15","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-15_Session-temp_2024-03-01-14-51-02_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario15\decoded_clean_PedNYC7_scenario15.csv","15585846","copied"
"PedNYC7","16","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-16_Session-temp_2024-03-01-15-33-25_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario16\decoded_clean_PedNYC7_scenario16.csv","15563918","copied"
"PedNYC7","21","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-21_Session-temp_2024-03-01-14-46-38_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario21\decoded_clean_PedNYC7_scenario21.csv","19680740","copied"
"PedNYC7","3","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-3_Session-temp_2024-03-01-14-56-53_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario3\decoded_clean_PedNYC7_scenario3.csv","15657138","copied"
"PedNYC7","7","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-7_Session-temp_2024-03-01-14-37-13_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenario7\decoded_clean_PedNYC7_scenario7.csv","15612206","copied"
"PedNYC7","Practice","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Practice_Session-temp_2024-03-01-14-29-06_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenarioPractice\CSV_Scenario-Practice_Session-temp_2024-03-01-14-29-06_decoded.csv","19687898","copied"
"PedNYC7","Practice","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Practice_Session-temp_2024-03-01-14-30-11_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenarioPractice\CSV_Scenario-Practice_Session-temp_2024-03-01-14-30-11_decoded.csv","21597299","copied"
"PedNYC7","Practice","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Practice_Session-temp_2024-03-01-14-31-54_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc7\scenarioPractice\CSV_Scenario-Practice_Session-temp_2024-03-01-14-31-54_decoded.csv","56134809","copied"
"PedNYC8","101","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC8\CSV_Scenario-Ped-101_Session-temp_2024-03-04-10-59-55_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario101\decoded_clean_PedNYC8_scenario101.csv","14986339","copied"
"PedNYC8","102","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC8\CSV_Scenario-Ped-102_Session-temp_2024-03-04-11-13-12_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario102\decoded_clean_PedNYC8_scenario102.csv","13051245","copied"
"PedNYC8","103","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC8\CSV_Scenario-Ped-103_Session-temp_2024-03-04-11-32-22_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario103\decoded_clean_PedNYC8_scenario103.csv","10692247","copied"
"PedNYC8","104","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC8\CSV_Scenario-Ped-104_Session-temp_2024-03-04-11-10-19_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario104\decoded_clean_PedNYC8_scenario104.csv","16523699","copied"
"PedNYC8","105","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC8\CSV_Scenario-Ped-105_Session-temp_2024-03-04-11-07-34_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario105\decoded_clean_PedNYC8_scenario105.csv","12708497","copied"
"PedNYC8","106","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC8\CSV_Scenario-Ped-106_Session-temp_2024-03-04-11-15-51_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario106\decoded_clean_PedNYC8_scenario106.csv","15225248","copied"
"PedNYC8","12","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC8\CSV_Scenario-Ped-12_Session-temp_2024-03-04-11-21-37_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario12\decoded_clean_PedNYC8_scenario12.csv","13793683","copied"
"PedNYC8","15","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC8\CSV_Scenario-Ped-15_Session-temp_2024-03-04-11-29-28_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario15\decoded_clean_PedNYC8_scenario15.csv","15251664","copied"
"PedNYC8","16","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC8\CSV_Scenario-Ped-16_Session-temp_2024-03-04-11-24-13_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario16\decoded_clean_PedNYC8_scenario16.csv","10284794","copied"
"PedNYC8","21","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC8\CSV_Scenario-Ped-21_Session-temp_2024-03-04-11-03-59_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario21\decoded_clean_PedNYC8_scenario21.csv","16756102","copied"
"PedNYC8","3","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC8\CSV_Scenario-Ped-3_Session-temp_2024-03-04-11-18-52_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario3\decoded_clean_PedNYC8_scenario3.csv","15377744","copied"
"PedNYC8","7","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC8\CSV_Scenario-Ped-7_Session-temp_2024-03-04-11-26-33_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenario7\decoded_clean_PedNYC8_scenario7.csv","13365347","copied"
"PedNYC8","Practice","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC8\CSV_Scenario-Practice_Session-temp_2024-03-04-10-54-37_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc8\scenarioPractice\CSV_Scenario-Practice_Session-temp_2024-03-04-10-54-37_decoded.csv","104752114","copied"
"PedNYC9","101","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC9\CSV_Scenario-Ped-101_Session-temp_2024-03-05-12-11-11_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario101\decoded_clean_PedNYC9_scenario101.csv","13187377","copied"
"PedNYC9","102","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC9\CSV_Scenario-Ped-102_Session-temp_2024-03-05-12-37-11_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario102\decoded_clean_PedNYC9_scenario102.csv","12734220","copied"
"PedNYC9","103","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC9\CSV_Scenario-Ped-103_Session-temp_2024-03-05-12-26-21_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario103\decoded_clean_PedNYC9_scenario103.csv","14421432","copied"
"PedNYC9","104","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC9\CSV_Scenario-Ped-104_Session-temp_2024-03-05-12-15-55_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario104\decoded_clean_PedNYC9_scenario104.csv","17073398","copied"
"PedNYC9","105","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC9\CSV_Scenario-Ped-105_Session-temp_2024-03-05-12-43-15_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario105\decoded_clean_PedNYC9_scenario105.csv","9098553","copied"
"PedNYC9","106","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC9\CSV_Scenario-Ped-106_Session-temp_2024-03-05-12-50-43_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario106\decoded_clean_PedNYC9_scenario106.csv","15763192","copied"
"PedNYC9","12","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC9\CSV_Scenario-Ped-12_Session-temp_2024-03-05-12-30-00_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario12\decoded_clean_PedNYC9_scenario12.csv","12626780","copied"
"PedNYC9","15","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC9\CSV_Scenario-Ped-15_Session-temp_2024-03-05-12-48-32_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario15\decoded_clean_PedNYC9_scenario15.csv","10131445","copied"
"PedNYC9","16","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC9\CSV_Scenario-Ped-16_Session-temp_2024-03-05-12-45-54_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario16\decoded_clean_PedNYC9_scenario16.csv","8319456","copied"
"PedNYC9","21","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC9\CSV_Scenario-Ped-21_Session-temp_2024-03-05-12-23-30_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario21\decoded_clean_PedNYC9_scenario21.csv","10853377","copied"
"PedNYC9","3","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC9\CSV_Scenario-Ped-3_Session-temp_2024-03-05-12-40-19_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario3\decoded_clean_PedNYC9_scenario3.csv","14002695","copied"
"PedNYC9","7","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC9\CSV_Scenario-Ped-7_Session-temp_2024-03-05-12-20-16_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenario7\decoded_clean_PedNYC9_scenario7.csv","12515546","copied"
"PedNYC9","Practice","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC9\CSV_Scenario-Practice_Session-temp_2024-03-05-12-03-09_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenarioPractice\CSV_Scenario-Practice_Session-temp_2024-03-05-12-03-09_decoded.csv","11174751","copied"
"PedNYC9","Practice","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC9\CSV_Scenario-Practice_Session-temp_2024-03-05-12-04-09_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenarioPractice\CSV_Scenario-Practice_Session-temp_2024-03-05-12-04-09_decoded.csv","45807720","copied"
"PedNYC9","Practice","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC9\CSV_Scenario-Practice_Session-temp_2024-03-05-12-07-39_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc9\scenarioPractice\CSV_Scenario-Practice_Session-temp_2024-03-05-12-07-39_decoded.csv","71852956","copied"
"PedNYC10","101","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC10\CSV_Scenario-Ped-101_Session-temp_2024-03-06-11-36-51_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc10\scenario101\decoded_clean_PedNYC10_scenario101.csv","10635211","copied"
"PedNYC10","102","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC10\CSV_Scenario-Ped-102_Session-temp_2024-03-06-11-22-45_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc10\scenario102\decoded_clean_PedNYC10_scenario102.csv","15859659","copied"
"PedNYC10","104","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC10\CSV_Scenario-Ped-104_Session-temp_2024-03-06-11-18-29_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc10\scenario104\decoded_clean_PedNYC10_scenario104.csv","14969261","copied"
"PedNYC10","105","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC10\CSV_Scenario-Ped-105_Session-temp_2024-03-06-11-44-03_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc10\scenario105\decoded_clean_PedNYC10_scenario105.csv","16850649","copied"
"PedNYC10","12","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC10\CSV_Scenario-Ped-12_Session-temp_2024-03-06-11-26-46_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc10\scenario12\decoded_clean_PedNYC10_scenario12.csv","12254099","copied"
"PedNYC10","16","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC10\CSV_Scenario-Ped-16_Session-temp_2024-03-06-11-30-49_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc10\scenario16\decoded_clean_PedNYC10_scenario16.csv","10315539","copied"
"PedNYC10","21","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC10\CSV_Scenario-Ped-21_Session-temp_2024-03-06-11-46-57_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc10\scenario21\decoded_clean_PedNYC10_scenario21.csv","17898739","copied"
"PedNYC10","3","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC10\CSV_Scenario-Ped-3_Session-temp_2024-03-06-11-39-44_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc10\scenario3\decoded_clean_PedNYC10_scenario3.csv","16713747","copied"
"PedNYC10","7","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC10\CSV_Scenario-Ped-7_Session-temp_2024-03-06-11-34-19_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc10\scenario7\decoded_clean_PedNYC10_scenario7.csv","13177908","copied"
"PedNYC10","Practice","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC10\CSV_Scenario-Practice_Session-temp_2024-03-06-11-10-27_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc10\scenarioPractice\CSV_Scenario-Practice_Session-temp_2024-03-06-11-10-27_decoded.csv","62892581","copied"
"PedNYC11","101","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC11\CSV_Scenario-Ped-101_Session-temp_2024-03-06-15-02-04_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenario101\decoded_clean_PedNYC11_scenario101.csv","13440955","copied"
"PedNYC11","102","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC11\CSV_Scenario-Ped-102_Session-temp_2024-03-06-15-04-55_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenario102\decoded_clean_PedNYC11_scenario102.csv","12764656","copied"
"PedNYC11","103","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC11\CSV_Scenario-Ped-103_Session-temp_2024-03-06-14-47-02_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenario103\decoded_clean_PedNYC11_scenario103.csv","13312663","copied"
"PedNYC11","104","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC11\CSV_Scenario-Ped-104_Session-temp_2024-03-06-14-36-29_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenario104\decoded_clean_PedNYC11_scenario104.csv","14617582","copied"
"PedNYC11","105","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC11\CSV_Scenario-Ped-105_Session-temp_2024-03-06-14-50-05_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenario105\decoded_clean_PedNYC11_scenario105.csv","11449152","copied"
"PedNYC11","106","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC11\CSV_Scenario-Ped-106_Session-temp_2024-03-06-14-32-52_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenario106\decoded_clean_PedNYC11_scenario106.csv","11532208","copied"
"PedNYC11","12","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC11\CSV_Scenario-Ped-12_Session-temp_2024-03-06-14-57-39_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenario12\decoded_clean_PedNYC11_scenario12.csv","13191252","copied"
"PedNYC11","15","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC11\CSV_Scenario-Ped-15_Session-temp_2024-03-06-14-53-16_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenario15\decoded_clean_PedNYC11_scenario15.csv","20820416","copied"
"PedNYC11","16","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC11\CSV_Scenario-Ped-16_Session-temp_2024-03-06-15-11-09_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenario16\decoded_clean_PedNYC11_scenario16.csv","10697079","copied"
"PedNYC11","21","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC11\CSV_Scenario-Ped-21_Session-temp_2024-03-06-15-07-29_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenario21\decoded_clean_PedNYC11_scenario21.csv","14800371","copied"
"PedNYC11","3","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC11\CSV_Scenario-Ped-3_Session-temp_2024-03-06-14-44-13_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenario3\decoded_clean_PedNYC11_scenario3.csv","14579187","copied"
"PedNYC11","7","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC11\CSV_Scenario-Ped-7_Session-temp_2024-03-06-14-41-21_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenario7\decoded_clean_PedNYC11_scenario7.csv","15048155","copied"
"PedNYC11","Practice","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC11\CSV_Scenario-Practice_Session-temp_2024-03-06-14-28-14_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc11\scenarioPractice\CSV_Scenario-Practice_Session-temp_2024-03-06-14-28-14_decoded.csv","68628887","copied"
"PedNYC12","101","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC12\CSV_Scenario-Ped-101_Session-temp_2024-03-07-13-58-42_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc12\scenario101\decoded_clean_PedNYC12_scenario101.csv","10884424","copied"
"PedNYC12","102","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC12\CSV_Scenario-Ped-102_Session-temp_2024-03-07-14-08-54_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc12\scenario102\decoded_clean_PedNYC12_scenario102.csv","12529558","copied"
"PedNYC12","103","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC12\CSV_Scenario-Ped-103_Session-temp_2024-03-07-13-44-46_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc12\scenario103\decoded_clean_PedNYC12_scenario103.csv","12353583","copied"
"PedNYC12","104","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC12\CSV_Scenario-Ped-104_Session-temp_2024-03-07-14-11-23_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc12\scenario104\decoded_clean_PedNYC12_scenario104.csv","21255966","copied"
"PedNYC12","105","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC12\CSV_Scenario-Ped-105_Session-temp_2024-03-07-13-30-09_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc12\scenario105\decoded_clean_PedNYC12_scenario105.csv","17450984","copied"
"PedNYC12","106","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC12\CSV_Scenario-Ped-106_Session-temp_2024-03-07-13-55-34_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc12\scenario106\decoded_clean_PedNYC12_scenario106.csv","13769786","copied"
"PedNYC12","12","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC12\CSV_Scenario-Ped-12_Session-temp_2024-03-07-13-41-10_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc12\scenario12\decoded_clean_PedNYC12_scenario12.csv","12077119","copied"
"PedNYC12","15","C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC12\CSV_Scenario-Ped-15_Session-temp_2024-03-07-13-37-56_decoded.csv","C:\Users\patl5\OneDrive\Desktop\BURE\pednyc_analysis\data\processed\pednyc12\scenario15\decoded_clean_PedNYC12_scenario15.csv","16126599","copied"
