recording_identifier,scenario_number,aligned_time,interpolated_speed
PedNYC16_scenario12,12,-1.600000000000012,0.031807607614048265
PedNYC16_scenario12,12,-1.5000000000000124,0.029676551535909205
PedNYC16_scenario12,12,-1.4000000000000128,0.04025199623199226
PedNYC16_scenario12,12,-1.3000000000000131,0.0881218792982288
PedNYC16_scenario12,12,-1.2000000000000135,0.15262838730165876
PedNYC16_scenario12,12,-1.1000000000000139,0.22417475511194127
PedNYC16_scenario12,12,-1.0000000000000142,0.2730685603626117
PedNYC16_scenario12,12,-0.9000000000000146,0.2764280855431801
PedNYC16_scenario12,12,-0.8000000000000149,0.2486870468908615
PedNYC16_scenario12,12,-0.7000000000000153,0.19958690495166628
PedNYC16_scenario12,12,-0.6000000000000156,0.14018420340774188
PedNYC16_scenario12,12,-0.500000000000016,0.091472310429248
PedNYC16_scenario12,12,-0.40000000000001634,0.0856548265167112
PedNYC16_scenario12,12,-0.3000000000000167,0.13126167283552695
PedNYC16_scenario12,12,-0.20000000000001705,0.20260665937702077
PedNYC16_scenario12,12,-0.10000000000001741,0.2713475120959343
PedNYC16_scenario12,12,-1.7763568394002505e-14,0.31217793177943176
PedNYC16_scenario12,12,0.09999999999998188,0.30415382060148205
PedNYC16_scenario12,12,0.19999999999998153,0.27090808118333387
PedNYC16_scenario12,12,0.29999999999998117,0.23598962354520245
PedNYC16_scenario12,12,0.3999999999999808,0.1841781170850039
PedNYC16_scenario12,12,0.49999999999998046,0.14244574024683695
PedNYC16_scenario12,12,0.5999999999999801,0.10526737269892168
PedNYC16_scenario12,12,0.6999999999999797,0.07203421347589566
PedNYC16_scenario12,12,0.7999999999999794,0.043916108434689204
PedNYC16_scenario12,12,0.899999999999979,0.02608931414447036
PedNYC16_scenario12,12,0.9999999999999787,0.01423233193333201
PedNYC16_scenario12,12,1.0999999999999783,0.015225728874669562
PedNYC16_scenario12,12,1.199999999999978,0.028970375363559696
PedNYC16_scenario12,12,1.2999999999999776,0.061592848803011475
PedNYC16_scenario12,12,1.3999999999999773,0.0988522903868791
PedNYC16_scenario12,12,1.499999999999977,0.12887157773917696
PedNYC16_scenario12,12,1.5999999999999766,0.14141341899352447
PedNYC16_scenario12,12,1.6999999999999762,0.13289195232323675
PedNYC16_scenario12,12,1.7999999999999758,0.11620646753418402
PedNYC16_scenario12,12,1.8999999999999755,0.09463363637327406
PedNYC16_scenario12,12,1.9999999999999751,0.07339720665279842
PedNYC16_scenario12,12,2.0999999999999748,0.05917263044704587
PedNYC16_scenario12,12,2.1999999999999744,0.05163579917712678
PedNYC16_scenario12,12,2.299999999999974,0.04986389689039989
PedNYC16_scenario12,12,2.3999999999999737,0.049091051936790836
PedNYC16_scenario12,12,2.4999999999999734,0.04976110871051963
PedNYC16_scenario12,12,2.599999999999973,0.053089336746190166
PedNYC16_scenario12,12,2.6999999999999726,0.05803050759855627
PedNYC16_scenario12,12,2.7999999999999723,0.06247062828354737
PedNYC16_scenario12,12,2.899999999999972,0.06652225183324076
PedNYC16_scenario12,12,2.9999999999999716,0.06989128389736302
PedNYC16_scenario12,12,3.0999999999999712,0.07710899417239338
PedNYC16_scenario12,12,3.199999999999971,0.09230245205946998
PedNYC16_scenario12,12,3.2999999999999705,0.1172030705508943
PedNYC16_scenario12,12,3.39999999999997,0.14059841400182857
PedNYC16_scenario12,12,3.49999999999997,0.16119793331324692
PedNYC16_scenario12,12,3.5999999999999694,0.15779193287378462
PedNYC16_scenario12,12,3.699999999999969,0.14684473638710482
PedNYC16_scenario12,12,3.7999999999999687,0.12328084591841476
PedNYC16_scenario12,12,3.8999999999999684,0.09639153217775312
PedNYC16_scenario12,12,3.999999999999968,0.07158545154065817
PedNYC16_scenario12,12,4.099999999999968,0.04591361057639819
PedNYC16_scenario12,12,4.199999999999967,0.027257995568372807
PedNYC16_scenario12,12,4.299999999999967,0.02035839844539659
PedNYC16_scenario12,12,4.399999999999967,0.023378588460887157
PedNYC16_scenario12,12,4.499999999999966,0.030342483985826292
PedNYC16_scenario12,12,4.599999999999966,0.03687192674611195
PedNYC16_scenario12,12,4.6999999999999655,0.037460295059757495
PedNYC16_scenario12,12,4.799999999999965,0.033147339377595855
PedNYC16_scenario12,12,4.899999999999965,0.03094805264052564
PedNYC16_scenario12,12,4.9999999999999645,0.05023507187282245
PedNYC16_scenario12,12,5.099999999999964,0.08428035651588442
PedNYC16_scenario12,12,5.199999999999964,0.1392872733014647
PedNYC16_scenario12,12,5.299999999999963,0.1923219805560402
PedNYC16_scenario12,12,5.399999999999963,0.23440898536810095
PedNYC16_scenario12,12,5.499999999999963,0.2604260413608219
PedNYC16_scenario12,12,5.599999999999962,0.2651016057080282
PedNYC16_scenario12,12,5.699999999999962,0.25818835733089884
PedNYC16_scenario12,12,5.799999999999962,0.24738736834021238
PedNYC16_scenario12,12,5.899999999999961,0.2739003872506291
PedNYC16_scenario12,12,5.999999999999961,0.33924425846039136
PedNYC16_scenario12,12,6.099999999999961,0.44014019444692337
PedNYC16_scenario12,12,6.19999999999996,0.570623701858504
PedNYC16_scenario12,12,6.29999999999996,0.6681428834724183
PedNYC16_scenario12,12,6.3999999999999595,0.75207032496552
PedNYC16_scenario12,12,6.499999999999959,0.7967611276095442
PedNYC16_scenario12,12,6.599999999999959,0.7932772814564367
PedNYC16_scenario12,12,6.699999999999958,0.805639299557029
PedNYC16_scenario12,12,6.799999999999958,0.8121642011124773
PedNYC16_scenario12,12,6.899999999999958,0.8584242939247877
PedNYC16_scenario12,12,6.999999999999957,0.8865615301273718
PedNYC16_scenario12,12,7.099999999999957,0.8913174410473284
PedNYC16_scenario12,12,7.199999999999957,0.8921477975211471
PedNYC16_scenario12,12,7.299999999999956,0.8855943426010365
PedNYC16_scenario12,12,7.399999999999956,0.9051957911780504
PedNYC16_scenario12,12,7.499999999999956,0.9393072555005335
PedNYC16_scenario12,12,7.599999999999955,0.981110313862146
PedNYC16_scenario12,12,7.699999999999955,1.0121289415061865
PedNYC16_scenario12,12,7.7999999999999545,0.9899020673910477
PedNYC16_scenario12,12,7.899999999999954,0.9998927666322606
PedNYC16_scenario12,12,7.999999999999954,1.0204212390334582
PedNYC16_scenario12,12,8.099999999999953,1.0691147561581322
PedNYC16_scenario12,12,8.199999999999953,1.1097508699739067
PedNYC16_scenario12,12,8.299999999999953,1.1032329609663116
PedNYC16_scenario12,12,8.399999999999952,1.070046942322267
PedNYC16_scenario12,12,8.499999999999952,1.0167619726019077
PedNYC16_scenario12,12,8.599999999999952,0.9977234832454072
