participant_id,pednyc_number,scenario,recording_identifier,scenario_time,aligned_time,ped_x,ped_z,veh_x,veh_z,ped_speed,veh_speed,ped_acceleration,veh_acceleration,distance_m,closing_rate_mps,approach_state,ttc_seconds
PedNYC11,11,15,PedNYC11_scenario15,0.0,-12.301147,-0.8264868855476379,44.735687255859375,-6.999911785125732,114.8000030517578,0.0172712507629637,0.0004344354824336,-0.0064604522695513,6.216446816979664e-05,70.33576275933966,0.023209630929578264,approximately steady,
PedNYC11,11,15,PedNYC11_scenario15,0.057861,-12.243286,-0.8258984684944153,44.737091064453125,-6.999955177307129,114.8000030517578,0.0165237353867768,0.0004805761633475,-0.0083218874468737,5.209040476059118e-06,70.33441982688444,0.021358347759019125,approximately steady,
PedNYC11,11,15,PedNYC11_scenario15,0.116821,-12.184326,-0.8259783983230591,44.73823165893555,-6.999899864196777,114.8000030517578,0.0162320755907434,0.0004484093301747,-0.0078726418475772,-0.000142670977051,70.33327176356055,0.022060227578322156,approximately steady,
PedNYC11,11,15,PedNYC11_scenario15,0.160156,-12.140991,-0.8260967135429382,44.73926544189453,-6.999919891357422,114.8000030517578,0.0153783962769604,0.0004262655155316,-0.0101666613503439,-0.0001430740359479,70.33223334338977,0.019778276858914978,approximately steady,
PedNYC11,11,15,PedNYC11_scenario15,0.203613,-12.097534,-0.8264093399047852,44.73991775512695,-6.999920845031738,114.8000030517578,0.0147040684199496,0.0004038730610733,-0.0123405131844828,8.008418872890687e-05,70.33155618977248,0.012898922261570078,approximately steady,
PedNYC11,11,15,PedNYC11_scenario15,0.244507,-12.05664,-0.8267543315887451,44.74031066894531,-6.999891757965088,114.8000030517578,0.0152896642357252,0.0004507943066529,-0.0123734392391193,-8.843240406249859e-05,70.33113195775567,0.009150341127678985,approximately steady,
PedNYC11,11,15,PedNYC11_scenario15,0.303101,-11.998046,-0.827523410320282,44.74066925048828,-6.999878883361816,114.79999542236328,0.0141476379659829,0.0004310760471888,-0.0133424705022202,-6.598243381528936e-05,70.33069853017781,0.007200697207395024,approximately steady,
PedNYC11,11,15,PedNYC11_scenario15,0.361084,-11.940063,-0.8279052972793579,44.741058349609375,-6.999875068664551,114.80001068115234,0.0138734988268229,0.0003627818665326,-0.0128673070678585,-2.9085717059818475e-05,70.33029228328503,0.008074668604763247,approximately steady,
PedNYC11,11,15,PedNYC11_scenario15,0.420532,-11.880615,-0.8280873894691467,44.741580963134766,-6.999864101409912,114.8000030517578,0.0121781121716638,0.0003540847128811,-0.0138373902933662,1.1408669195474276e-05,70.32974714393418,0.006779280596447279,approximately steady,
PedNYC11,11,15,PedNYC11_scenario15,0.461182,-11.839965,-0.8281582593917847,44.74178314208984,-6.999846935272217,114.8000030517578,0.0108811666171949,0.000438982571651,-0.010390776514594,4.423138753094057e-05,70.32953801940823,0.00930958483206723,approximately steady,
PedNYC11,11,15,PedNYC11_scenario15,0.503662,-11.797485,-0.8285605907440186,44.742332458496094,-6.999871253967285,114.8000030517578,0.0103415559303075,0.0003636401145086,-0.010863960785934,5.635799216163347e-05,70.32895765085658,0.011847087862349781,approximately steady,
PedNYC11,11,15,PedNYC11_scenario15,0.562622,-11.738525,-0.8294392824172974,44.74280548095703,-6.999852180480957,114.8000030517578,0.0097130810143109,0.0003782002672121,-0.0133051044540067,-0.0001003274394349,70.32840768001792,0.007107572628228809,approximately steady,
PedNYC11,11,15,PedNYC11_scenario15,0.621948,-11.679199,-0.8298975825309753,44.74304962158203,-6.999873638153076,114.79999542236328,0.0092567240772595,0.000449587478655,-0.0099069588768794,-6.701654066456497e-05,70.32811855481812,0.0035899589104246843,approximately steady,
PedNYC11,11,15,PedNYC11_scenario15,0.664917,-11.63623,-0.8300848007202148,44.7431526184082,-6.99984073638916,114.8000030517578,0.0085856490348087,0.0004452848985096,-0.0053418088288493,-9.762505492576648e-05,70.32800424401675,0.0025526535431481534,approximately steady,
PedNYC11,11,15,PedNYC11_scenario15,0.708008,-11.593139,-0.8304178714752197,44.74322891235352,-6.9998393058776855,114.8000030517578,0.009370474785118,0.0004388237670949,-0.0014748448852966,-3.147983991910037e-05,70.32789889975932,0.0023321943323253436,approximately steady,
PedNYC11,11,15,PedNYC11_scenario15,0.753662,-11.547485,-0.8308155536651611,44.74329376220703,-6.999821662902832,114.8000030517578,0.0084244254946399,0.0004213891540256,0.0024052907886777,-0.0001850265040921,70.32779786724763,0.0017665061236584734,approximately steady,
PedNYC11,11,15,PedNYC11_scenario15,0.79541,-11.505737,-0.8310339450836182,44.74332809448242,-6.999783515930176,114.8000030517578,0.0079012089351965,0.0003973359307555,0.0096062612468505,-0.0002210987975124,70.3277411647577,0.0010746704122084338,approximately steady,
PedNYC11,11,15,PedNYC11_scenario15,0.841553,-11.459594,-0.8311830759048462,44.743350982666016,-6.999792098999023,114.8000030517578,0.0087266658074315,0.0003987154385313,0.0160585738569022,-0.0002382619850057,70.32770603687838,-0.00566308574877894,approximately steady,
