participant_id,recording_identifier,scenario,pedestrian_entry_time,pedestrian_exit_time,vehicle_entry_time,vehicle_exit_time,reached_zone_first,entry_time_difference_seconds,passed_zone_first,exit_time_difference_seconds,occupancy_intervals_overlap,occupancy_overlap_duration_seconds,pedestrian_speed_at_entry_mps,vehicle_speed_at_entry_mps,pedestrian_minimum_approach_speed_mps,vehicle_minimum_approach_speed_mps,pedestrian_stopped_before_entry,vehicle_braked_before_entry,minimum_distance_m,minimum_distance_time,minimum_distance_aligned_time,distance_at_pedestrian_entry_m,distance_at_vehicle_entry_m,closing_rate_at_minimum_distance_mps,approach_state_at_minimum_distance,ttc_at_minimum_distance_seconds,pedestrian_entered_zone,vehicle_entered_zone,data_quality_flags
PedNYC23,PedNYC23_scenario15,15,45.049561,49.674866,36.341125,37.1745,vehicle,8.708435999999999,vehicle,12.500366,False,0.0,0.8550295334123658,3.571010464257016,0.192167162645548,2.674929535114242,False,True,7.578852504755004,36.882813,21.41742,35.126926225974636,8.236000889852852,-0.22749897930054885,separating,,True,True,
PedNYC24,PedNYC24_scenario15,15,29.678467,33.178467,36.095215,36.636963,pedestrian,6.416748000000002,pedestrian,3.458496000000004,False,0.0,1.0976575241772362,4.467817827279155,0.0336008931919451,2.2906824763607095e-05,True,False,4.409422876226493,36.345215,34.125488000000004,8.007524093720056,4.452114105335512,-0.022913863265159762,approximately steady,,True,True,
PedNYC25,PedNYC25_scenario15,15,24.506958,27.923706,32.965424,33.965454,pedestrian,8.458465999999998,pedestrian,6.041748000000002,False,0.0,1.2295378466611662,3.002551682283197,0.5084346367944393,0.9749298581156258,False,True,2.588455097707005,33.423767,20.083679,11.242839896345318,2.8938136662266962,-0.07490425066974993,separating,,True,True,
PedNYC26,PedNYC26_scenario15,15,23.874023,27.003418,31.503418,32.83667,pedestrian,7.629394999999999,pedestrian,5.833251999999998,False,0.0,1.2722003330900151,2.4236644713249578,0.579709648919484,0.3657836495876193,False,False,3.221492055447889,32.170166,21.296143,9.44163725272424,3.537563373216842,-0.040834112521089594,approximately steady,,True,True,
PedNYC28,PedNYC28_scenario15,15,24.594727,27.803223,34.386475,36.094971,pedestrian,9.791747999999998,pedestrian,8.291748000000002,False,0.0,1.1797884417000817,1.754376647114118,0.6775200963552901,1.5897905854862513,False,True,2.6639668827140834,33.719971,21.166992,17.231879488653924,2.786845009942032,0.002569469733359142,approximately steady,,True,True,
PedNYC29,PedNYC29_scenario15,15,29.092407,34.342651,40.801147,42.384644,pedestrian,11.708739999999999,pedestrian,8.041993000000005,False,0.0,0.7567161490217743,2.040325102814351,0.278131956823904,0.9939404305949224,False,True,1.6930634072298203,41.259644,36.001465,14.345578385005878,1.8366479459497786,0.0201581574065699,approximately steady,,True,True,
PedNYC2,PedNYC2_scenario15,15,23.943848,27.456787,,,undefined,,undefined,,False,0.0,1.0644747684533398,,0.98515499591984,,False,False,4.8664449753186,22.737061,22.737061,7.698239386797384,,0.1429881019844501,approaching,34.03391546415396,True,False,vehicle_never_entered_zone
PedNYC30,PedNYC30_scenario15,15,21.300781,24.092529,39.177246,40.718994,pedestrian,17.876464999999996,pedestrian,16.626465000000003,False,0.0,1.4633539182681483,1.29752884968614,1.1819497291998742,0.0001935852286823,False,True,3.0392073454056843,39.802246,38.461182,21.820232119792383,3.1634744663457375,0.006836172901977022,approximately steady,,True,True,
PedNYC31,PedNYC31_scenario15,15,87.42627,90.759521,82.884521,86.67627,vehicle,4.541748999999996,vehicle,4.083251000000004,False,0.0,1.1217043106101707,1.0311719378601318,0.0391123324391632,0.6118198523549592,True,False,3.3346954302801177,85.009521,84.50219700000001,3.9592600531505626,4.133857649957486,0.0089052936231937,approximately steady,,True,True,
PedNYC3,PedNYC3_scenario15,15,30.168457,33.626709,26.050415,27.914063,vehicle,4.118041999999999,vehicle,5.7126459999999994,False,0.0,1.0527037853843957,1.0429322908733365,0.0169153390920298,0.0295578153637708,True,True,3.883493861741682,27.326172,14.715088,12.768618982232208,4.408243994217662,0.01036200213118832,approximately steady,,True,True,
PedNYC4,PedNYC4_scenario15,15,35.873291,40.763855,32.706909,34.042786,vehicle,3.1663819999999987,vehicle,6.721069,False,0.0,0.8645332778618072,1.2946800342209752,0.0047589242393836,0.1084195626836014,True,True,3.4723096351285885,33.772949,23.50592,12.526814510648327,4.399486218922451,-0.034578024986714695,approximately steady,,True,True,
PedNYC5,PedNYC5_scenario15,15,24.413208,28.224243,31.577271,32.554077,pedestrian,7.164062999999999,pedestrian,4.329833999999998,False,0.0,0.8879652617580899,3.297445186597033,0.5392147238138798,0.0657928603277688,False,True,3.2598452705224013,31.465942,18.364379,12.320674788647223,3.2714809346347318,0.009410393682486529,approximately steady,,True,True,
PedNYC6,PedNYC6_scenario15_CSV_Scenario_Ped_15_Session_temp_2024_03_01_11_47_13_decoded,15,,,,,undefined,,undefined,,False,0.0,,,,,False,False,70.27329631761296,2.557129,-5.560059000000001,,,0.0013399794198676318,approximately steady,,False,False,pedestrian_never_entered_zone;vehicle_never_entered_zone
PedNYC6,PedNYC6_scenario15_CSV_Scenario_Ped_15_Session_temp_2024_03_01_11_48_06_decoded,15,,,,,undefined,,undefined,,False,0.0,,,,,False,False,70.35235003129439,70.405518,70.405518,,,0.0011873921262122167,approximately steady,,False,False,pedestrian_never_entered_zone;vehicle_never_entered_zone
PedNYC6,PedNYC6_scenario15_CSV_Scenario_Ped_15_Session_temp_2024_03_01_11_52_52_decoded,15,38.72345,43.928787,30.668442,33.527557,vehicle,8.055008,vehicle,10.401229999999998,False,0.0,0.759108518826708,1.242745664203703,0.5181863047302389,0.0004812562571454,False,False,5.453161235343697,33.356979,18.134750000000004,16.88408329114178,7.041815663545322,0.013678479687854406,approximately steady,,True,True,
PedNYC7,PedNYC7_scenario15,15,32.102539,36.32959,26.62207,27.923584,vehicle,5.480468999999999,vehicle,8.406006000000001,False,0.0,0.7846432575734748,3.1626342391763647,0.2136702005570847,2.166067478445647,False,True,3.2292343744571808,27.460693,14.458495999999998,16.247848235277925,4.351938615325347,0.01012872258826647,approximately steady,,True,True,
PedNYC8,PedNYC8_scenario15,15,21.104492,24.027344,27.224609,28.697754,pedestrian,6.1201170000000005,pedestrian,4.67041,False,0.0,1.3510662077224571,2.737234109830921,0.7976367306813124,0.4862579886699325,False,True,3.3313155620725556,27.524414,26.306641,12.586456024556583,3.389202628239371,0.020068204628525876,approximately steady,,True,True,
PedNYC9,PedNYC9_scenario15,15,18.563232,23.003418,,,undefined,,undefined,,False,0.0,0.8985465187792945,,0.8913491316073459,,False,False,6.94919216622111,16.220703,8.497314,15.794222950186064,,0.03251263764234125,approximately steady,,True,False,vehicle_never_entered_zone
