participant_id,recording_identifier,scenario,pedestrian_entry_time,pedestrian_exit_time,vehicle_entry_time,vehicle_exit_time,reached_zone_first,entry_time_difference_seconds,passed_zone_first,exit_time_difference_seconds,occupancy_intervals_overlap,occupancy_overlap_duration_seconds,pedestrian_speed_at_entry_mps,vehicle_speed_at_entry_mps,pedestrian_minimum_approach_speed_mps,vehicle_minimum_approach_speed_mps,pedestrian_stopped_before_entry,vehicle_braked_before_entry,minimum_distance_m,minimum_distance_time,minimum_distance_aligned_time,distance_at_pedestrian_entry_m,distance_at_vehicle_entry_m,closing_rate_at_minimum_distance_mps,approach_state_at_minimum_distance,ttc_at_minimum_distance_seconds,pedestrian_entered_zone,vehicle_entered_zone,data_quality_flags
PedNYC11,PedNYC11_scenario15,15,32.198364,36.214233,40.585083,41.655762,pedestrian,8.386719,pedestrian,5.441529000000003,False,0.0,1.0636426575470703,2.8320280464389898,0.0235056953996259,0.0005145485597475,True,True,2.7874319628198085,40.486694,28.185547,9.21229627847084,2.793664318936243,0.048411361034254696,approximately steady,,True,True,
PedNYC12,PedNYC12_scenario15,15,33.64624,38.50293,28.853516,30.294189,vehicle,4.792724,vehicle,8.208741,False,0.0,0.5805675233069066,1.731383641805479,0.0177150301982778,0.5139906048041623,True,False,3.849842229934127,30.058594,29.36084,15.972220987794769,4.804544857332265,-0.008572961103688215,approximately steady,,True,True,
PedNYC13,PedNYC13_scenario15,15,24.950439,28.484375,,,undefined,,undefined,,False,0.0,1.0896092550322356,,0.8568206580346913,,False,False,5.994109547473989,21.927246,15.569092,23.083761526784272,,0.17246316437970677,approaching,34.755882910027935,True,False,vehicle_never_entered_zone
PedNYC15,PedNYC15_scenario15,15,21.299438,24.799438,29.799561,30.924561,pedestrian,8.500123000000002,pedestrian,6.125123000000002,False,0.0,1.0827592226768148,3.066796596166237,0.459642718480288,1.1743732742279518,False,True,3.4785969278388627,30.007935,19.625611,11.53626712573665,3.5167732095235165,0.011416465439523904,approximately steady,,True,True,
PedNYC16,PedNYC16_scenario15,15,20.134766,22.176514,28.301514,29.551514,pedestrian,8.166748000000002,pedestrian,7.375,False,0.0,1.610384362966904,2.129248922689284,1.2761907580915752,0.7474898895102036,False,True,3.7915170929536575,27.384888,16.125367,12.990746687761035,3.944463385274951,0.009985541042695445,approximately steady,,True,True,
PedNYC17,PedNYC17_scenario15,15,18.304688,20.013184,23.179688,24.554688,pedestrian,4.875,pedestrian,4.541504,False,0.0,2.484767783915919,2.5247837018177104,0.165129006003644,0.0003156637840033,False,True,2.922177887500676,23.054688,19.292481,8.751958012879472,2.92853439210569,0.014371298414957323,approximately steady,,True,True,
PedNYC19,PedNYC19_scenario15,15,,,,,undefined,,undefined,,False,0.0,,,,,False,False,3.3117916312056948,24.216248,23.33371,,,-0.0041023604305792105,approximately steady,,False,False,pedestrian_never_entered_zone;vehicle_never_entered_zone
PedNYC1,PedNYC1_scenario15,15,25.06958,28.384766,34.318604,35.502197,pedestrian,9.249024000000002,pedestrian,7.117431000000003,False,0.0,1.4865207227759645,2.515061737023776,0.0380255729858696,0.9071333209434068,True,True,2.096754775730245,34.674316,34.208984,11.510930235195735,2.2753470447020003,0.09888481896831891,approaching,,True,True,
PedNYC20,PedNYC20_scenario15,15,28.63739,31.26239,34.38739,35.845825,pedestrian,5.7500000000000036,pedestrian,4.583434999999998,False,0.0,1.3420000046166098,2.131951483261856,0.0175517145060217,0.011946606532345,True,False,3.2329242455261817,33.554077,20.167297,9.013375680100237,3.363216284784414,-0.0028930264008977247,approximately steady,,True,True,
PedNYC22,PedNYC22_scenario15,15,25.383301,30.175049,,,undefined,,undefined,,False,0.0,0.6067602201275243,,0.2783466649729049,,False,False,6.894780352834696,19.841309,7.499999999999998,38.42253981754853,,-0.0984380410361041,separating,,True,False,vehicle_never_entered_zone
